N	2gram	Medvedev_F_1	Psycholo
1	то что	8	37
2	и в	24	30
3	в том	6	27
4	что в	4	24
5	и что	2	23
6	потому что	1	23
7	том что	1	21
8	того чтобы	1	20
9	таким образом	13	20
10	все время	2	20
11	как бы	6	19
12	на то	1	17
13	что он	3	17
14	не только	7	16
15	если мы	2	16
16	в этом	15	14
17	в самом	5	14
18	как раз	2	13
19	так же	4	13
20	с одной	4	12
21	одной стороны	4	12
22	вместе с	2	12
23	может быть	14	11
24	если бы	4	11
25	как на	4	11
26	никогда не	4	9
27	увидим что	1	9
28	так как	1	9
29	с другой	5	9
30	для этого	4	9
31	не может	16	9
32	сказать что	1	9
33	мы увидим	4	9
34	самом деле	6	8
35	он должен	3	8
36	при этом	5	8
37	заключается в	1	8
38	с тем	2	8
39	не в	8	8
40	к тому	3	8
41	и это	2	8
42	тому что	1	8
43	того что	5	8
44	мы видим	1	8
45	а не	10	8
46	могут быть	1	8
47	и т	12	7
48	то же	10	7
49	зависимости от	3	7
50	но не	3	7
51	все же	3	7
52	и как	3	7
53	в нем	14	7
54	точки зрения	16	7
55	по себе	5	7
56	в основе	3	7
57	совершенно прав	1	7
58	как это	6	7
59	в зависимости	2	6
60	мы уже	1	6
61	что если	1	6
62	в своем	11	6
63	и если	2	6
64	на этом	1	6
65	ясно что	3	6
66	как и	11	6
67	и его	10	6
68	произведение искусства	2	6
69	или в	1	6
70	и здесь	6	6
71	по мнению	1	6
72	и тем	1	6
73	но и	7	6
74	именно в	8	6
75	и не	20	6
76	и для	1	6
77	что оно	1	6
78	совершенно не	1	6
79	жизни и	7	6
80	в искусстве	5	6
81	прав когда	2	5
82	и есть	1	5
83	еще не	6	5
84	что они	1	5
85	когда он	3	5
86	в себе	3	5
87	в целом	6	5
88	в этой	6	5
89	материала и	3	5
90	было бы	6	5
91	несмотря на	1	5
92	был бы	1	5
93	сих пор	6	5
94	только не	2	5
95	как мы	5	5
96	но в	5	5
97	сводится к	3	5
98	искусства и	5	5
99	один из	3	5
100	в двух	1	5
101	только в	2	5
102	именно на	1	5
103	до сих	6	5
104	а с	1	5
105	и потому	9	5
106	художественное произведение	6	5
107	бы в	3	5
108	другой стороны	1	5
109	в своих	2	5
110	в ней	10	4
111	вызывает в	1	4
112	стороны и	4	4
113	и к	4	4
114	и заключается	2	4
115	в них	3	4
116	с такой	1	4
117	в своей	11	4
118	из которых	1	4
119	как она	3	4
120	у нас	5	4
121	по сравнению	1	4
122	в его	23	4
123	на одном	1	4
124	в него	2	4
125	только что	1	4
126	не можем	2	4
127	только на	5	4
128	должен был	1	4
129	от того	2	4
130	прежде всего	22	4
131	там где	1	4
132	в частности	4	4
133	сравнению с	1	4
134	искусства как	2	4
135	в результате	2	4
136	и все	6	4
137	а в	6	4
138	не есть	2	4
139	совершенно справедливо	2	3
140	художественного произведения	23	3
141	в их	11	3
142	той же	1	3
143	мы не	3	3
144	и о	1	3
145	в учении	1	3
146	в каждой	1	3
147	и на	8	3
148	в ее	8	3
149	как в	8	3
150	и наконец	3	3
151	в которой	4	3
152	из этих	1	3
153	на его	2	3
154	к искусству	1	3
155	он не	3	3
156	состоит в	1	3
157	не как	4	3
158	в силу	1	3
159	так например	3	3
160	в другом	1	3
161	это не	2	3
162	т д	8	3
163	эти два	1	3
164	ни в	2	3
165	и уже	1	3
166	мы с	1	3
167	в этих	1	3
168	бы мы	1	3
169	вопрос о	2	3
170	но он	1	3
171	и вся	1	3
172	вовсе не	10	3
173	самого начала	1	3
174	одна из	2	3
175	но только	1	3
176	учения о	2	3
177	этом отношении	1	3
178	не могут	1	3
179	что при	1	3
180	данном случае	1	3
181	с самого	1	3
182	так в	1	3
183	что у	1	3
184	так и	18	3
185	в состав	1	3
186	что и	2	3
187	видим что	1	3
188	чем это	1	3
189	так что	1	3
190	для него	3	3
191	т п	4	3
192	у него	1	3
193	что на	1	3
194	со стороны	5	3
195	эти две	1	3
196	была бы	2	3
197	художественной формы	2	3
198	под влиянием	2	3
199	в данном	1	3
200	в той	1	3
201	как из	1	3
202	лучшем случае	3	3
203	при таком	4	3
204	формы и	5	3
205	для нас	1	3
206	целый ряд	3	3
207	хотя бы	5	3
208	обстоит дело	1	3
209	в свою	8	3
210	в лучшем	3	3
211	которая существует	1	3
212	и другие	1	3
213	по поводу	1	3
214	это в	1	3
215	к этому	1	3
216	художественном произведении	3	2
217	от этой	1	2
218	ту же	1	2
219	же как	2	2
220	это и	3	2
221	почти не	2	2
222	из самых	1	2
223	по преимуществу	1	2
224	и до	5	2
225	должна быть	7	2
226	едва ли	1	2
227	отношения к	6	2
228	а как	2	2
229	это совершенно	1	2
230	что между	1	2
231	которую мы	1	2
232	это различение	1	2
233	между собой	1	2
234	не найдем	2	2
235	с его	4	2
236	во всех	5	2
237	на самом	7	2
238	совсем не	1	2
239	по отношению	4	2
240	отличие от	1	2
241	друг от	2	2
242	и читатель	3	2
243	от друга	2	2
244	его на	1	2
245	с этим	2	2
246	перед нами	1	2
247	нам кажется	1	2
248	из ложного	1	2
249	ни один	1	2
250	он в	2	2
251	все эти	6	2
252	в нашем	2	2
253	как он	1	2
254	однако эта	1	2
255	есть одна	1	2
256	и вот	2	2
257	том чтобы	2	2
258	что от	1	2
259	в нее	1	2
260	но все	2	2
261	в каждом	3	2
262	как они	1	2
263	и с	8	2
264	искусства в	4	2
265	из них	1	2
266	материал для	1	2
267	он является	1	2
268	исходили из	1	2
269	осуществляется в	1	2
270	конструктивный принцип	1	2
271	должно быть	11	2
272	элемента в	1	2
273	в котором	1	2
274	с точки	13	2
275	в отличие	1	2
276	искусства не	2	2
277	страх и	2	2
278	сами по	2	2
279	том и	1	2
280	в словах	1	2
281	в отношении	3	2
