N	3gram	Losev_Vlad_2	FransuaR
1	в то же	3	6
2	то же время	3	6
3	с точки зрения	3	5
4	не только в	2	5
5	до сих пор	1	4
6	не может быть	1	4
7	в этом отношении	1	3
8	на первом плане	1	3
9	но в то	1	3
10	в свое время	1	3
11	о том что	3	3
12	нужно сказать что	1	3
13	как мы уже	1	3
14	можно сказать что	1	2
15	в году в	1	2
16	но даже и	1	2
17	только то что	1	2
18	в собственном смысле	1	2
19	содержит в себе	4	2
20	и в то	1	2
21	здравого смысла и	1	2
22	во всяком случае	6	2
23	там же с	10	2
24	прежде всего от	1	2
25	но все же	1	2
26	как мы видели	2	2
27	года то есть	2	1
28	в году оно	1	1
29	что он пишет	1	1
30	в те времена	3	1
31	потому что в	1	1
32	прежде всего на	1	1
33	дело в том	3	1
34	оно вышло в	1	1
35	мы уже сказали	1	1
36	в настоящее время	2	1
37	также и в	1	1
38	в том же	2	1
39	и в более	1	1
40	конце концов с	1	1
41	том же году	1	1
42	до известной степени	1	1
43	в первую очередь	1	1
44	то что в	1	1
45	что в нем	1	1
46	этом отношении он	1	1
47	не было недостатка	1	1
48	во франции и	1	1
49	в том чтобы	2	1
50	в первый раз	1	1
51	на французском языке	3	1
52	в году когда	1	1
53	в конце концов	3	1
54	до некоторой степени	2	1
55	не только как	1	1
56	для него самого	1	1
57	из этих последних	1	1
58	года в году	1	1
59	уже после смерти	1	1
60	а в году	1	1
61	во всех своих	1	1
62	т ii с	2	1
63	и особенно в	1	1
64	в тех же	1	1
65	в этом случае	1	1
66	как мы сказали	2	1
67	и прежде всего	1	1
68	мы будем говорить	2	1
69	и как мы	2	1
70	на то что	2	1
71	во второй половине	2	1
72	после того как	2	1
73	для того чтобы	1	1
74	в себе в	1	1
75	в том что	9	1
76	но вот в	1	1
77	и вообще все	1	1
78	только тогда когда	1	1
79	том что только	1	1
