N	2gram	Bakhtin_Fr_3	Myslijsy
1	то есть	18	34
2	потому что	2	33
3	то что	5	29
4	может быть	9	26
5	таким образом	10	24
6	в этом	15	23
7	в том	8	23
8	и в	40	23
9	и не	13	18
10	что в	12	17
11	в языке	2	16
12	при этом	3	15
13	только в	3	15
14	то же	7	14
15	в себе	3	14
16	как и	11	14
17	того что	1	14
18	так как	4	14
19	если бы	3	13
20	не было	5	12
21	а не	5	12
22	том что	4	12
23	не в	1	11
24	по себе	1	11
25	но и	11	11
26	не может	3	11
27	по отношению	3	10
28	не только	13	10
29	тем что	3	10
30	и потому	4	10
31	между тем	3	9
32	мы не	2	8
33	в своем	7	8
34	но в	8	8
35	было бы	4	8
36	о том	4	8
37	другими словами	3	8
38	сказать что	3	8
39	отношению к	2	8
40	и т	1	7
41	как в	3	7
42	с этим	2	7
43	что это	1	7
44	в нем	5	7
45	мысли и	1	7
46	это не	2	7
47	и что	1	7
48	что и	3	7
49	вовсе не	12	7
50	с тем	1	7
51	этого слова	2	7
52	и к	3	6
53	в которой	2	6
54	так и	3	6
55	что не	1	6
56	заметить что	1	6
57	для того	3	6
58	в ряду	1	6
59	вместе с	3	6
60	есть нечто	1	5
61	бы и	1	5
62	как бы	3	5
63	так сказать	5	5
64	должно быть	1	5
65	не менее	2	5
66	с ним	1	5
67	не имеет	1	5
68	образом в	2	5
69	внимание на	1	5
70	к нему	2	5
71	так что	1	5
72	уже в	2	5
73	в его	13	5
74	для него	5	5
75	само по	1	5
76	слова и	2	5
77	этом случае	1	5
78	все это	4	5
79	а в	3	5
80	таким же	1	5
81	во всяком	1	5
82	есть не	1	4
83	и о	4	4
84	в истории	4	4
85	думать что	2	4
86	и с	8	4
87	его в	1	4
88	с другими	1	4
89	и тем	1	4
90	мы имеем	1	4
91	точки зрения	2	4
92	в котором	2	4
93	сих пор	4	4
94	видно что	4	4
95	и более	1	4
96	в то	6	4
97	того чтобы	4	4
98	языке и	1	4
99	каждый раз	1	4
100	можно сказать	2	4
101	что он	2	4
102	хотя бы	2	4
103	в одном	7	4
104	только на	4	4
105	до сих	4	4
106	а именно	1	4
107	как же	1	4
108	так же	1	4
109	в данном	4	4
110	в той	6	4
111	да и	1	4
112	и все	9	4
113	слово в	3	4
114	между ними	3	4
115	тем самым	1	4
116	в таком	1	4
117	например в	2	3
118	самом деле	3	3
119	на самом	3	3
120	переход от	2	3
121	и есть	3	3
122	в первом	1	3
123	и до	8	3
124	слова в	2	3
125	мы уже	13	3
126	той же	8	3
127	что между	1	3
128	еще не	3	3
129	и на	8	3
130	к слову	1	3
131	там где	3	3
132	в самом	6	3
133	все эти	8	3
134	так в	4	3
135	и тот	1	3
136	и если	2	3
137	на его	2	3
138	к одному	1	3
139	и по	1	3
140	на нее	1	3
141	мы его	1	3
142	лишь в	2	3
143	в них	9	3
144	все равно	1	3
145	не всегда	1	3
146	с точки	1	3
147	но это	3	3
148	их в	3	3
149	ее не	2	3
150	на себе	1	3
151	только не	1	3
152	никогда не	1	3
153	в разных	2	3
154	же время	6	3
155	связи с	6	3
156	до того	2	3
157	должны быть	2	3
158	как человек	1	3
159	образы и	1	3
160	языка и	1	3
161	те же	5	3
162	было в	1	3
163	мы в	1	3
164	слово и	1	3
165	в виду	7	3
166	там же	1	3
167	связь между	3	3
168	и только	1	3
169	вообще и	1	3
170	и следовательно	3	3
171	с ними	1	3
172	только под	1	3
173	пор не	1	3
174	и так	2	3
175	с нею	2	3
176	слова не	1	3
177	и других	6	3
178	и их	1	3
179	всяком случае	1	3
180	даже и	2	3
181	и из	1	3
182	именно в	2	3
183	до этого	1	3
184	ко всем	3	3
185	это есть	2	3
186	в смысле	1	3
187	кроме того	3	3
188	в этих	6	3
189	и состоит	1	3
190	и вместе	1	3
191	такое же	1	2
192	а как	1	2
193	как мы	10	2
194	человеческой природы	1	2
195	что иное	1	2
196	но даже	1	2
197	в ней	4	2
198	иное как	1	2
199	тем как	1	2
200	то он	1	2
201	и я	1	2
202	эта связь	1	2
203	одном из	2	2
204	несколько слов	1	2
205	его к	2	2
206	имеет в	2	2
207	в нашем	4	2
208	из этих	2	2
209	во многих	1	2
210	в наших	1	2
211	он не	9	2
212	не как	1	2
213	для понимания	3	2
214	влияние на	2	2
215	подобно тому	1	2
216	значительной степени	2	2
217	здесь мы	2	2
218	в мире	4	2
219	об этом	3	2
220	это было	1	2
221	например с	1	2
222	чем в	1	2
223	в других	3	2
224	но что	1	2
225	и при	1	2
226	о языке	1	2
227	от его	1	2
228	лишь один	1	2
229	том же	2	2
230	и вообще	1	2
231	даже в	4	2
232	нетрудно заметить	1	2
233	тому что	1	2
234	судить по	1	2
235	что только	1	2
236	в таких	3	2
237	самого начала	1	2
238	в сущности	9	2
239	и сама	2	2
240	дело не	3	2
241	и притом	1	2
242	как она	1	2
243	к представлению	1	2
244	и мысли	3	2
245	и его	17	2
246	в более	3	2
247	этот образ	7	2
248	уже и	1	2
249	что на	1	2
250	в области	4	2
251	у нас	4	2
252	как всякое	1	2
253	не могут	1	2
254	или лучше	1	2
255	и это	2	2
256	значение этого	2	2
257	в ее	3	2
258	данном случае	2	2
259	на том	1	2
260	судя по	1	2
261	что может	1	2
262	в образе	1	2
263	можно было	3	2
264	не с	1	2
265	и здесь	4	2
266	нас в	2	2
267	судить о	1	2
268	в другой	1	2
269	ко второму	1	2
270	еще более	4	2
271	в ту	7	2
272	сложное и	1	2
273	но так	1	2
274	быть и	1	2
275	один из	4	2
276	мы видим	5	2
277	связь и	2	2
278	что даже	1	2
279	эти образы	1	2
280	конечно не	2	2
281	и у	2	2
282	и они	2	2
283	в виде	1	2
284	этом в	1	2
285	не так	3	2
286	отношение к	8	2
287	не были	2	2
288	и даже	4	2
289	с другой	2	2
290	и нельзя	1	2
291	сказать несколько	1	2
292	и прежде	3	2
293	в свою	1	2
294	и др	7	2
295	превращается в	1	2
296	относятся к	1	2
297	только для	3	2
298	из которых	1	2
299	в течение	2	2
300	тому как	1	2
301	в состоянии	2	2
302	в это	1	2
303	и для	5	2
304	и как	3	2
305	ни к	1	2
306	во время	8	2
307	хотя в	2	2
308	но эта	1	2
309	не отделяет	1	2
310	не что	1	2
311	из этого	2	2
312	есть и	2	2
313	в голову	1	2
314	все что	2	2
315	в своих	5	2
316	ли мы	1	1
317	вряд ли	1	1
318	не думает	1	1
319	одним из	2	1
320	с с	1	1
321	с образом	1	1
322	предполагает что	1	1
323	художественного произведения	1	1
324	связана с	2	1
325	того же	2	1
326	в приведенном	3	1
327	тем же	2	1
328	и реального	1	1
329	др в	1	1
330	что народная	2	1
331	в их	4	1
332	в несколько	1	1
333	или наоборот	1	1
334	большую роль	2	1
335	и новые	1	1
336	не была	1	1
337	так тесно	1	1
338	свою очередь	1	1
339	меньшей степени	2	1
340	во мне	1	1
341	в xix	1	1
342	меньше чем	1	1
343	на них	2	1
344	быть в	2	1
345	в последних	2	1
346	во всех	6	1
347	но конечно	2	1
348	а следовательно	1	1
349	видели что	1	1
350	но не	2	1
351	но как	2	1
352	понято и	1	1
353	отличие от	3	1
354	нет и	1	1
355	относится к	1	1
356	в известном	1	1
357	несомненно что	1	1
358	его на	1	1
359	значение его	1	1
360	перед нами	1	1
361	виду и	1	1
362	и кончается	1	1
363	и каждое	1	1
364	что этим	1	1
365	и отчасти	1	1
366	ее целом	1	1
367	к художественному	1	1
368	он в	2	1
369	многое в	1	1
370	в этой	3	1
371	почти одновременно	1	1
372	к двум	1	1
373	им в	1	1
374	этого образа	1	1
375	говорят о	2	1
376	имеем в	1	1
377	не приводит	1	1
378	если он	1	1
379	но на	1	1
380	есть ее	1	1
381	быть только	1	1
382	отрицание должно	1	1
383	и еще	2	1
384	том чтобы	1	1
385	и сам	2	1
386	с представлением	1	1
387	свое время	1	1
388	какой бы	2	1
389	одной и	2	1
390	на этом	2	1
391	ее жизни	1	1
392	что их	1	1
393	но все	3	1
394	встречаются и	1	1
395	что этот	1	1
396	этом суждении	1	1
397	главным образом	1	1
398	есть все	1	1
399	произведения с	1	1
400	и сделал	2	1
401	видит что	1	1
402	них не	1	1
403	на все	1	1
404	которое с	1	1
405	раз при	2	1
406	второй половины	1	1
407	заключается в	1	1
408	который и	1	1
409	понять ни	1	1
410	из первых	1	1
411	им самим	1	1
412	и легко	1	1
413	нечто общее	1	1
414	это положение	1	1
415	случае мы	1	1
416	далеко не	2	1
417	показывает что	1	1
418	жизни то	1	1
419	мы видели	3	1
420	строгом смысле	1	1
421	значит не	1	1
422	в развитии	1	1
423	и прямо	1	1
424	восприятия и	1	1
425	на первый	1	1
426	в эту	4	1
427	к тем	2	1
428	общества и	2	1
429	в своей	6	1
430	мысль и	1	1
431	этой связи	1	1
432	не во	1	1
433	бы к	1	1
434	одним и	1	1
435	рядом других	1	1
436	своего рода	2	1
437	сделал его	1	1
438	человеческого тела	1	1
439	и этой	1	1
440	как предмет	1	1
441	и той	2	1
442	которые в	1	1
443	но он	2	1
444	друг другу	1	1
445	собой что	1	1
446	для нее	1	1
447	входящие в	1	1
448	роль играют	1	1
449	в отношении	1	1
450	имеет свое	1	1
451	но они	1	1
452	далее это	1	1
453	о значении	1	1
454	что эта	1	1
455	прочь от	1	1
456	но для	1	1
457	истории и	1	1
458	еще довольно	1	1
459	как о	2	1
460	дело в	2	1
461	ее с	1	1
462	в толпе	1	1
463	некоторые явления	1	1
464	же значение	1	1
465	следовательно и	2	1
466	этого явления	2	1
467	а для	1	1
468	ничего не	1	1
469	под этим	1	1
470	с одним	1	1
471	видим что	1	1
472	слове и	1	1
473	только этим	1	1
474	во всем	3	1
475	этот способ	1	1
476	следует что	1	1
477	века не	1	1
478	эти три	1	1
479	весь этот	3	1
480	доказать что	1	1
481	как будто	1	1
482	этом отношении	2	1
483	можно объяснить	1	1
484	и веселья	1	1
485	все то	2	1
486	начиная с	3	1
487	и такие	2	1
488	время мы	1	1
489	и дух	1	1
490	нет мы	1	1
491	числе и	2	1
492	бы он	1	1
493	той или	2	1
494	они и	2	1
495	имели и	1	1
496	всегда в	1	1
497	в применении	1	1
498	правда не	3	1
499	период когда	1	1
500	голову по	2	1
501	при котором	1	1
502	в собственном	1	1
503	они ни	1	1
504	в себя	1	1
505	в произведении	1	1
506	с самого	1	1
507	в пределах	1	1
508	роль в	4	1
509	нечто другое	1	1
510	убеждение в	1	1
511	в другом	3	1
512	с первым	1	1
513	времени и	2	1
514	бывает трудно	1	1
515	субъективное и	1	1
516	том как	1	1
517	и применяется	1	1
518	приводит его	2	1
519	как выражение	1	1
520	о нем	3	1
521	не был	2	1
522	возможна только	1	1
523	настоящее время	1	1
524	образа как	1	1
525	же книге	3	1
526	на что	1	1
527	все его	1	1
528	а также	4	1
529	на основе	2	1
530	это в	2	1
531	ее от	1	1
532	от них	1	1
533	и во	4	1
534	во втором	1	1
535	и пожирания	1	1
536	на одном	1	1
537	сама литература	1	1
538	то явление	1	1
539	в форме	2	1
540	он берет	1	1
541	что бы	1	1
542	века и	4	1
543	на отдельные	1	1
544	и другую	1	1
545	веселье и	1	1
546	с здесь	1	1
547	что здесь	1	1
548	обе эти	1	1
549	к различным	1	1
550	и количества	1	1
551	одной из	2	1
552	дело с	1	1
553	в вопросе	1	1
554	как нечто	2	1
555	на чем	1	1
556	к нашему	1	1
557	есть место	1	1
558	от нас	1	1
559	или же	2	1
560	вопрос об	1	1
561	самое содержание	1	1
562	с одной	1	1
563	в качестве	1	1
564	лишь бы	1	1
565	образов в	2	1
566	предвещает мне	1	1
567	особое значение	2	1
568	его восприятия	1	1
569	чтобы он	1	1
570	в нашей	2	1
571	этом оно	1	1
572	свидетельствует о	2	1
573	из них	4	1
574	участие в	1	1
575	превращаются в	1	1
576	одно из	3	1
577	же свойствами	1	1
578	понимания мира	1	1
579	и сюда	1	1
580	это место	1	1
581	им только	1	1
582	к первой	1	1
583	ту сторону	1	1
584	у него	8	1
585	ее на	1	1
586	но из	1	1
587	одном слове	1	1
588	рядом с	2	1
589	были бы	1	1
590	которые как	1	1
591	и обратно	1	1
592	с другим	1	1
593	здесь в	4	1
594	которой все	1	1
595	с той	1	1
596	а нет	1	1
597	а они	1	1
598	только к	1	1
599	прежде всего	16	1
600	по нескольку	1	1
