N	2gram	Nazirov_Tv_1	Istorich
1	и в	21	28
2	и т	3	25
3	может быть	5	25
4	т д	1	22
5	а не	5	15
6	не может	4	15
7	никогда не	3	14
8	мы имеем	1	13
9	мы должны	1	13
10	то же	13	12
11	не только	7	12
12	что в	12	12
13	только в	5	11
14	все же	5	10
15	и что	1	10
16	что он	6	10
17	но и	3	10
18	прежде всего	4	10
19	т е	1	10
20	не в	2	9
21	так и	2	9
22	о том	6	9
23	то что	8	9
24	видим что	1	9
25	в том	7	9
26	и не	7	9
27	в этом	6	8
28	но в	7	8
29	что это	1	8
30	таким образом	5	8
31	в ней	2	7
32	здесь мы	2	7
33	это не	4	7
34	еще не	1	7
35	и здесь	1	7
36	этот вопрос	1	7
37	так же	3	7
38	том что	11	7
39	было бы	1	7
40	в этих	2	7
41	а в	6	7
42	в этой	5	6
43	это тоже	1	6
44	его в	1	6
45	тем не	2	6
46	не менее	6	6
47	к тому	2	6
48	что и	2	6
49	вслед за	2	6
50	так как	3	6
51	представляют собой	1	6
52	с другой	3	6
53	вместе с	2	6
54	когда он	2	6
55	из дома	1	6
56	в своем	4	5
57	что она	2	5
58	дело не	3	5
59	в дальнейшем	3	5
60	восходит к	1	5
61	в его	13	5
62	но не	3	5
63	в качестве	2	5
64	в одном	1	5
65	до сих	1	5
66	к которому	1	5
67	сих пор	1	5
68	или в	2	5
69	не знает	2	5
70	сказать что	2	5
71	другой стороны	1	5
72	героя в	1	5
73	ее в	3	5
74	и даже	3	4
75	и на	7	4
76	между собой	1	4
77	как правило	1	4
78	одним словом	1	4
79	не то	2	4
80	не все	1	4
81	с этим	1	4
82	представляет собой	3	4
83	все эти	1	4
84	но все	1	4
85	об этом	2	4
86	и с	3	4
87	с тем	1	4
88	как и	12	4
89	даже в	3	4
90	на него	1	4
91	в основе	2	4
92	связи с	1	4
93	так в	1	4
94	означает что	1	4
95	того что	3	4
96	с одной	1	4
97	потому что	5	4
98	так что	2	4
99	мы знаем	1	4
100	к ним	1	4
101	превращается в	1	4
102	один из	4	4
103	связь с	1	4
104	одной стороны	1	4
105	могут быть	2	4
106	как будто	5	4
107	все это	10	4
108	в связи	1	4
109	хотя бы	5	4
110	но это	5	4
111	и другие	3	4
112	также и	1	3
113	чтобы не	1	3
114	исходит из	1	3
115	время как	1	3
116	я не	3	3
117	то это	1	3
118	не совсем	1	3
119	и он	2	3
120	по отношению	1	3
121	перед нами	2	3
122	к чему	1	3
123	очень много	1	3
124	при этом	7	3
125	ключ к	1	3
126	этого вопроса	1	3
127	и по	3	3
128	на этом	1	3
129	же не	1	3
130	из них	2	3
131	показывает что	1	3
132	и тогда	1	3
133	во время	1	3
134	в котором	6	3
135	в их	3	3
136	по себе	1	3
137	эта мысль	1	3
138	в то	15	3
139	дело в	3	3
140	однако это	1	3
141	есть только	1	3
142	же самое	1	3
143	действия и	1	3
144	в образе	1	3
145	для этого	1	3
146	с того	1	3
147	и должно	1	3
148	или на	1	3
149	связь между	1	3
150	в которую	1	3
151	представления о	1	3
152	в современной	1	3
153	в какой	1	3
154	должен был	1	3
155	и его	6	3
156	уже не	3	3
157	если мы	1	3
158	следовало бы	2	3
159	и их	1	3
160	представлений о	2	3
161	тем что	1	3
162	именно в	2	3
163	на эту	4	3
164	как это	1	3
165	наряду с	1	3
166	что же	1	3
167	в книге	3	3
168	представлениями о	1	3
169	в целях	1	3
170	отношению к	1	3
171	к сожалению	1	3
172	точно так	2	3
173	одним из	4	2
174	же как	1	2
175	из всех	4	2
176	что если	1	2
177	не вполне	1	2
178	это время	2	2
179	большей частью	1	2
180	столь же	1	2
181	бы то	1	2
182	во всех	1	2
183	отличие от	2	2
184	первый взгляд	1	2
185	как в	8	2
186	как уже	1	2
187	и как	4	2
188	в действительности	1	2
189	за собой	1	2
190	в целом	4	2
191	он в	1	2
192	тут и	3	2
193	в себе	2	2
194	в жертву	1	2
195	как он	1	2
196	вследствие этого	1	2
197	и если	1	2
198	в нем	3	2
199	связанные с	1	2
200	он не	8	2
201	всех этих	1	2
202	и вот	1	2
203	то ни	1	2
204	а затем	2	2
205	а по	2	2
206	по смыслу	1	2
207	при помощи	2	2
208	и тем	2	2
209	ведет к	2	2
210	на первый	1	2
211	для него	6	2
212	но если	3	2
213	что такое	1	2
214	в отличие	2	2
215	миф о	1	2
216	только для	1	2
217	в эпоху	1	2
218	однако в	2	2
219	что этот	1	2
220	роль играют	1	2
221	по мере	1	2
