N	2gram	Propp_Isto_3	RusskieA
1	и в	22	36
2	не только	14	22
3	том что	8	19
4	что в	15	19
5	в и	1	17
6	в том	9	17
7	т е	16	17
8	но и	12	16
9	так как	7	15
10	во время	6	14
11	и другие	4	13
12	в этом	17	12
13	в других	4	11
14	и т	16	10
15	и на	4	10
16	в этот	2	10
17	это не	6	10
18	как и	3	10
19	как мы	8	10
20	вместе с	9	10
21	потому что	3	10
22	т д	15	9
23	об этом	1	9
24	а в	6	9
25	в другие	1	8
26	состоит в	3	8
27	и по	1	8
28	с тем	2	8
29	у нас	4	8
30	о том	3	8
31	один из	5	8
32	мы увидим	3	8
33	из них	7	8
34	может быть	11	8
35	как это	4	8
36	что они	8	7
37	так и	2	7
38	между тем	2	7
39	что и	9	7
40	представляют собой	4	7
41	мы не	1	6
42	в виде	2	6
43	другие сроки	1	6
44	так например	1	6
45	таким образом	10	6
46	при этом	2	6
47	видно что	2	6
48	не имеет	2	6
49	уже не	7	6
50	в них	6	6
51	и не	12	6
52	все это	1	6
53	для нас	4	6
54	в новый	1	6
55	то что	7	6
56	иногда и	1	5
57	как в	2	5
58	все же	5	5
59	во многих	2	5
60	показывает что	5	5
61	в которых	2	5
62	того как	1	5
63	как будто	2	5
64	там же	2	5
65	этого обычая	1	5
66	с ними	3	5
67	и у	3	5
68	одно из	1	5
69	в течение	6	5
70	как бы	1	5
71	этом случае	5	5
72	мы имеем	19	4
73	не совсем	3	4
74	еще не	10	4
75	на стол	2	4
76	что по	2	4
77	следующим образом	3	4
78	представляет собой	3	4
79	после этого	2	4
80	с собой	2	4
81	входит в	1	4
82	сообщает о	2	4
83	из этих	3	4
84	что этот	1	4
85	вплоть до	1	4
86	на кладбище	2	4
87	одна из	2	4
88	в русском	2	4
89	связи с	6	4
90	что на	4	4
91	к тому	3	4
92	так в	6	4
93	и что	2	4
94	и их	1	4
95	тем что	4	4
96	и др	2	4
97	в некоторых	5	4
98	в тех	2	4
99	того что	5	4
100	но это	3	4
101	в связи	3	4
102	не может	4	4
103	только в	4	4
104	к этому	7	4
105	увидим ниже	3	3
106	песни и	1	3
107	этот обряд	2	3
108	их и	3	3
109	представление о	3	3
110	как правило	2	3
111	своего рода	1	3
112	которые не	1	3
113	в своем	2	3
114	не можем	1	3
115	что это	1	3
116	и те	1	3
117	в основном	1	3
118	на этом	4	3
119	то же	6	3
120	но все	2	3
121	для них	3	3
122	далеко не	3	3
123	в этих	11	3
124	точки зрения	2	3
125	к тем	1	3
126	с точки	1	3
127	она в	1	3
128	тем не	5	3
129	но они	2	3
130	их в	3	3
131	не менее	5	3
132	в разных	1	3
133	ничего не	6	3
134	к таким	1	3
135	и другой	1	3
136	идут все	1	3
137	в песне	1	3
138	к жизни	2	3
139	не с	2	3
140	начиная с	1	3
141	а также	2	3
142	от них	3	3
143	связаны с	1	3
144	также в	1	3
145	по этому	1	3
146	в качестве	2	3
147	только на	2	3
148	в одном	2	3
149	к ним	1	3
150	из приведенных	3	3
151	также на	1	3
152	на этот	1	3
153	о чем	1	3
154	так же	3	3
155	других случаях	1	3
156	этого слова	1	3
157	и некоторые	2	3
158	не будем	3	3
159	в домах	1	3
160	и к	3	3
161	в свою	4	3
162	но эти	1	3
163	например в	2	2
164	но тем	2	2
165	в доме	12	2
166	к нам	1	2
167	но она	2	2
168	что иное	3	2
169	на себя	2	2
170	как не	1	2
171	в ней	2	2
172	иное как	3	2
173	на самом	2	2
174	но не	7	2
175	тогда как	1	2
176	не просто	1	2
177	отнюдь не	1	2
178	независимо от	2	2
179	с этим	8	2
180	мы можем	6	2
181	хотя и	2	2
182	и как	3	2
183	его к	1	2
184	в фольклоре	1	2
185	но в	10	2
186	так на	2	2
187	в целом	3	2
188	все эти	4	2
189	и и	2	2
190	в дальнейшем	4	2
191	и до	1	2
192	после чего	10	2
193	и всей	1	2
194	что она	5	2
195	в нем	9	2
196	всех этих	2	2
197	в силу	2	2
198	его от	1	2
199	частично же	1	2
200	встречается и	1	2
201	же не	2	2
202	главным образом	1	2
203	и с	4	2
204	на этой	1	2
205	по материалам	2	2
206	в жизни	2	2
207	носят название	1	2
208	это сходство	1	2
209	такой же	2	2
210	в один	1	2
211	делалось в	1	2
212	этому же	3	2
213	представляла собой	1	2
214	должны были	3	2
215	такое толкование	3	2
216	и более	2	2
217	для этого	1	2
218	этой работы	1	2
219	как можно	1	2
220	она не	4	2
221	или другие	1	2
222	у него	3	2
223	именно с	1	2
224	детей и	3	2
225	обрядами и	1	2
226	до того	1	2
227	а мы	3	2
228	и здесь	7	2
229	могут быть	5	2
230	и другим	1	2
231	они и	3	2
232	ничего общего	1	2
233	как они	1	2
234	свою очередь	1	2
235	эти представления	1	2
236	что у	3	2
237	в образе	1	2
238	и другими	1	2
239	домой и	1	2
240	с ним	1	2
241	означает что	1	2
242	находится в	4	2
243	на все	2	2
244	другой характер	1	2
245	и поэтому	1	2
246	после того	2	2
247	в различных	1	2
248	должно было	2	2
249	в его	3	2
250	в свете	5	2
251	к ней	4	2
252	только у	1	2
253	этот вопрос	2	2
254	за столом	1	2
255	так что	5	2
256	это показывает	1	2
257	в большинстве	1	2
258	очень ясно	1	2
259	они могли	1	2
260	за счет	2	2
261	этому вопросу	1	2
262	его и	4	2
263	не означает	1	2
264	тут же	1	2
265	он так	1	2
266	не было	2	2
267	в особенности	2	2
268	чем в	1	2
269	такое же	1	2
270	себя и	1	2
271	но есть	2	2
272	с ней	6	2
273	по нескольку	1	2
274	и пр	11	2
275	а не	6	2
276	большинстве случаев	2	2
277	стоит в	2	2
278	в частности	5	2
279	и потому	2	2
280	предположить что	7	2
281	многих случаях	1	2
282	в земле	1	2
283	там где	7	2
284	быть и	3	2
285	заботятся о	1	2
286	только для	1	2
287	между прочим	3	2
288	между собой	1	2
289	к вопросу	1	2
290	мы видим	8	2
291	и для	2	2
292	тем и	1	2
293	или в	11	2
294	год это	1	2
295	мы должны	7	2
296	в дом	12	2
297	обычно не	1	2
298	многих местах	1	2
299	не что	3	2
300	в отдельности	1	2
301	у которых	1	2
302	что обряд	1	2
303	стол на	1	1
304	другие детали	1	1
305	где ты	2	1
306	ту же	2	1
307	также и	1	1
308	же как	2	1
309	таком случае	1	1
310	рассматривается как	1	1
311	эти случаи	3	1
312	мы здесь	4	1
313	а из	1	1
314	ассимиляция с	1	1
315	самом деле	1	1
316	в приведенном	1	1
317	могли иметь	1	1
318	и ее	3	1
319	должна быть	1	1
320	видеть в	1	1
321	состояла в	1	1
322	и за	1	1
323	приходит к	1	1
324	и встречается	1	1
325	несколько иной	1	1
326	мы уже	6	1
327	из всех	1	1
328	в несколько	1	1
329	что изучение	1	1
330	и цель	1	1
331	мы тебя	1	1
332	она показывает	1	1
333	или наоборот	2	1
334	в русских	3	1
335	этого нет	1	1
336	указать что	3	1
337	вопрос о	2	1
338	на место	1	1
339	доме и	2	1
340	время от	2	1
341	имеет свою	3	1
342	приводят к	1	1
343	происходило в	1	1
344	такое положение	1	1
345	тем из	1	1
346	не вполне	6	1
347	и говорят	3	1
348	нет но	1	1
349	направление в	1	1
350	власть над	4	1
351	и он	2	1
352	происхождение этого	1	1
353	на них	1	1
354	некоторых местах	1	1
355	изучить этот	1	1
356	материалами и	1	1
357	в чем	3	1
358	этих случаях	7	1
359	имеем здесь	1	1
360	на столбах	6	1
361	другой пример	1	1
362	особенно если	1	1
363	после смерти	2	1
364	не все	6	1
365	в сказке	50	1
366	будто совершенно	1	1
367	ответ на	1	1
368	по отношению	2	1
369	себе и	2	1
370	мы сейчас	2	1
371	относится к	2	1
372	них из	1	1
373	в гости	1	1
374	его на	2	1
375	общего с	1	1
376	от до	1	1
377	некоторое время	3	1
378	изучение этого	1	1
379	в обрядах	3	1
380	к новому	1	1
381	это был	1	1
382	перед нами	1	1
383	целый ряд	3	1
384	последовательность событий	1	1
385	он на	2	1
386	можно установить	5	1
387	во двор	1	1
388	этот случай	8	1
389	тынинке по	1	1
390	говорят о	1	1
391	русских народных	1	1
392	за это	2	1
393	однако совершенно	1	1
394	ни одна	1	1
395	идут в	1	1
396	то и	6	1
