N	3gram	Medvedev_F_1	Istorich
1	и т д	8	18
2	до сих пор	6	6
3	вместе с тем	1	5
4	мы видим что	1	5
5	в том что	1	5
6	но все же	1	4
7	со всех сторон	1	4
8	так же как	1	4
9	в связи с	2	4
10	по отношению к	4	3
11	с одной стороны	4	3
12	мы уже знаем	1	3
13	мы увидим что	1	3
14	и может быть	1	2
15	уже знаем что	1	2
16	и здесь нет	1	2
17	они никогда не	1	2
18	на самом деле	6	2
19	вместо того чтобы	1	2
20	но и в	1	2
21	то же происходит	1	2
22	с другой стороны	1	2
23	не может быть	5	2
24	с самого начала	1	2
25	он должен быть	1	1
26	в этой роли	1	1
27	в ней и	1	1
28	т е она	1	1
29	и пр необходимо	1	1
30	должно было бы	1	1
31	должен был бы	1	1
32	друг от друга	2	1
33	в зависимости от	2	1
34	в отличие от	1	1
35	в то что	1	1
36	может быть вполне	1	1
37	но есть еще	1	1
38	в это время	1	1
39	т е в	1	1
40	до конца и	1	1
41	ни к какому	1	1
42	в высшей степени	1	1
43	смысле этого слова	3	1
44	в отдельности и	1	1
45	как один из	1	1
46	тем не менее	1	1
47	еще указать на	1	1
48	то что было	1	1
49	так или иначе	1	1
50	но вместе с	1	1
51	и состоит в	1	1
52	в связи со	2	1
53	как мы увидим	2	1
54	часто встречается в	1	1
55	т е к	1	1
56	и пр только	1	1
57	мы не можем	2	1
58	и нисколько не	1	1
59	мы здесь не	1	1
60	связи с этим	2	1
61	чтобы вслед за	1	1
62	это значит что	1	1
63	не только не	2	1
64	но все эти	1	1
65	с этой стороны	1	1
66	не только на	1	1
67	ситуация при которой	1	1
68	как одна из	1	1
69	они не стали	1	1
70	не в этом	1	1
71	но и непосредственно	1	1
72	к которому отнесены	1	1
73	вне связи с	1	1
74	всего этого не	1	1
