N	3gram	Voloshinov_1	KFilosof
1	по отношению к	9	21
2	не может быть	3	11
3	с точки зрения	10	10
4	в чем не	2	4
5	по отношению ко	2	4
6	ни в чем	2	4
7	в данный момент	1	3
8	в нем и	1	3
9	на самом деле	2	3
10	в котором он	1	3
11	не было бы	1	3
12	отношению ко всему	1	3
13	в ее целом	3	3
14	ничего общего не	1	2
15	бы то ни	1	2
16	то или иное	2	2
17	во всех этих	1	2
18	во всех отношениях	1	2
19	уже не может	1	2
20	один и тот	2	2
21	во всех своих	1	2
22	и ни в	1	2
23	ни в каком	1	2
24	то же время	5	2
25	раз и навсегда	1	2
26	в то же	5	2
27	тем не менее	2	2
28	других людей и	1	2
29	в том что	4	2
30	и тот же	2	2
31	и только в	1	2
32	форму и содержание	1	1
33	сводится к следующему	1	1
34	это уже не	1	1
35	и связанных с	2	1
36	а следовательно и	2	1
37	но во всяком	1	1
38	именно в этой	1	1
39	нет и не	1	1
40	никогда бы не	1	1
41	зависит от того	1	1
42	мы никогда не	1	1
43	связанных с ними	2	1
44	равно как и	1	1
45	и может быть	2	1
46	в настоящее время	1	1
47	из него все	1	1
48	было бы для	1	1
49	в зависимости от	2	1
50	хотя бы и	2	1
51	трудно бывает сказать	1	1
52	с ним в	1	1
53	со всех сторон	1	1
54	позицию по отношению	1	1
55	и тем не	1	1
56	может быть и	1	1
57	переведено на язык	1	1
58	но в то	3	1
59	связанная с ним	1	1
60	в себя и	1	1
61	и по отношению	2	1
62	конечно не может	1	1
63	к той же	1	1
64	чувства желания и	1	1
65	дело в том	1	1
66	во всяком случае	3	1
67	быть не может	1	1
68	на этом пути	1	1
69	для того чтобы	1	1
70	как и всякое	1	1
71	все это только	1	1
72	мы не можем	1	1
73	в свою очередь	1	1
74	до конца и	1	1
75	к которой он	1	1
76	в конечном счете	1	1
77	во второй половине	1	1
78	в большинстве случаев	4	1
79	и пр все	1	1
80	в единую ткань	1	1
81	во всех его	1	1
82	и входит в	1	1
83	ее целом и	2	1
84	в основных чертах	1	1
