N	2gram	Tiupa_Anal_2	SlovoVZh
1	не может	4	16
2	может быть	6	14
3	точки зрения	4	14
4	как бы	10	13
5	и его	4	13
6	таким образом	2	12
7	и в	16	12
8	по отношению	4	11
9	в нашем	3	11
10	отношению к	4	11
11	и не	12	10
12	если бы	3	9
13	так как	1	9
14	прежде всего	3	8
15	художественного произведения	2	7
16	сказать что	2	7
17	для нас	1	7
18	в интонации	1	6
19	в том	12	6
20	только в	4	6
21	при этом	10	6
22	в нем	1	6
23	слова и	1	6
24	и героя	1	6
25	то же	4	5
26	в виду	1	5
27	можно сказать	4	5
28	отнюдь не	8	5
29	как в	4	5
30	но в	6	5
31	в жизни	1	5
32	героя и	1	5
33	а не	10	5
34	как и	14	5
35	том что	12	5
36	к предмету	2	5
37	никогда не	3	5
38	хотя бы	1	5
39	то что	7	5
40	к нему	1	4
41	за пределы	4	4
42	в литературе	1	4
43	в этом	18	4
44	в самом	6	4
45	уже не	4	4
46	не только	16	4
47	так и	15	4
48	с другой	6	4
49	не в	4	4
50	его в	2	4
51	и является	4	4
52	и к	5	4
53	и на	6	4
54	самом деле	1	3
55	в котором	2	3
56	в пределах	9	3
57	ведь и	2	3
58	еще не	2	3
59	с героем	1	3
60	социальной группы	1	3
61	о том	7	3
62	но и	12	3
63	между тем	2	3
64	нуждается в	1	3
65	того что	2	3
66	в художественном	1	3
67	когда он	1	3
68	и наконец	1	3
69	имеет в	1	3
70	и ее	1	3
71	все эти	1	3
72	только на	3	3
73	в себе	7	3
74	в поэзии	2	3
75	слово в	1	3
76	да и	1	3
77	для него	4	3
78	не к	1	3
79	внутренней речи	4	3
80	и по	1	3
81	ни в	1	3
82	в них	1	3
83	в своей	2	3
84	так же	2	3
85	в такой	1	3
86	тем не	3	3
87	этой точки	1	3
88	и более	1	3
89	из этого	1	3
90	не должна	1	3
91	по себе	2	3
92	не менее	4	3
93	все это	4	3
94	с автором	1	3
95	и для	2	3
96	сколько бы	1	3
97	с ним	2	3
98	отношении к	1	3
99	на границе	1	3
100	значения и	1	2
101	и то	3	2
102	как это	6	2
103	в себя	4	2
104	едва ли	3	2
105	ко всем	1	2
106	те же	2	2
107	со всех	1	2
108	по природе	2	2
109	мы имеем	3	2
110	нас и	1	2
111	совпадает с	4	2
112	почти исключительно	1	2
113	и здесь	1	2
114	с его	1	2
115	но мы	1	2
116	и что	1	2
117	в чем	1	2
118	тем как	1	2
119	данном случае	5	2
120	в данном	8	2
121	в его	2	2
122	что и	3	2
123	независимо от	1	2
124	в своем	4	2
125	как уже	3	2
126	его к	1	2
127	дело с	1	2
128	в какой	1	2
129	и потому	1	2
130	бы не	1	2
131	с одной	5	2
132	уже в	1	2
133	тому же	4	2
134	и те	1	2
135	жизнью и	2	2
136	он не	2	2
137	не так	4	2
138	к ним	1	2
139	одно и	1	2
140	на примере	1	2
141	это не	1	2
142	до известной	1	2
143	делает его	1	2
144	себя и	1	2
145	более того	1	2
146	одной стороны	4	2
147	зависит от	1	2
148	другой стороны	2	2
149	его как	2	2
150	выбор слова	3	2
151	была бы	2	2
152	автора и	3	2
153	и слово	2	2
154	имеет место	4	2
155	вместе с	2	2
156	в отношении	1	2
157	к его	2	2
158	но не	4	2
159	место в	3	2
160	высказывания с	1	2
161	высказывания и	2	2
162	быть только	1	2
163	речи в	2	2
164	форму в	1	2
165	с этой	1	2
166	она не	2	2
167	еще раз	1	2
168	автором и	1	2
169	с точки	2	2
170	такой же	1	2
171	в основном	1	2
172	этой стороны	1	2
173	тогда когда	1	2
174	в то	2	2
175	на него	2	2
176	за его	1	2
177	известной степени	1	2
178	ничего не	9	2
179	но отнюдь	1	2
180	этих двух	1	2
181	и все	3	2
182	все они	1	2
183	в этих	2	2
184	но это	1	2
185	стороны и	1	2
186	могут быть	10	2
187	выходят за	2	2
188	же самое	1	2
189	на это	1	2
190	что в	2	2
191	как на	1	2
192	частной жизни	1	2
193	не есть	2	2
194	к этому	2	2
195	если же	1	2
196	же нам	1	1
197	а между	1	1
198	произведения но	1	1
199	как мы	3	1
200	и о	1	1
201	с жизнью	1	1
202	с ее	2	1
203	свою очередь	1	1
204	на основе	2	1
205	при чтении	1	1
206	этом особенно	1	1
207	характер и	1	1
208	в приведенном	1	1
209	в организации	3	1
210	тем же	1	1
211	из трех	3	1
212	определить как	1	1
213	только то	1	1
214	в произведении	2	1
215	по преимуществу	4	1
216	выводит слово	1	1
217	из его	2	1
218	проникает в	1	1
219	однако эта	1	1
220	и больше	1	1
221	этот зрительный	1	1
222	можно было	3	1
223	произведения что	1	1
224	мы уже	1	1
225	было в	1	1
226	на которую	2	1
227	неразрывное единство	1	1
228	себе как	1	1
229	это только	2	1
230	жизнь и	1	1
231	разговорного языка	1	1
232	из одного	1	1
233	высказывания в	3	1
234	не вполне	1	1
235	на себя	5	1
236	и такой	1	1
237	мы ощущаем	1	1
238	то она	1	1
239	сводится к	3	1
240	и он	2	1
241	нашем случае	1	1
242	всех сторон	1	1
243	определенным образом	1	1
244	лирические формы	1	1
245	за пределами	2	1
246	на какой-нибудь	1	1
247	но при	1	1
248	не ту	1	1
249	объективного повествования	1	1
250	столь же	4	1
251	оно ни	1	1
252	в значительной	2	1
253	художественного смысла	3	1
254	во всех	4	1
255	и во	2	1
256	в конечном	3	1
257	не требует	1	1
258	и всего	1	1
259	конечном счете	2	1
260	в общем	2	1
