N	3gram	Propp_Isto_4	Analitik
1	с другой стороны	4	5
2	о том что	2	5
3	как и в	1	4
4	в данном случае	3	3
5	подобно тому как	1	2
6	о чем речь	2	2
7	тем не менее	2	2
8	можно сказать что	1	2
9	и в форме	1	2
10	и может быть	1	1
11	что иное как	3	1
12	а в его	1	1
13	с ними в	1	1
14	не только по	1	1
15	с этим можно	1	1
16	и в особенности	1	1
17	в этом случае	3	1
18	до сих пор	5	1
19	в зависимости от	1	1
20	что он не	1	1
21	на этот вопрос	2	1
22	в основе своей	1	1
23	при всей своей	1	1
24	с этими последними	1	1
25	и не всегда	1	1
26	тогда как в	1	1
27	не всегда представляется	1	1
28	на передний план	1	1
29	здесь мы имеем	1	1
30	не только в	2	1
31	необходимо отличать от	1	1
32	так и в	2	1
33	не могут быть	1	1
34	таким же образом	1	1
35	не в том	1	1
36	в связи с	2	1
37	не только как	1	1
38	в тех случаях	2	1
39	есть не что	1	1
40	не может быть	4	1
41	между собой и	1	1
42	в связь с	1	1
43	с этой стороны	2	1
44	загробный мир и	1	1
45	ничего не говорит	1	1
46	с этого момента	1	1
47	тем более что	1	1
48	тех случаях когда	2	1
49	в большинстве случаев	1	1
50	не что иное	3	1
51	то что они	1	1
52	а в тех	1	1
53	что и в	1	1
54	указывает на его	1	1
