N	2gram	Losev_Vlad_2	Problemy
1	и в	30	43
2	и не	18	29
3	может быть	7	23
4	как бы	5	22
5	не может	9	18
6	как и	5	14
7	у достоевского	2	14
8	но и	8	14
9	и т	1	13
10	в этом	20	13
11	точки зрения	7	13
12	что он	13	13
13	в нем	4	12
14	в одном	1	12
15	не только	12	11
16	не в	9	11
17	по себе	5	11
18	и на	4	10
19	но в	8	10
20	как мы	11	10
21	в его	11	10
22	прежде всего	6	10
23	в сущности	2	9
24	еще не	1	9
25	он не	4	9
26	никогда не	7	9
27	т п	1	9
28	то же	4	8
29	лишь в	1	8
30	для него	9	8
31	с точки	3	8
32	и его	6	8
33	с самим	1	8
34	перед нами	1	7
35	в самом	2	7
36	в то	9	7
37	и сам	2	7
38	в него	1	7
39	до сих	1	7
40	а не	7	7
41	что же	8	7
42	сих пор	1	7
43	то что	20	7
44	и наконец	4	6
45	так сказать	1	6
46	при этом	5	6
47	к одному	1	6
48	в этих	4	6
49	что я	3	6
50	здесь не	4	6
51	о нем	2	6
52	в том	18	6
53	в котором	5	6
54	у него	19	6
55	и все	7	6
56	сам по	2	5
57	самом деле	1	5
58	нам кажется	3	5
59	и он	4	5
60	но не	3	5
61	хотя и	6	5
62	в себе	6	5
63	все эти	5	5
64	на то	2	5
65	да и	3	5
66	таким образом	3	5
67	и с	14	5
68	было бы	9	5
69	рядом с	1	5
70	у меня	1	5
71	о том	4	5
72	никак не	3	5
73	и что	5	5
74	же время	3	5
75	к нему	2	5
76	мы увидим	1	5
77	так что	5	5
78	вовсе не	4	5
79	в той	2	5
80	все это	5	5
81	а что	2	5
82	а в	11	5
83	и до	2	4
84	а как	1	4
85	мы не	2	4
86	я не	4	4
87	с его	4	4
88	во всех	3	4
89	себе и	2	4
90	отличие от	3	4
91	в своем	8	4
92	знаю что	1	4
93	в произведении	1	4
94	т д	1	4
95	в них	3	4
96	далеко не	1	4
97	между собою	1	4
98	должно быть	3	4
99	во время	1	4
100	в своей	5	4
101	в отличие	3	4
102	но он	3	4
103	их в	2	4
104	том же	3	4
105	в самой	1	4
106	или как	2	4
107	к тому	2	4
108	и это	3	4
109	с собой	1	4
110	этот вопрос	1	4
111	только в	6	4
112	же и	2	4
113	ни одного	1	4
114	так как	5	4
115	как раз	1	4
116	при чем	1	4
117	на этот	4	4
118	до конца	7	4
119	не на	2	4
120	то есть	7	4
121	не могут	1	4
122	рассказ в	1	4
123	но это	4	4
124	в результате	5	4
125	между ними	1	4
126	что в	12	4
127	но эти	1	4
128	также и	6	3
129	мы уже	2	3
130	той же	4	3
131	что если	2	3
132	в виду	2	3
133	здесь нет	1	3
134	он был	6	3
135	он сам	2	3
136	мы будем	3	3
137	что так	1	3
138	кроме того	9	3
139	когда он	1	3
140	и к	6	3
141	более или	3	3
142	еще один	2	3
143	только на	1	3
144	тому же	1	3
145	чем у	1	3
146	никому не	1	3
147	это не	2	3
148	в жизни	1	3
149	кажется что	2	3
150	а за	2	3
151	такой же	1	3
152	достоевского но	2	3
153	или менее	3	3
154	и их	1	3
155	в их	2	3
156	даже в	2	3
157	в отношении	3	3
158	она не	2	3
159	на него	1	3
160	того и	2	3
161	ничего не	2	3
162	во всем	1	3
163	не менее	7	3
164	в себя	1	3
165	можно было	2	3
166	так и	5	3
167	если бы	1	3
168	и даже	10	3
169	с ним	5	3
170	и здесь	1	3
171	что и	3	3
172	а он	2	3
173	наконец в	3	3
174	здесь в	2	3
175	его в	4	3
176	тот же	5	3
177	он теперь	1	3
178	и ее	1	3
179	со всеми	1	3
180	себя в	2	3
181	уже не	3	3
182	в виде	3	3
183	тем что	1	3
184	о своей	1	3
185	в произведениях	1	3
186	он и	3	3
187	него в	4	3
188	ни на	1	3
189	по существу	3	3
190	но для	1	3
191	все же	9	3
192	и для	3	3
193	того же	5	3
194	есть и	2	3
195	я и	2	2
196	отношения к	3	2
197	из его	2	2
198	себе как	1	2
199	и о	4	2
200	время как	2	2
201	мы и	1	2
202	то это	4	2
203	мы здесь	1	2
204	быть в	3	2
205	он говорит	1	2
206	с собою	1	2
207	отношение к	4	2
208	как в	3	2
209	с этим	5	2
210	как нам	1	2
211	целый ряд	1	2
212	и как	3	2
213	его к	1	2
214	та же	1	2
215	бы и	1	2
216	что это	4	2
217	в целом	4	2
218	сказать о	3	2
219	из этих	3	2
220	им в	3	2
221	как он	2	2
222	и еще	1	2
223	на том	1	2
224	но все	2	2
225	об этом	6	2
226	из них	1	2
227	он есть	1	2
228	ни в	7	2
229	и вы	2	2
230	мы с	4	2
231	том что	12	2
232	которую он	7	2
233	и при	2	2
234	что такое	1	2
235	в такой	1	2
236	в которых	1	2
237	мысли и	2	2
238	мы сказали	2	2
239	но эта	1	2
240	же тут	1	2
241	что этот	1	2
242	и то	5	2
243	а вот	2	2
244	и очень	2	2
245	раз и	2	2
246	иной раз	2	2
247	дело в	3	2
248	того как	2	2
249	и всегда	1	2
250	и без	1	2
251	тем не	6	2
252	меня и	2	2
253	и является	1	2
254	из истории	1	2
255	перед ним	1	2
256	у нас	6	2
257	тоже может	1	2
258	должны быть	1	2
259	в письме	8	2
260	здесь мы	3	2
261	для себя	5	2
262	в конце	13	2
263	не могу	2	2
264	без всякого	2	2
265	настоящее время	2	2
266	особенно в	1	2
267	то время	6	2
268	все из	1	2
269	времени и	1	2
270	для этого	1	2
271	он говорил	1	2
272	произведения как	1	2
273	не был	2	2
274	его жизни	6	2
275	все его	1	2
276	он работает	1	2
277	того что	5	2
278	этом смысле	1	2
279	быть и	1	2
280	здесь с	1	2
281	конечно не	4	2
282	уже в	3	2
283	если мы	1	2
284	то и	1	2
285	не принимает	1	2
286	а то	2	2
287	его и	2	2
288	и та	1	2
289	дело и	1	2
290	каждый из	1	2
291	уже и	2	2
292	на меня	2	2
293	вид что	1	2
294	нельзя сказать	1	2
295	и др	1	2
296	что не	2	2
297	него не	1	2
298	он тут	1	2
299	так же	4	2
300	и особенно	3	2
301	по своему	2	2
302	столкновение с	1	2
303	в первой	1	2
304	для понимания	1	2
305	например в	1	2
306	на вид	1	2
307	будет и	1	2
308	своей жизни	3	2
309	является как	2	2
310	письме к	4	2
311	сознании и	1	2
312	я очень	2	2
313	в настоящее	2	2
314	для нас	7	2
315	еще более	3	2
316	конце концов	3	2
317	хотя бы	3	2
318	отношении к	1	2
319	не есть	4	2
320	с теми	1	2
321	сказать что	11	2
322	была бы	1	2
323	ее в	1	2
324	в своих	2	2
325	он пишет	2	2
326	уже после	1	2
327	в таком	3	2
328	во всяком	6	2
329	мог в	1	1
330	смысле слова	1	1
