N	2gram	Medvedev_F_3	Myslijsy
1	потому что	7	49
2	для нас	3	31
3	и в	27	24
4	может быть	25	23
5	в сознании	1	23
6	то что	8	20
7	и не	30	19
8	в том	7	18
9	а не	17	18
10	что в	8	16
11	не только	9	15
12	по себе	4	15
13	того же	3	14
14	при этом	8	13
15	в слове	4	13
16	не в	12	13
17	было бы	6	13
18	то же	15	12
19	но не	5	12
20	мы можем	4	12
21	не может	24	12
22	мы не	4	11
23	таким образом	18	11
24	вместе с	6	11
25	если бы	12	11
26	что и	2	11
27	что мы	1	11
28	только в	8	11
29	как в	4	10
30	в себе	3	10
31	для него	1	10
32	тогда когда	4	10
33	так что	1	10
34	так как	9	10
35	независимо от	5	9
36	в нем	15	9
37	вовсе не	28	9
38	то и	1	9
39	но и	10	9
40	как бы	8	9
41	и на	3	8
42	а только	1	8
43	в этом	18	8
44	том что	4	8
45	могут быть	4	8
46	под влиянием	1	8
47	а в	1	8
48	во всех	3	7
49	с этим	1	7
50	как и	14	7
51	между собою	1	7
52	всяком случае	6	7
53	того как	1	7
54	не могут	10	7
55	прежде всего	4	7
56	сами по	2	7
57	тем что	5	7
58	того что	3	7
59	во всяком	6	7
60	и т	11	6
61	между двумя	1	6
62	и как	4	6
63	и того	1	6
64	одного и	1	6
65	тем не	2	6
66	в то	7	6
67	связи с	5	6
68	между тем	7	6
69	и только	2	6
70	не можем	2	6
71	в одном	1	6
72	с другой	6	6
73	не было	1	6
74	этого слова	2	6
75	не есть	4	6
76	столь же	3	5
77	а и	3	5
78	что они	5	5
79	все же	6	5
80	уже в	4	5
81	бы не	2	5
82	на то	1	5
83	есть не	1	5
84	не от	2	5
85	не менее	7	5
86	с ним	1	5
87	так и	21	5
88	по мере	1	5
89	о том	4	5
90	с другими	1	5
91	а потому	1	5
92	тот же	1	5
93	бы ни	4	5
94	слова в	1	5
95	из них	2	5
96	от того	2	5
97	в них	3	5
98	для того	4	5
99	в природе	1	5
100	и их	5	5
101	представляется нам	1	5
102	только для	1	5
103	бы невозможно	1	5
104	или не	1	5
105	же в	1	5
106	сам по	1	4
107	нам кажется	2	4
108	к другому	2	4
109	в самом	11	4
110	еще не	6	4
111	внутренняя форма	1	4
112	и звук	1	4
113	но в	6	4
114	уже не	3	4
115	из этих	2	4
116	только один	2	4
117	как он	2	4
118	так сказать	5	4
119	главным образом	2	4
120	и если	1	4
121	в нее	1	4
122	а вместе	1	4
123	с тем	7	4
124	такой же	2	4
125	в котором	2	4
126	место в	10	4
127	сих пор	1	4
128	они не	4	4
129	тем самым	1	4
130	для меня	1	4
131	подобно тому	4	4
132	одна из	2	4
133	таким путем	1	4
134	мере того	1	4
135	и сами	2	4
136	так в	2	4
137	никогда не	5	4
138	и что	3	4
139	за другим	1	4
140	для самого	1	4
141	предмета и	2	4
142	что он	6	4
143	с одной	1	4
144	которые могут	1	4
145	и вместе	1	4
146	в других	1	4
147	до сих	1	4
148	души и	3	4
149	там где	7	4
150	тому как	5	4
151	от него	2	4
152	в таком	2	4
153	человека и	2	3
154	и то	1	3
155	тем же	7	3
156	с таким	2	3
157	той же	3	3
158	но даже	1	3
159	то это	1	3
160	же что	2	3
161	что его	1	3
162	только тогда	1	3
163	очевидно что	2	3
164	со стороны	4	3
165	в нас	2	3
166	хотя и	1	3
167	что это	3	3
168	в целом	4	3
169	что она	2	3
170	т д	6	3
171	не как	2	3
172	так например	1	3
173	человека в	2	3
174	и может	1	3
175	его не	1	3
176	на все	2	3
177	его в	7	3
178	от одного	2	3
179	это не	3	3
180	и тем	3	3
181	кажется что	2	3
182	нечто общее	1	3
183	о которых	1	3
184	и тогда	2	3
185	в эту	2	3
186	в этих	3	3
187	и при	1	3
188	себе в	1	3
189	ни было	5	3
190	быть не	1	3
191	бы быть	2	3
192	в ней	5	3
193	и притом	2	3
194	на него	1	3
195	внутреннюю форму	1	3
196	в каком	2	3
197	оно не	3	3
198	если мы	7	3
199	как не	2	3
200	языка и	1	3
201	те же	3	3
202	не с	1	3
203	том как	2	3
204	в словах	1	3
205	и вообще	1	3
206	но мы	1	3
207	не имеем	1	3
208	от них	1	3
209	и во	2	3
210	в языке	2	3
211	как например	1	3
212	которое мы	1	3
213	и у	1	3
214	одно из	1	3
215	не так	1	3
216	т п	5	3
217	входят в	1	3
218	на ней	1	3
219	что для	1	3
220	одной стороны	1	3
221	а от	1	3
222	в самой	2	3
223	смысле этого	2	3
224	слова и	4	3
225	но это	2	3
226	и для	6	3
227	и от	11	3
228	и все	8	3
229	также что	1	2
230	в движение	1	2
231	таком случае	1	2
232	самом деле	16	2
233	на самом	14	2
234	к другой	1	2
235	не имеют	1	2
236	отношения к	2	2
237	с в	1	2
238	с его	2	2
239	тем как	1	2
240	то мы	3	2
241	совсем не	5	2
242	значение и	1	2
243	по отношению	3	2
244	в общем	2	2
245	за пределы	2	2
246	сама по	1	2
247	его на	1	2
248	в слово	1	2
249	в действительности	9	2
250	это определение	1	2
251	отношения между	2	2
252	все эти	6	2
253	в нашем	1	2
254	и тот	1	2
255	сказать в	1	2
256	время и	1	2
257	перестает быть	2	2
258	всех этих	2	2
259	одной и	2	2
260	что ни	2	2
261	смысле как	1	2
262	и по	1	2
263	на этом	2	2
264	что душа	1	2
265	одно и	1	2
266	ни был	1	2
267	но все	1	2
268	в каждом	5	2
269	факт что	1	2
270	связью между	1	2
271	вместе со	1	2
272	может стать	3	2
273	в жизни	11	2
274	ни с	2	2
275	мы знаем	4	2
276	должно быть	1	2
277	как совокупность	2	2
278	и той	1	2
279	но он	1	2
280	их в	3	2
281	тому что	3	2
282	и его	19	2
283	сказать что	3	2
284	самого начала	1	2
285	для кого	1	2
286	но только	1	2
287	того чтобы	5	2
288	вытекает из	2	2
289	же время	7	2
290	у нас	3	2
291	превращается в	2	2
292	пространство и	1	2
293	во все	1	2
294	его с	1	2
295	не противоречит	1	2
296	и это	2	2
297	оно может	1	2
298	ощущения в	1	2
299	другое направление	1	2
300	в собственном	1	2
301	в себя	1	2
302	с самого	1	2
303	это событие	1	2
304	и здесь	1	2
305	слагаются в	2	2
306	или от	1	2
307	нас в	1	2
308	существования в	1	2
309	связь между	4	2
310	как отдельные	1	2
311	и следовательно	3	2
312	если это	1	2
313	эти последние	1	2
314	этом смысле	2	2
315	в формах	2	2
316	один из	1	2
317	что только	1	2
318	одного целого	1	2
319	мы видим	1	2
320	в какой	3	2
321	во времени	1	2
322	случаи когда	1	2
323	есть в	1	2
324	в нашей	1	2
325	а то	1	2
326	и других	1	2
327	допустим что	2	2
328	прибавить что	1	2
329	слово как	3	2
330	от действия	2	2
331	друг друга	5	2
332	связано с	2	2
333	с общим	1	2
334	ожидания и	1	2
335	к которому	2	2
336	и затем	1	2
337	между ними	15	2
338	ничем не	1	2
339	не на	3	2
340	зависит от	1	2
341	для их	1	2
342	и силы	1	2
343	в связи	4	2
344	так же	9	2
345	и потому	5	2
346	как это	4	2
347	языка мы	1	2
348	внутренней формы	3	2
349	не дают	1	2
350	она есть	3	2
351	перехода от	1	2
352	быть только	2	2
353	для одного	1	2
354	все это	7	2
355	слова так	1	2
356	восприятия и	1	2
357	всем этом	1	2
358	в его	7	2
359	о котором	1	2
360	а к	2	2
361	в данное	1	2
362	бы в	6	2
363	мы должны	2	2
364	касается до	1	2
365	хотя бы	6	2
366	отношении к	1	2
367	отсюда вытекает	1	2
368	но если	2	2
369	другой стороны	5	2
370	имеет место	3	2
371	общее с	1	2
372	одного к	1	2
373	даже и	1	2
374	к этому	2	2
375	можно назвать	1	2
376	не наоборот	1	1
377	я и	1	1
378	не иначе	1	1
379	ту же	2	1
380	одним из	3	1
381	чтобы не	2	1
382	и действительно	2	1
383	не имел	1	1
384	он может	2	1
385	не это	1	1
386	тех же	1	1
387	переход от	1	1
388	мере в	1	1
