N	3gram	Propp_Morf_1	Problema
1	о том что	1	9
2	с точки зрения	2	8
3	в том что	3	8
4	в связи с	8	7
5	тем не менее	4	5
6	с другой стороны	4	5
7	в настоящее время	3	3
8	точно так же	1	3
9	то время как	3	3
10	далеко не всегда	1	3
11	с одной стороны	1	3
12	в то время	3	3
13	можно сказать что	1	3
14	после того как	1	3
15	это уже не	1	2
16	по отношению к	4	2
17	том что он	1	2
18	до сих пор	1	2
19	в таком случае	1	2
20	бы то ни	3	2
21	в данном случае	1	2
22	не может быть	9	2
23	во всяком случае	2	2
24	но все же	3	2
25	на то что	2	2
26	тех или иных	1	2
27	для того чтобы	2	2
28	хотя и не	1	1
29	нет не только	1	1
30	по существу и	1	1
31	здесь перед нами	1	1
32	во что бы	1	1
33	на самом деле	4	1
34	и вслед за	1	1
35	о том как	1	1
36	тому что в	1	1
37	не входит в	1	1
38	как мы увидим	4	1
39	прежде чем перейти	1	1
40	в который в	1	1
41	в этом отношении	1	1
42	в какой степени	1	1
43	но это не	1	1
44	все же в	1	1
45	с тех пор	1	1
46	чем перейти к	1	1
47	что бы то	1	1
48	его самого в	1	1
49	не потому что	1	1
50	таким образом мы	5	1
51	то ни было	2	1
52	на первый взгляд	3	1
53	состоит в том	2	1
54	а также и	3	1
55	то ни стало	1	1
56	друг на друга	2	1
57	а вовсе не	1	1
58	не думает о	1	1
59	бросается в глаза	1	1
60	что несмотря на	1	1
61	и таким образом	2	1
62	ясно что это	1	1
63	мы увидим ниже	5	1
64	похожи друг на	1	1
65	что они должны	1	1
66	связи с этим	4	1
67	другой стороны так	1	1
68	мы прежде всего	1	1
69	с самого начала	1	1
70	или духа в	1	1
71	в большинстве случаев	3	1
72	на друга что	1	1
73	и как будто	1	1
74	а не от	1	1
75	и т д	39	1
