N	3gram	Bakhtin_Fr_5	RusskieA
1	в том что	6	18
2	в данном случае	2	6
3	для того чтобы	6	6
4	вместе с тем	1	4
5	так же как	4	4
6	о том что	1	4
7	мы видели что	1	4
8	том что это	1	3
9	в отличие от	2	3
10	не может быть	2	3
11	только тогда когда	1	3
12	тем не менее	1	2
13	из земли и	1	2
14	что иное как	1	2
15	же как и	2	2
16	в своей книге	1	2
17	для этой цели	1	2
18	на самом же	1	2
19	не что иное	1	2
20	но вместе с	1	2
21	самом же деле	1	2
22	мы не можем	1	2
23	в то время	2	2
24	после того как	1	2
25	по этому поводу	1	2
26	а именно в	1	2
27	на другой день	1	2
28	в другом месте	2	1
29	том что в	1	1
30	потому что он	3	1
31	ко всему что	1	1
32	не было ни	1	1
33	потому что в	1	1
34	о том как	2	1
35	происходил как бы	1	1
36	с тем он	1	1
37	между тем как	1	1
38	в этом отношении	5	1
39	то что в	1	1
40	но это не	1	1
41	можно было бы	2	1
42	также что в	1	1
43	может быть и	1	1
44	в предыдущей главе	1	1
45	в это время	1	1
46	но в особенности	1	1
47	и должна была	1	1
48	взад и вперед	1	1
49	на некоторое время	1	1
50	в разные стороны	1	1
51	так как оно	1	1
52	во всех этих	1	1
53	дело в том	2	1
54	подтверждается и другими	1	1
55	на этом основании	1	1
56	все то что	1	1
57	как и предшествующие	1	1
58	далеко не все	1	1
59	в свою очередь	1	1
60	в церкви и	1	1
61	совершенно иной характер	1	1
62	в течение всего	1	1
63	тем больше она	1	1
64	можно сказать что	2	1
65	в этой же	1	1
66	как мы уже	1	1
67	и таким образом	1	1
68	как и в	1	1
69	это подтверждается и	1	1
70	как мы видели	4	1
