N	3gram	Ircho_Kome_3	Istorich
1	с другой стороны	2	8
2	и т д	1	8
3	с одной стороны	3	7
4	в этом случае	2	6
5	в том что	9	5
6	до сих пор	9	4
7	о том что	4	4
8	мы имеем в	1	4
9	о том как	3	3
10	вместе с тем	3	3
11	то время как	2	3
12	в то время	2	3
13	потому что он	1	2
14	на первый план	1	2
15	так как он	1	2
16	т е в	2	2
17	в некоторых случаях	1	2
18	таким образом и	1	2
19	во всяком случае	3	2
20	по отношению к	3	2
21	к себе в	1	2
22	но все же	2	2
23	после того как	1	2
24	что и в	2	2
25	том что она	1	1
26	однако и в	1	1
27	таким образом если	1	1
28	в обоих случаях	1	1
29	лицом к лицу	1	1
30	на того кто	1	1
31	более или менее	1	1
32	в том числе	1	1
33	в греческой литературе	1	1
34	если мы сравним	1	1
35	одной стороны и	1	1
36	сих пор не	1	1
37	и не может	1	1
38	в зависимости от	1	1
39	наряду с этим	2	1
40	иначе обстоит дело	2	1
41	хорошо известно что	1	1
42	том числе и	1	1
43	ступени на которой	1	1
44	с этой точки	1	1
45	как и вся	1	1
46	можем заключить что	1	1
47	потому что с	1	1
48	одной стороны он	1	1
49	но при этом	1	1
50	обстоит дело с	2	1
51	все эти события	1	1
52	так или иначе	2	1
53	но вместе с	1	1
54	и сам он	1	1
55	свою принадлежность к	1	1
56	в достаточной степени	1	1
57	что у него	1	1
58	но в основе	1	1
59	как бы в	1	1
60	в свое время	1	1
61	этой точки зрения	1	1
62	независимо от того	1	1
63	вместе с ним	2	1
64	том что девушку	1	1
65	так и в	1	1
66	он был бы	1	1
67	и тем более	1	1
68	подобно тому как	1	1
69	речь идет о	3	1
70	не менее в	1	1
71	можно сказать что	1	1
72	на то что	1	1
73	с полным правом	1	1
74	в других случаях	1	1
75	и что из	1	1
76	тем не менее	3	1
77	друг с другом	1	1
78	для того чтобы	6	1
