N	3gram	Nazirov_Tv_1	Istorich
1	и т д	1	16
2	с другой стороны	1	8
3	не только в	2	5
4	о том что	5	5
5	с одной стороны	1	4
6	на первый взгляд	1	4
7	что у него	1	4
8	мы имеем в	1	4
9	тем не менее	2	4
10	в том что	6	4
11	то что в	1	3
12	в данном случае	2	3
13	дело не в	1	3
14	точно так же	2	2
15	в одной из	2	2
16	и в других	1	2
17	но это не	1	2
18	до сих пор	1	2
19	у него есть	1	2
20	как и в	1	2
21	потому что я	1	1
22	хотя и не	1	1
23	по отношению к	1	1
24	представление о городе	1	1
25	дело не только	1	1
26	нам кажется что	1	1
27	то же самое	1	1
28	он не может	1	1
29	то это означало	1	1
30	что он не	1	1
31	бы то ни	1	1
32	и та же	2	1
33	но все это	1	1
34	и т п	2	1
35	то и другое	1	1
36	вместе с тем	1	1
37	все это в	1	1
38	и что в	1	1
39	в этой связи	2	1
40	то ни было	1	1
41	друг на друга	1	1
42	в связи с	1	1
43	это означало бы	1	1
44	одна и та	1	1
45	не может и	1	1
46	нет ли в	1	1
47	у него и	1	1
48	не в его	1	1
49	означало бы что	1	1
50	перед тем как	1	1
51	им в виде	1	1
52	это значит что	1	1
53	и всякий раз	1	1
54	ту или иную	1	1
55	один из самых	1	1
56	в один момент	1	1
57	как и сам	1	1
58	таким образом и	1	1
59	они представляют собой	1	1
60	к тому что	1	1
