N	2gram	Losev_Vlad_2	Dialekti
1	не есть	4	54
2	и не	18	27
3	а не	7	26
4	точки зрения	7	25
5	и т	1	24
6	и в	30	24
7	значит что	1	24
8	это значит	2	24
9	есть нечто	2	23
10	не только	12	23
11	т д	1	23
12	что такое	1	21
13	по себе	5	20
14	не может	9	19
15	не просто	1	18
16	ничего не	2	17
17	и есть	2	16
18	и что	5	15
19	что все	1	14
20	с точки	3	14
21	то что	20	14
22	в таком	3	14
23	таким образом	3	13
24	что он	13	13
25	вовсе не	4	13
26	может быть	7	13
27	и даже	10	13
28	что это	4	12
29	есть только	1	12
30	того что	5	12
31	есть и	2	12
32	но тогда	1	11
33	не менее	7	11
34	не имеет	2	11
35	что же	8	11
36	в сущности	2	10
37	тем не	6	10
38	только не	1	10
39	она есть	1	10
40	есть не	1	9
41	то это	4	9
42	что она	1	9
43	ни в	7	9
44	но и	8	9
45	нет ничего	3	9
46	в этом	20	8
47	и как	3	8
48	это есть	1	8
49	учение о	3	8
50	мир как	1	8
51	так что	5	8
52	в виде	3	8
53	прежде всего	6	8
54	что мы	1	8
55	том что	12	8
56	в самом	2	7
57	что мир	1	7
58	как и	5	7
59	никогда не	7	7
60	как раз	1	7
61	потому что	9	7
62	ясно что	1	7
63	в виду	2	7
64	другими словами	5	7
65	только на	1	7
66	но что	5	7
67	даже и	3	7
68	ничем не	1	7
69	что в	12	7
70	самом деле	1	6
71	что иное	1	6
72	я не	4	6
73	иное как	1	6
74	то же	4	6
75	об этом	6	6
76	и с	14	6
77	вещей и	1	6
78	утверждать что	1	6
79	больше ничего	1	6
80	вы не	2	6
81	если бы	1	6
82	что и	3	6
83	о том	4	6
84	и жизни	2	6
85	история и	2	6
86	так как	5	6
87	даже не	1	6
88	не на	2	6
89	и все	7	6
90	все это	5	6
91	кроме того	9	6
92	от всего	1	6
93	но если	1	6
94	не что	1	6
95	сам по	2	5
96	что его	4	5
97	точка зрения	1	5
98	хотя и	6	5
99	и к	6	5
100	само по	2	5
101	он не	4	5
102	по крайней	4	5
103	так и	5	5
104	было бы	9	5
105	всего прочего	1	5
106	в них	3	5
107	мы не	2	5
108	в том	18	5
109	в то	9	5
110	тогда когда	2	5
111	и притом	2	5
112	и сама	1	5
113	и его	6	5
114	только в	6	5
115	уже не	3	5
116	от всякого	1	5
117	крайней мере	4	5
118	что не	2	5
119	что для	2	5
120	как это	7	5
121	с этой	4	5
122	но это	4	5
