N	2gram	Propp_Isto_1	Hudozhes
1	и в	28	28
2	том что	7	19
3	в ее	2	18
4	и не	9	18
5	своего рода	1	16
6	в том	9	15
7	а не	15	14
8	в этом	8	13
9	не в	9	13
10	о том	9	12
11	перед нами	3	11
12	не только	12	11
13	при этом	3	11
14	как и	4	11
15	в его	5	11
16	у нее	1	10
17	уже не	3	10
18	в себе	2	9
19	но и	10	9
20	так и	9	8
21	между тем	2	8
22	что он	10	8
23	себя в	2	8
24	в жизни	1	8
25	может быть	25	8
26	я не	3	7
27	по отношению	3	7
28	что она	5	7
29	об этом	4	7
30	к тому	6	7
31	в частности	2	7
32	как это	3	7
33	и все	1	7
34	с ним	2	7
35	отношению к	3	7
36	в котором	3	6
37	то же	12	6
38	не было	1	6
39	и с	4	6
40	в своей	1	6
41	в то	3	6
42	тем что	3	6
43	если бы	8	6
44	сводится к	1	6
45	это не	7	6
46	а в	7	6
47	то что	9	6
48	в этой	6	5
49	как в	2	5
50	что это	8	5
51	в своем	5	5
52	не менее	6	5
53	у него	1	5
54	никогда не	14	5
55	ничего не	2	5
56	в тексте	1	5
57	и его	3	5
58	она не	1	5
59	только на	1	5
60	одно из	1	5
61	для него	2	5
62	наряду с	3	5
63	как бы	2	5
64	да и	1	5
65	что в	12	5
66	и другие	4	5
67	и т	25	4
68	но не	5	4
69	то в	1	4
70	подобно тому	1	4
71	на наш	1	4
72	он не	2	4
73	и уже	1	4
74	тем не	6	4
75	тому что	1	4
76	как будто	4	4
77	того чтобы	1	4
78	в конечном	2	4
79	вслед за	6	4
80	что они	5	4
81	только в	11	4
82	в качестве	5	4
83	что и	6	4
84	как раз	2	4
85	для того	1	4
86	говорит о	2	4
87	превращается в	4	4
88	то и	2	4
89	не может	15	4
90	тому как	1	4
91	у вас	2	4
92	была бы	2	3
93	чтобы не	3	3
94	едва ли	1	3
95	по его	2	3
96	на себя	1	3
97	и он	3	3
98	в ней	7	3
99	еще не	7	3
100	и на	4	3
101	столь же	2	3
102	всякий раз	1	3
103	о смерти	6	3
104	не все	4	3
105	со стороны	2	3
106	бы не	1	3
107	как он	2	3
108	в нем	2	3
109	можно было	5	3
110	мы уже	1	3
111	было бы	7	3
112	в это	1	3
113	в них	1	3
114	соответствии с	1	3
115	несмотря на	1	3
116	в этих	7	3
117	пока еще	1	3
118	как о	2	3
119	на него	4	3
120	о них	1	3
121	же самое	3	3
122	и это	1	3
123	что у	1	3
124	внимание на	1	3
125	одной из	2	3
126	и ее	1	3
127	с одной	4	3
128	для нас	13	3
129	в одном	5	3
130	с другой	6	3
131	а с	2	3
132	прежде всего	10	3
133	в соответствии	1	3
134	у всех	1	3
135	так же	7	3
136	одной стороны	4	3
137	все это	4	3
138	или в	5	3
139	будто бы	3	3
140	же как	2	2
141	и то	1	2
142	но тем	1	2
143	в первом	1	2
144	а как	1	2
145	который в	1	2
146	говорить о	1	2
147	а для	2	2
148	ответ на	2	2
149	тоже не	2	2
150	без другого	2	2
151	все же	10	2
152	как уже	2	2
153	и к	1	2
154	но в	8	2
155	с детьми	1	2
156	со своей	1	2
157	та же	1	2
158	бы с	1	2
159	в нашем	1	2
160	из этих	1	2
161	не более	2	2
162	тому же	1	2
163	ей в	1	2
164	т д	22	2
