N	2gram	Vygotskiy__4	Analitik
1	не только	7	22
2	и в	33	18
3	как и	5	14
4	так и	3	14
5	в этом	28	14
6	и его	5	13
7	но и	3	13
8	том что	22	12
9	и не	13	12
10	в частности	4	12
11	при этом	2	11
12	то есть	13	10
13	а в	4	10
14	как бы	25	10
15	что в	21	9
16	может быть	22	9
17	со стороны	2	9
18	а не	6	9
19	в том	21	9
20	со своей	1	8
21	с его	2	8
22	и даже	1	8
23	по отношению	1	7
24	в русской	2	7
25	как раз	9	7
26	в его	10	7
27	с другой	2	7
28	во второй	1	7
29	но не	3	7
30	отношению к	1	7
31	еще не	1	6
32	в этой	9	6
33	он не	11	6
34	в их	2	6
35	не в	2	6
36	к тому	12	6
37	для него	1	6
38	о том	20	6
39	того же	1	5
40	той же	4	5
41	мы имеем	2	5
42	в самом	12	5
43	в мире	3	5
44	в сущности	6	5
45	что и	3	5
46	между тем	1	5
47	в конце	8	5
48	никогда не	5	5
49	в свою	1	5
50	прежде всего	2	5
51	не является	2	5
52	такого рода	1	5
53	в результате	2	5
54	другой стороны	2	5
55	представляет собой	2	5
56	принадлежит к	2	4
57	и на	5	4
58	столь же	2	4
59	что он	20	4
60	в своем	7	4
61	и как	5	4
62	и к	2	4
63	таким образом	13	4
64	по себе	9	4
65	тем самым	3	4
66	в одном	3	4
67	свою очередь	1	4
68	в пределах	3	4
69	шекспира и	6	4
70	и сам	1	4
71	внимание на	2	4
72	можно сказать	2	4
73	в заключительной	1	4
74	себя в	4	4
75	однако что	1	4
76	далеко не	3	4
77	все же	5	4
78	перед нами	6	4
79	героя и	2	4
80	едва ли	2	3
81	его не	2	3
82	мы не	5	3
83	говорить о	3	3
84	в целом	5	3
85	уже в	2	3
86	о смерти	5	3
87	но как	1	3
88	если в	1	3
89	что они	6	3
90	как говорит	2	3
91	как в	3	3
92	с этим	5	3
93	что касается	2	3
94	поскольку он	1	3
95	из этих	2	3
96	тому же	3	3
97	подобно тому	1	3
98	то же	9	3
99	не будет	4	3
100	его в	3	3
101	ко второму	1	3
102	точки зрения	6	3
103	и без	1	3
104	не столько	1	3
105	все это	13	3
106	в то	3	3
107	только не	2	3
108	ничего не	2	3
109	же время	2	3
110	указывает на	3	3
111	с ее	3	3
112	в ее	2	3
113	так в	1	3
114	жизнь и	4	3
115	мысль о	1	3
116	именно в	2	3
117	было бы	12	3
118	дело с	3	3
119	на языке	1	3
120	во всем	2	3
121	были бы	1	3
122	в особенности	1	3
123	что не	4	3
124	не было	3	3
125	однако и	1	3
126	как это	14	3
127	по поводу	4	3
128	к этому	4	3
129	во сне	1	3
130	например в	3	2
131	самом деле	12	2
132	в первом	1	2
133	есть не	1	2
134	и он	3	2
135	в ней	6	2
136	не от	1	2
137	во всех	2	2
138	в стихе	1	2
139	конечном счете	1	2
140	в общем	1	2
141	очевидно что	1	2
142	иметь дело	2	2
143	это и	5	2
144	сама по	3	2
145	более чем	1	2
146	как к	1	2
147	вследствие которого	1	2
148	и той	2	2
149	нам кажется	2	2
150	когда он	7	2
151	могли бы	2	2
152	но в	2	2
153	бы и	2	2
154	все эти	6	2
155	в тех	2	2
156	в себе	6	2
157	не могла	1	2
158	так сказать	1	2
159	на его	1	2
160	что она	10	2
161	в нем	7	2
162	и вот	6	2
163	о его	1	2
164	одной и	2	2
165	могла бы	4	2
166	это не	6	2
167	в жизни	4	2
168	в них	2	2
169	о которых	2	2
170	с тем	4	2
171	несмотря на	1	2
172	иначе говоря	2	2
173	с точки	4	2
174	от его	1	2
175	но они	1	2
176	даже в	2	2
177	все три	1	2
178	дело в	1	2
179	одна из	4	2
180	которого он	1	2
181	его части	1	2
182	сводится к	2	2
183	художественной литературы	1	2
184	в саге	1	2
185	в дальнейшем	1	2
186	те же	2	2
187	об этом	4	2
188	и здесь	3	2
189	о своей	1	2
190	на примере	2	2
191	в глаза	1	2
192	в конечном	1	2
193	тех пор	2	2
194	один из	2	2
195	но с	1	2
196	выстрела и	1	2
197	вступить в	1	2
198	только в	4	2
199	и ее	2	2
200	с одной	3	2
201	все они	2	2
202	действующего лица	1	2
203	всяком случае	3	2
204	не для	3	2
205	произведения и	1	2
206	мы можем	5	2
207	тем что	3	2
208	одной стороны	3	2
209	который не	2	2
210	этом как	1	2
211	говорит о	4	2
212	на эту	1	2
213	там где	1	2
214	что мы	6	2
215	совершенно очевидно	1	2
216	связь с	5	2
217	не может	10	2
218	вместе с	8	2
219	и потому	2	2
220	в той	3	2
221	когда мы	6	2
222	тому как	2	2
223	да и	3	2
224	этого слова	3	2
225	на пути	2	2
226	в глубине	1	2
227	и для	3	2
228	и от	2	2
229	и все	12	2
230	не должен	1	2
231	в сравнении	1	2
232	же в	1	2
233	как показывает	1	2
234	личности и	1	2
235	то что	44	2
236	нам не	1	2
237	сказать что	13	2
238	совершенно не	4	2
239	а также	1	2
240	в искусстве	2	2
241	во всяком	3	2
242	гораздо более	1	2
243	но наоборот	1	1
244	речь идет	3	1
245	говоря о	1	1
246	таком случае	1	1
247	человека и	1	1
248	отделен от	1	1
249	связана с	1	1
250	сам по	2	1
251	на самом	6	1
252	и есть	4	1
253	тем же	1	1
254	из самых	1	1
255	к другому	1	1
256	и до	3	1
257	на две	2	1
258	из его	2	1
259	жизни ее	2	1
260	не имеют	1	1
