N	2gram	Voloshinov_1	Problemy
1	и в	13	43
2	и не	8	29
3	может быть	8	23
4	как бы	6	22
5	не может	8	18
6	в пределах	3	16
7	как и	3	14
8	но и	3	14
9	в этом	2	13
10	точки зрения	7	13
11	что он	1	13
12	в нем	2	12
13	в одном	3	12
14	слова и	2	12
15	не только	6	11
16	в каждом	4	11
17	не в	3	11
18	по себе	1	11
19	но в	4	10
20	в его	7	10
21	прежде всего	9	10
22	еще не	1	9
23	никогда не	3	9
24	то же	4	8
25	слово не	1	8
26	лишь в	4	8
27	для него	2	8
28	с точки	5	8
29	и его	12	8
30	или в	1	8
31	слово в	3	8
32	ведь и	1	7
33	в самом	2	7
34	в то	1	7
35	в другом	2	7
36	а не	2	7
37	что же	3	7
38	то что	6	7
39	и наконец	5	6
40	при этом	2	6
41	к одному	3	6
42	не как	3	6
43	в том	2	6
44	и все	3	6
45	ну что	1	5
46	самом деле	3	5
47	нам кажется	1	5
48	к другому	1	5
49	и он	1	5
50	но не	1	5
51	по отношению	3	5
52	в себе	3	5
53	все эти	2	5
54	но ведь	5	5
55	на то	1	5
56	да и	3	5
57	таким образом	6	5
58	было бы	4	5
59	это слово	1	5
60	и что	1	5
61	же время	1	5
62	к нему	1	5
63	слов и	4	5
64	вовсе не	2	5
65	все это	4	5
66	бы в	2	5
67	а в	2	5
68	на фоне	4	5
69	героя и	2	5
70	отношению к	3	5
71	и до	1	4
72	а как	2	4
73	мы не	4	4
74	с его	1	4
75	отличие от	1	4
76	там где	2	4
77	в своем	1	4
78	в произведении	2	4
79	же не	1	4
80	может стать	2	4
81	в них	2	4
82	далеко не	1	4
83	между собою	2	4
84	должно быть	1	4
85	в своей	4	4
86	в отличие	1	4
87	их в	1	4
88	в самой	1	4
89	или как	1	4
90	среди них	1	4
91	к тому	2	4
92	и это	1	4
93	из одного	1	4
94	по мере	1	4
95	почему же	1	4
96	этот вопрос	1	4
97	только в	6	4
98	так как	3	4
99	с другой	2	4
100	до конца	1	4
101	более того	2	4
102	не на	2	4
103	но это	1	4
104	речи и	1	4
105	что в	3	4
106	себя как	1	3
107	также и	1	3
108	мы уже	2	3
109	в виду	1	3
110	здесь нет	1	3
111	художественном творчестве	1	3
112	за пределы	3	3
113	в одной	1	3
114	и к	2	3
115	более или	1	3
116	только на	1	3
117	кажется что	2	3
118	переходим к	1	3
119	такой же	1	3
120	или менее	1	3
121	и их	7	3
122	в их	3	3
123	не должна	1	3
124	зрения и	1	3
125	в отношении	2	3
126	во всем	2	3
127	могут быть	2	3
128	не менее	2	3
129	но при	1	3
130	в себя	1	3
131	можно было	1	3
132	так и	3	3
133	если бы	2	3
134	и здесь	1	3
135	в различных	1	3
136	между тем	2	3
137	наконец в	2	3
138	и следовательно	2	3
139	его в	1	3
140	тот же	2	3
141	и ее	2	3
142	со всеми	1	3
143	в виде	1	3
144	тем что	2	3
145	себя и	1	3
146	между словами	1	3
147	он и	1	3
148	чувствуем что	1	3
149	но для	3	3
150	все же	5	3
151	и для	3	3
152	сознания и	2	3
153	это все	1	3
154	не знает	1	3
155	другой стороны	2	3
156	того же	1	3
157	в последнем	1	3
158	ту же	1	2
159	словесный материал	1	2
160	человека и	1	2
161	самый предмет	1	2
162	делая его	1	2
163	в нашу	1	2
164	на материале	1	2
165	зрения своего	1	2
166	и о	1	2
167	вопрос о	1	2
168	на себя	1	2
169	то это	1	2
170	себе что	2	2
171	мы здесь	1	2
172	в каждой	1	2
173	с большим	1	2
174	собою и	1	2
175	и сами	1	2
176	он говорит	1	2
177	отношение к	1	2
178	как в	2	2
179	с этим	3	2
180	и как	1	2
181	его к	1	2
182	в целом	2	2
183	же слово	2	2
184	с их	1	2
185	мы чувствуем	1	2
186	на том	1	2
187	внутренней речи	1	2
188	данное слово	1	2
189	одно и	3	2
190	конечно в	2	2
191	об этом	1	2
192	входит в	2	2
193	ко второму	1	2
194	которая как	1	2
195	монологического высказывания	1	2
196	художественного творчества	1	2
197	автора и	1	2
198	том что	2	2
199	которую он	1	2
200	и при	2	2
201	что такое	1	2
202	в такой	1	2
203	в узком	1	2
204	себе а	1	2
205	в которых	1	2
206	мысли и	1	2
207	и то	3	2
208	того как	1	2
209	одна из	1	2
210	каждом слове	1	2
211	в процессе	5	2
212	данной социальной	1	2
213	тем не	1	2
214	и является	2	2
215	а лишь	1	2
216	для осуществления	1	2
217	и эта	5	2
218	лежит в	1	2
219	должны быть	1	2
220	здесь мы	3	2
221	для себя	2	2
222	в конце	1	2
223	не могу	1	2
224	особенно в	1	2
225	представим себе	2	2
226	в образе	1	2
227	для этого	1	2
228	как выражение	1	2
229	форме в	1	2
230	произведения как	4	2
231	голосом в	1	2
232	переходит в	1	2
233	от одного	1	2
234	и всякое	1	2
235	быть и	1	2
236	но так	2	2
237	как стиль	1	2
238	конечно не	1	2
239	не входит	1	2
240	уже в	2	2
241	в поэзии	5	2
242	речь в	1	2
243	его и	1	2
244	мы можем	4	2
245	каждый из	1	2
246	как же	1	2
247	и др	2	2
248	и пр	7	2
249	превращается в	3	2
250	материал в	2	2
251	он только	2	2
252	в руках	2	2
253	него не	1	2
254	так же	2	2
255	и особенно	1	2
256	прямая речь	1	2
257	для понимания	1	2
258	например в	1	2
259	этого слова	1	2
260	высказывания и	1	2
261	например у	1	2
262	сознании и	1	2
263	узком смысле	1	2
264	лишь как	1	2
265	хотя бы	5	2
266	с ними	2	2
267	слово уже	1	2
268	сказать что	1	2
269	все произведение	1	2
270	ее в	2	2
271	в своих	2	2
272	слова когда	1	2
273	каждое слово	2	2
274	смысле слова	2	1
275	художественного произведения	5	1
276	функции в	1	1
277	и через	1	1
278	выражения в	1	1
279	на самом	1	1
280	слов у	1	1
281	его первым	1	1
282	непосредственным выражением	1	1
283	это и	1	1
284	но тем	1	1
285	и есть	1	1
286	в чисто	1	1
287	его чрезвычайно	1	1
288	подхода к	1	1
289	проблем связанных	1	1
290	собственном смысле	1	1
291	тяготением к	2	1
292	трудный путь	1	1
293	в поэтический	1	1
294	одним из	1	1
295	есть не	2	1
296	как плохое	1	1
297	лишь одного	1	1
298	нуждаются в	1	1
299	же как	1	1
300	при анализе	3	1
301	оценок в	1	1
302	стиля в	1	1
303	относятся все	1	1
304	и стиль	2	1
305	и тем	2	1
306	сложнее и	1	1
307	все указанные	1	1
308	ему в	1	1
309	социальной группы	4	1
310	и отстоявшихся	1	1
311	это направление	1	1
312	эта интонация	2	1
313	тем как	1	1
314	стилистических приемов	6	1
315	то мы	1	1
316	с одной	2	1
317	стилистика и	1	1
318	то он	1	1
319	в общем	2	1
320	менее всего	1	1
321	нет и	1	1
322	и речи	1	1
323	учение о	2	1
324	он жалуется	1	1
325	к сожалению	2	1
326	в собственном	1	1
327	материалом для	2	1
328	сюда относятся	1	1
329	характер носит	1	1
330	двух разных	2	1
331	и отчасти	2	1
332	стать не	1	1
333	иными элементами	1	1
334	в этой	1	1
335	элементов в	1	1
336	важна не	1	1
337	сознания с	1	1
338	а вовсе	1	1
339	и если	1	1
340	всеми ее	1	1
341	что она	1	1
342	он все	1	1
343	и социальной	1	1
344	социальных оценок	1	1
345	на этом	1	1
346	его можно	1	1
347	говорит следующее	1	1
348	его идеологическая	1	1
349	в нескольких	1	1
350	мы слышим	1	1
351	и характер	1	1
352	в мире	1	1
353	связанных с	2	1
354	и внутренняя	2	1
355	говорить не	1	1
356	и лучше	1	1
357	как к	1	1
358	и иных	1	1
359	свою полную	1	1
360	связанная с	1	1
361	интонация в	4	1
362	ведь в	1	1
363	каждом элементе	1	1
364	из нее	1	1
365	все равно	1	1
366	в ее	3	1
367	не всегда	1	1
368	и уже	3	1
369	несмотря на	2	1
370	и тогда	1	1
371	не мог	2	1
372	этот материал	2	1
373	автор оказывается	1	1
374	в г	2	1
375	от своего	2	1
376	которую мы	1	1
377	как все	1	1
378	в книге	2	1
379	что до	1	1
380	точку зрения	3	1
381	и делают	2	1
382	общего не	1	1
383	всего его	1	1
384	виду что	1	1
385	почти никогда	1	1
386	есть прежде	3	1
387	мысли в	1	1
388	в основе	1	1
389	материала в	4	1
390	ними и	1	1
391	само по	1	1
392	данную эпоху	1	1
393	иметь в	1	1
394	того чтобы	1	1
395	в структуре	2	1
396	не имеет	2	1
397	только и	4	1
398	только его	2	1
399	не исчерпывается	2	1
400	при наличии	1	1
401	находятся в	1	1
402	речи не	2	1
403	монологическое высказывание	3	1
404	по своей	1	1
405	все явления	2	1
406	связи с	1	1
407	в сознании	4	1
408	им и	1	1
409	до того	1	1
410	только с	1	1
411	чисто языковых	1	1
412	выборе и	1	1
413	их по	1	1
414	языка в	1	1
415	интонации и	1	1
416	стиль и	1	1
417	не соприкасается	1	1
418	все то	1	1
419	и голос	1	1
420	типа который	1	1
421	возможности но	1	1
422	его за	1	1
423	же самое	1	1
424	всего в	1	1
425	к речи	1	1
426	поэтического языка	2	1
427	где нет	1	1
428	пределах того	1	1
429	с ее	1	1
430	так в	1	1
431	идею переживание	1	1
432	здесь он	1	1
433	те же	2	1
434	отождествляется с	1	1
435	отсюда и	1	1
436	мог бы	2	1
437	произведения не	1	1
438	еще в	2	1
439	слову в	1	1
440	понятно что	3	1
441	в полголоса	1	1
442	но может	1	1
443	разных типов	1	1
444	часто и	1	1
445	но мы	4	1
446	который является	1	1
447	выполнив свою	1	1
448	социального общения	6	1
449	в значительной	1	1
450	от него	1	1
451	воздействия на	1	1
452	а у	1	1
453	лишь путем	2	1
454	на одном	1	1
455	в языке	2	1
456	может иметь	2	1
457	лишь часть	1	1
458	один из	1	1
459	явления как	1	1
460	мы видим	2	1
461	стиль в	1	1
462	важное значение	1	1
463	одной из	1	1
464	учитывает и	1	1
465	прозаической речи	1	1
466	еще и	4	1
467	особенности и	1	1
468	художественного слова	1	1
469	в интонации	2	1
470	социологическое значение	1	1
471	вопроса о	4	1
472	и типов	1	1
473	к слову	1	1
474	или даже	1	1
475	эти три	1	1
476	как их	1	1
477	в выборе	4	1
478	но что	1	1
479	во всей	2	1
480	о которых	1	1
481	не было	1	1
482	одной стороны	2	1
483	мы это	1	1
484	и т.п	7	1
485	его себе	1	1
486	и сложнее	1	1
487	к которому	1	1
488	ориентируется на	1	1
489	один и	1	1
490	голоса его	1	1
491	слово но	1	1
492	больше и	1	1
493	от этого	2	1
494	слове в	1	1
495	как ни	1	1
496	все время	1	1
497	возможность должна	1	1
498	автору и	1	1
499	в связи	2	1
500	с помощью	2	1
501	контекста и	1	1
502	вместе с	1	1
503	звучит уже	1	1
504	как это	1	1
505	социальной среде	1	1
506	о возможности	1	1
507	же самый	1	1
508	быть это	1	1
509	и глубоко	1	1
510	в поэтику	4	1
511	коллектива к	1	1
512	может овладеть	1	1
513	в высказываниях	2	1
514	отношения не	1	1
515	ли не	1	1
516	про себя	1	1
517	является для	1	1
518	разговорного языка	1	1
519	слово для	1	1
520	в начале	1	1
521	для иных	1	1
522	которой он	1	1
523	к другим	1	1
524	хуже для	1	1
525	лексикология в	1	1
526	уж конечно	1	1
527	которых он	1	1
528	не знаем	1	1
529	исключительно как	1	1
530	тем более	1	1
531	в другой	1	1
532	языковые особенности	1	1
533	в двух	4	1
534	и порядок	1	1
535	ничего общего	3	1
536	из существеннейших	1	1
537	эту плоскость	1	1
538	по поводу	1	1
539	за исключением	1	1
540	ведь именно	1	1
541	речи здесь	1	1
542	типа и	1	1
543	предметного значения	2	1
544	эти слова	1	1
545	вполне понятно	4	1
546	правда все	1	1
547	в данную	1	1
548	этой точки	1	1
549	к этому	1	1
550	его структура	1	1
551	они не	1	1
