N	3gram	Voloshinov_1	Myslijsy
1	по отношению к	2	8
2	в том что	3	7
3	до тех пор	2	6
4	в этом случае	3	5
5	не может быть	13	5
6	само по себе	1	5
7	а между тем	1	4
8	в этом слове	1	4
9	то же самое	3	4
10	до сих пор	8	4
11	с тем что	1	4
12	можно сказать что	3	4
13	для того чтобы	3	4
14	тем не менее	2	4
15	на самом деле	1	3
16	с точки зрения	20	3
17	что язык есть	1	3
18	во всяком случае	2	3
19	то же время	3	3
20	от того что	2	3
21	не только не	1	3
22	в то же	3	3
23	непосредственно примыкает к	1	2
24	тех пор пока	2	2
25	имеет свою историю	1	2
26	подобно тому как	1	2
27	в таком случае	2	2
28	хотя бы и	1	2
29	до известной степени	1	2
30	сами по себе	1	2
31	на этот вопрос	3	2
32	рано или поздно	1	2
33	не могут быть	2	2
34	так или иначе	1	2
35	все более и	1	2
36	это не значит	1	2
37	один и тот	3	2
38	а в том	1	2
39	и как бы	1	2
40	равно как и	1	2
41	вопрос о том	2	2
42	более и более	1	2
43	в большинстве случаев	3	2
44	и тот же	3	2
45	а следовательно и	1	1
46	внешним миром но	1	1
47	что же касается	1	1
48	половины xix века	1	1
49	и того же	5	1
50	а не в	1	1
51	и той же	2	1
52	одним и тем	1	1
53	его хотя и	1	1
54	и в первом	1	1
55	в настоящее время	6	1
56	и та и	1	1
57	в том числе	2	1
58	со всех сторон	2	1
59	же касается до	1	1
60	то что делает	3	1
61	например в слове	1	1
62	и в разных	1	1
63	таким образом как	1	1
64	по отношению ко	1	1
65	но и в	1	1
66	и та же	1	1
67	нет как нет	1	1
68	не было бы	1	1
69	в этом отношении	3	1
70	в слове в	4	1
71	та и другая	1	1
72	в стройную систему	1	1
73	и не может	9	1
74	но и эта	1	1
75	и здесь мы	3	1
76	здесь в этом	1	1
77	могли бы быть	1	1
78	язык есть деятельность	1	1
79	он ни был	1	1
80	может быть только	1	1
81	может быть и	3	1
82	необходимо прибавить к	1	1
83	нет и не	2	1
84	ничего общего с	2	1
85	или как говорит	1	1
86	и тем же	1	1
87	из виду что	1	1
88	с одной стороны	1	1
89	вопрос мы не	1	1
90	смысле этого слова	2	1
91	в связи с	7	1
92	но при этом	2	1
93	этот вопрос мы	3	1
94	в свою очередь	2	1
95	кроме того в	1	1
96	тесной связи с	1	1
97	одна и та	1	1
98	до настоящего времени	5	1
99	и не без	1	1
100	с другой стороны	5	1
101	что слово может	1	1
102	связи с другими	1	1
103	и в таком	1	1
104	влечет за собою	1	1
105	сих пор не	1	1
106	таким образом в	1	1
107	точки зрения этого	1	1
108	второй половины xix	1	1
109	с самого начала	4	1
110	и в самом	1	1
111	как бы ни	1	1
112	самый вопрос о	1	1
113	не может стать	1	1
114	том числе и	2	1
115	ясно что между	1	1
116	одного и того	5	1
117	если бы они	1	1
118	друг от друга	1	1
119	и ту же	1	1
120	и быть не	1	1
121	к тому что	1	1
122	одной и той	2	1
123	различия между этими	1	1
124	иначе и быть	1	1
125	говорящего и слушающего	1	1
126	одну и ту	1	1
127	мы тем самым	1	1
128	что такое слово?	1	1
129	именно в том	1	1
