N	2gram	Tiupa_Hudo_1	Narrotol
1	не только	12	32
2	может быть	5	25
3	но и	5	23
4	в качестве	9	21
5	и не	2	20
6	и в	14	19
7	в том	12	18
8	в этом	11	17
9	в тексте	3	16
10	не в	7	14
11	в частности	5	14
12	том что	16	14
13	состоит в	2	13
14	тогда как	7	12
15	в рамках	2	12
16	своего рода	7	12
17	а не	12	12
18	то что	8	11
19	а в	7	11
20	точки зрения	5	10
21	не может	7	10
22	при этом	12	9
23	в мире	3	9
24	так и	13	9
25	в его	8	9
26	со стороны	3	9
27	в себе	11	8
28	во времени	1	8
29	и т.п	1	8
30	с другой	1	8
31	героя в	2	8
32	еще не	7	7
33	по отношению	8	7
34	как в	8	7
35	все же	3	7
36	времени и	1	7
37	как и	9	7
38	к тому	7	7
39	и т.д	1	7
40	а также	3	7
41	с одной	1	7
42	одной стороны	1	7
43	такого рода	3	7
44	высказывания в	1	6
45	с его	5	6
46	но не	3	6
47	то в	4	6
48	тем самым	1	6
49	в себя	2	6
50	о том	12	6
51	что он	9	6
52	именно в	7	6
53	как это	1	6
54	отношению к	8	6
55	иначе говоря	2	6
56	но в	5	6
57	не все	1	5
58	отличие от	1	5
59	отнюдь не	3	5
60	и как	1	5
61	уже не	7	5
62	в этой	8	5
63	картины мира	4	5
64	далеко не	1	5
65	в отличие	1	5
66	по себе	2	5
67	в основе	1	5
68	и его	5	5
69	к себе	5	5
70	картина мира	4	5
71	в форме	2	5
72	казалось что	1	5
73	себя в	4	5
74	в данном	1	5
75	можно сказать	4	5
76	и пространстве	1	5
77	речь идет	3	4
78	данном случае	1	4
79	то же	9	4
80	из которых	1	4
81	здесь не	2	4
82	как правило	6	4
83	в противовес	2	4
84	перед нами	5	4
85	было как	1	4
86	за собой	1	4
87	матери и	2	4
88	в нем	3	4
89	в силу	1	4
90	но все	1	4
91	же не	1	4
92	и с	4	4
93	было бы	6	4
94	и тем	1	4
95	не мог	1	4
96	точку зрения	1	4
97	по характеристике	1	4
98	пока еще	2	4
99	жизненной позиции	1	4
100	связи с	4	4
101	не столько	2	4
102	о нем	3	4
103	одного из	1	4
104	же время	8	4
105	во втором	1	4
106	или напротив	2	4
107	вслед за	1	4
108	только в	5	4
109	хотя бы	1	4
110	в пространстве	1	4
111	при всей	2	4
112	у него	9	4
113	в особенности	1	4
114	что не	2	4
