N	3gram	Losev_Vlad_3	FransuaR
1	то же время	2	9
2	в то же	3	9
3	для того чтобы	1	6
4	в том что	10	6
5	в этом отношении	2	5
6	в связи с	2	5
7	а также и	6	4
8	так же как	2	4
9	в том числе	1	4
10	как мы видели	3	4
11	потому что он	1	3
12	до сих пор	1	3
13	то же самое	1	2
14	дело в том	5	2
15	здесь перед нами	1	2
16	он не только	1	2
17	с точки зрения	6	2
18	в отличие от	3	2
19	совершенно так же	2	2
20	можно было бы	1	2
21	и не в	1	2
22	о том как	1	2
23	же как и	1	2
24	в данном случае	2	2
25	в то время	4	2
26	не может быть	6	2
27	мы видим что	1	2
28	в конце жизни	3	2
29	к тому же	5	2
30	также и в	2	2
31	том что в	3	1
32	что иное как	1	1
33	в году в	3	1
34	и в своей	1	1
35	потому что в	1	1
36	ровно ничего не	1	1
37	а потому и	1	1
38	течение всей своей	1	1
39	в самом деле	1	1
40	те же самые	1	1
41	и нигде не	1	1
42	том что это	1	1
43	как раз и	5	1
44	сих пор не	1	1
45	еще и сейчас	2	1
46	и в то	2	1
47	в строгом смысле	1	1
48	не имеет никакого	1	1
49	на самом же	2	1
50	независимо от того	2	1
51	то что в	3	1
52	в западной философии	1	1
53	это вовсе не	1	1
54	и даже в	1	1
55	этом отношении он	1	1
56	в основе своей	1	1
57	вместе с тем	6	1
58	может быть и	1	1
59	в это время	2	1
60	не могло быть	1	1
61	и что в	1	1
62	и если в	1	1
63	еще и в	2	1
64	в его время	1	1
65	того чтобы не	1	1
66	в себя и	1	1
67	в течение всей	1	1
68	но вместе с	1	1
69	все они имеют	1	1
70	для всего мира	1	1
71	самом же деле	2	1
72	все то что	1	1
73	не мог не	1	1
74	его ранней юности	1	1
75	мы находим у	1	1
76	мы не можем	1	1
77	но сам он	1	1
78	не что иное	1	1
79	всей своей жизни	1	1
80	о том что	8	1
81	ничего общего с	2	1
82	никогда и нигде	1	1
83	включает в себя	1	1
84	в течение всего	1	1
85	той или иной	1	1
86	он еще не	1	1
87	но и не	1	1
88	не было ни	1	1
89	жизни а также	1	1
90	не менее он	1	1
91	бы он ни	1	1
92	и на небе	1	1
93	то есть о	2	1
94	по этому поводу	1	1
95	которое хотя и	1	1
96	конечно в то	1	1
97	тем не менее	9	1
98	имеет никакого отношения	1	1
99	что и в	3	1
100	как мы говорили	1	1
