1	не может быть	9	17
2	не было бы	1	5
3	но и в	4	4
4	и в этой	1	4
5	а не в	1	4
6	и потому не	1	3
7	мы увидим что	3	3
8	это значит что	1	3
9	потому что в	4	3
10	заключает в себе	2	3
11	с тем что	3	3
12	в человеке и	1	2
13	не только в	3	2
14	в том смысле	4	2
15	не могут быть	2	2
16	для того чтобы	2	2
17	по отношению к	13	2
18	в то время	1	2
19	смысле в каком	4	2
20	до сих пор	1	2
21	не только для	2	1
22	том смысле в	3	1
23	мог бы быть	1	1
24	все более и	2	1
25	что иное как	2	1
26	это потому что	1	1
27	его собственной природы	1	1
28	не мог бы	1	1
29	в разных местах	1	1
30	для нас в	1	1
31	стало быть не	1	1
32	но всегда в	1	1
33	останется для нас	1	1
34	и т п	2	1
35	между тем как	1	1
36	в этих словах	1	1
37	в себе самом	1	1
38	не так как	1	1
39	в том только	1	1
40	и в самой	1	1
41	тем что в	1	1
42	между этими двумя	1	1
43	все в нем	1	1
44	не могут понять	1	1
45	с психологической точки	1	1
46	можно было бы	1	1
47	решить вопрос о	1	1
48	лишь в том	1	1
49	не в том	4	1
50	во всяком случае	1	1
51	не без основания	1	1
52	она не может	1	1
53	в них не	2	1
54	от того что	1	1
55	хотя бы даже	2	1
56	в телесном и	1	1
57	в том что	13	1
58	не что иное	2	1
59	может быть назван	1	1
60	том смысле что	1	1
61	может быть выражена	1	1
62	свободы и необходимости	3	1
63	на этом основании	1	1
64	психологической точки зрения	1	1
65	с его стороны	1	1
66	что и в	3	1
67	потому что мы	2	1
68	и в том	3	1
69	на том что	1	1
70	но это не	1	1
71	более и более	2	1
72	между людьми и	1	1
73	в нем есть	2	1
74	как и всякая	1	1
75	о том что	1	1
76	потому что не	4	1
77	но не в	1	1
78	свободы потому что	1	1
79	никто не может	1	1
