N	3gram	Medvedev_F_1	Dialekti
1	и т д	8	15
2	с точки зрения	13	9
3	в том что	1	9
4	это значит что	1	7
5	не может быть	5	6
6	то же время	8	6
7	в то же	8	6
8	сама по себе	2	5
9	в этом смысле	1	4
10	не говоря уже	1	3
11	говоря уже о	1	3
12	и в этом	2	3
13	тем более не	1	3
14	то же что	1	3
15	в чем же	1	2
16	т е она	1	2
17	же время и	1	2
18	как и все	2	2
19	и в то	1	2
20	хотя бы и	1	2
21	с этой точки	1	2
22	т е в	1	2
23	ничего общего с	1	2
24	но в то	2	2
25	этой точки зрения	1	2
26	один из возможных	1	2
27	по сравнению с	1	2
28	от того что	1	2
29	в свою очередь	6	2
30	та или иная	1	2
31	от чего не	1	2
32	и в частности	2	2
33	что оно не	1	2
34	мы видим что	1	2
35	тем не менее	1	2
36	за его пределы	1	2
37	не может не	1	1
38	не могло не	2	1
39	т е на	1	1
40	в душе и	1	1
41	как это делается	1	1
42	в ней и	1	1
43	прежде всего в	3	1
44	что перед нами	1	1
45	прежде всего это	1	1
46	что в данном	1	1
47	должно было бы	1	1
48	же как и	1	1
49	самом же деле	1	1
50	вполне понятно что	1	1
51	в лучшем случае	3	1
52	в зависимости от	2	1
53	в ней как	1	1
54	в той же	1	1
55	можно говорить о	1	1
56	в отличие от	1	1
57	оценивается с точки	1	1
58	на самом же	1	1
59	но для этого	1	1
60	возможно лишь в	1	1
61	и не в	2	1
62	это делается в	1	1
63	в своем исследовании	1	1
64	в жизни и	1	1
65	она должна быть	1	1
66	в это время	1	1
67	в данном случае	1	1
68	к этому понятию	1	1
69	и как бы	1	1
70	если она есть	1	1
71	то что было	1	1
72	так или иначе	1	1
73	в связи с	2	1
74	а не как	1	1
75	нельзя остановиться на	1	1
76	т е об	1	1
77	или иначе не	1	1
78	того что нужно	1	1
79	по себе не	1	1
80	что бы ни	2	1
81	вовсе не есть	1	1
82	за пределы этой	1	1
83	должна быть и	1	1
84	связи с этим	2	1
85	хотя бы в	1	1
86	не только не	2	1
87	как бы ни	3	1
88	и не может	2	1
89	но все же	1	1
90	нужно сказать что	1	1
91	с другой стороны	1	1
92	может и не	1	1
93	друг от друга	2	1
94	при всем этом	1	1
95	тех или иных	1	1
96	в отношении к	1	1
97	т е как	2	1
98	чего происходит это	1	1
99	все это не	1	1
