N	3gram	Bakhtin_Pr_5	RusskieA
1	в том что	2	15
2	вместе с тем	1	6
3	в этом случае	1	5
4	и в других	1	4
5	о том что	1	4
6	к тому что	1	4
7	с точки зрения	2	3
8	тем не менее	1	3
9	может быть и	1	2
10	друг к другу	3	2
11	но тем не	1	2
12	в свою очередь	1	2
13	но все же	2	2
14	в большинстве случаев	2	2
15	что каждый из	1	1
16	еще далеко не	1	1
17	с таким же	1	1
18	время от времени	1	1
19	себя и своего	2	1
20	по привычке по	1	1
21	и того же	1	1
22	и наконец в	2	1
23	по отношению к	6	1
24	на самом деле	9	1
25	всяком случае не	1	1
26	подобно тому как	2	1
27	но и по	1	1
28	мы должны признать	1	1
29	и та же	2	1
30	в этом отношении	1	1
31	можно было бы	2	1
32	и некоторое время	1	1
33	и у других	1	1
34	к другому и	2	1
35	у него нет	1	1
36	ни в одном	1	1
37	в один из	1	1
38	от него он	1	1
39	как будто бы	1	1
40	их так что	1	1
41	в отличие от	2	1
42	и в этом	2	1
43	и как бы	1	1
44	не только для	1	1
45	во всяком случае	4	1
46	одна и та	2	1
47	и в том	1	1
48	в то время	1	1
49	никак не может	1	1
50	в очень ярких	1	1
51	но здесь он	1	1
52	вопрос о том	1	1
53	но оно в	1	1
54	можно сказать что	1	1
55	одного и того	1	1
56	как мы уже	2	1
57	друг с другом	4	1
58	частично совпадают с	1	1
59	как и в	1	1
60	потому что они	1	1
61	что и в	1	1
62	мы увидим что	2	1
63	как мы знаем	2	1
64	в данном случае	1	1
65	как мы видели	1	1
66	этого слова в	2	1
