N	2gram	Bakhtin_sl_1	Myslijsy
1	потому что	2	46
2	то есть	26	34
3	в слове	7	32
4	в том	3	32
5	и в	41	30
6	может быть	14	28
7	то же	14	23
8	не только	16	21
9	только в	6	21
10	для нас	2	20
11	но и	16	19
12	того что	3	18
13	том что	2	18
14	не есть	2	17
15	в себе	3	16
16	и проч	2	16
17	и не	16	15
18	не в	7	15
19	в сознании	2	15
20	а не	15	15
21	таким образом	9	14
22	что и	1	13
23	так как	3	13
24	если бы	1	12
25	вместе с	1	12
26	а в	6	12
27	так и	11	11
28	этого слова	1	11
29	есть уже	1	11
30	как в	8	10
31	в этом	12	10
32	в душе	1	10
33	как и	4	10
34	в то	14	10
35	и что	1	10
36	мы не	2	9
37	из этих	3	9
38	в нем	30	9
39	было бы	3	9
40	между тем	2	9
41	для него	3	9
42	и то	2	8
43	в ней	4	8
44	в самом	5	8
45	от того	1	8
46	что не	1	8
47	что мы	1	8
48	есть не	1	7
49	с одной	4	7
50	но не	2	7
51	и без	1	7
52	как мы	8	7
53	так что	2	7
54	слова в	8	7
55	в языке	5	7
56	вовсе не	7	7
57	с другой	5	7
58	к тому	3	7
59	например в	2	6
60	с этим	3	6
61	с ним	7	6
62	те же	2	6
63	уже не	2	6
64	то и	1	6
65	из них	3	6
66	а потому	1	6
67	и слово	2	6
68	но оно	3	6
69	не может	14	6
70	образ и	1	6
71	но это	1	6
72	художественного произведения	1	5
73	и т	28	5
74	слово не	2	5
75	еще не	4	5
76	по которому	1	5
77	в своем	3	5
78	есть для	2	5
79	к одному	1	5
80	одно и	2	5
81	с другими	5	5
82	и тем	2	5
83	в них	6	5
84	по крайней	1	5
85	же время	12	5
86	как на	1	5
87	внутреннюю форму	1	5
88	в каком	1	5
89	языка в	16	5
90	не могут	3	5
91	не менее	1	5
92	слово может	1	5
93	крайней мере	1	5
94	словом и	3	5
95	слово как	5	5
96	только по	1	5
97	есть только	1	5
98	должно быть	2	5
99	слова и	13	5
100	сказать что	2	5
101	только как	1	5
102	в действительности	1	5
103	или же	1	4
104	столь же	2	4
105	не все	1	4
106	не было	3	4
107	бы не	1	4
108	он не	3	4
109	перестает быть	2	4
110	не к	1	4
111	одной и	1	4
112	и по	2	4
113	мы видели	1	4
114	в один	1	4
115	в котором	2	4
116	и его	14	4
117	для того	2	4
118	оно не	6	4
119	на это	1	4
120	и это	1	4
121	то время	2	4
122	в его	13	4
123	один из	4	4
124	далеко не	5	4
125	себя и	1	4
126	что для	1	4
127	быть только	2	4
128	и потому	4	4
129	для понимания	2	4
130	все это	5	4
131	в смысле	4	4
132	и от	4	4
133	тем более	1	4
134	слово в	10	4
135	другой стороны	4	4
136	все что	1	4
137	и есть	1	3
138	в первом	3	3
139	действительности и	1	3
140	бы ни	3	3
141	и на	14	3
142	а только	1	3
143	более или	3	3
144	в целом	2	3
145	что она	1	3
146	при этом	6	3
147	т д	5	3
148	или вовсе	2	3
149	так слово	1	3
150	в каждом	4	3
151	что все	2	3
152	и может	3	3
153	его в	3	3
