N	3gram	Medvedev_F_2	Problema
1	тем не менее	1	18
2	и т д	5	10
3	для того чтобы	3	8
4	в данном случае	1	8
5	как раз и	3	7
6	сам по себе	3	7
7	ничего общего с	1	7
8	в этом смысле	2	6
9	в таком случае	1	6
10	в том что	2	5
11	на самом деле	3	4
12	только то что	1	4
13	в конце концов	2	4
14	в связи с	10	4
15	в то же	5	4
16	сама по себе	1	4
17	что же касается	1	3
18	иметь в виду	1	3
19	более или менее	1	3
20	с точки зрения	7	3
21	до сих пор	1	3
22	и в других	1	3
23	сами по себе	2	3
24	что в нем	2	3
25	может быть и	3	3
26	то что он	1	3
27	во всяком случае	5	3
28	и тем самым	1	3
29	в настоящее время	1	3
30	с другой стороны	3	3
31	по этому поводу	1	3
32	вовсе не является	1	3
33	в этом случае	1	2
34	что иное как	1	2
35	в других случаях	1	2
36	действительности а не	1	2
37	не говоря уже	1	2
38	в самом деле	5	2
39	так или иначе	1	2
40	по крайней мере	1	2
41	именно в этом	1	2
42	есть не что	1	2
43	как мы увидим	1	2
44	то и другое	2	2
45	даже и не	2	2
46	в этой области	1	2
47	однако и здесь	1	2
48	так как они	2	2
49	и в этом	5	2
50	во всех этих	1	2
51	так и для	1	2
52	этого термина и	1	2
53	тем что в	1	2
54	не может быть	10	2
55	то во всяком	1	2
56	того или иного	4	2
57	быть даже и	1	2
58	с тем что	5	2
59	через то что	1	2
60	этом смысле и	1	2
61	не что иное	1	2
62	вовсе не обязательно	1	2
63	может быть даже	1	2
64	но как раз	1	1
65	где же в	1	1
66	в том насколько	1	1
67	сводится к тому	1	1
68	вместе с тем	4	1
69	во что бы	1	1
70	все дело в	1	1
71	сам он не	1	1
72	то ни стало	2	1
73	и пр но	3	1
74	в этом последнем	1	1
75	но даже и	1	1
76	на первый план	2	1
77	не было и	2	1
78	можем говорить только	1	1
79	в других областях	1	1
80	уже не как	1	1
81	говоря уже о	1	1
82	и в то	3	1
83	до известной степени	3	1
84	не сам по	1	1
85	является одним из	1	1
86	действительности а наоборот	1	1
87	в этом отношении	7	1
88	и т п	9	1
89	а белый в	1	1
90	прежде всего необходим	1	1
91	только тем что	1	1
92	во всей его	1	1
93	то или иное	1	1
94	что же такое	1	1
95	в своей статье	3	1
96	что бы то	1	1
97	что не есть	1	1
98	же в таком	1	1
99	время иметь в	1	1
100	ни на один	2	1
101	прежде всего как	1	1
102	но в то	1	1
103	тем что он	1	1
104	в теории литературы	1	1
105	так и в	3	1
106	и есть его	1	1
107	он не является	1	1
108	ровно ничего не	1	1
109	же мы возьмем	1	1
110	не могут быть	4	1
111	а вовсе не	1	1
112	бы то ни	1	1
113	не для того	1	1
114	в первом и	1	1
115	не в их	1	1
116	до настоящего времени	1	1
117	тем что его	1	1
118	а не в	1	1
119	в его целом	1	1
120	связи с этим	3	1
121	не чем иным	1	1
122	не то чем	1	1
123	не было бы	1	1
124	то на что	1	1
125	таким образом в	1	1
126	чем иным как	1	1
127	раз и навсегда	1	1
128	его от всех	1	1
129	в том чтобы	1	1
130	мы в сущности	1	1
131	если же мы	1	1
132	ни о каком	3	1
133	к тому что	2	1
134	и ни на	1	1
135	той или другой	1	1
136	и в его	1	1
137	в этом понятии	2	1
138	все же необходимо	1	1
139	как и в	1	1
140	как мы видели	4	1
