N	3gram	Tiupa_Hudo_2	Myshleni
1	в том что	11	17
2	заключается в том	1	7
3	для того чтобы	3	7
4	так же как	2	6
5	с самого начала	1	6
6	можно было бы	2	5
7	с одной стороны	3	5
8	тем не менее	3	5
9	что и в	1	5
10	то и другое	1	4
11	то время как	1	4
12	же как и	1	4
13	в то время	1	4
14	о том что	7	3
15	состоит в том	2	3
16	в этом отношении	1	3
17	а с другой	1	3
18	с другой стороны	1	3
19	внешней и внутренней	1	3
20	та или иная	1	3
21	по отношению к	7	2
22	и в этом	2	2
23	только в том	2	2
24	и то что	1	2
25	в этом и	2	2
26	не может быть	3	2
27	того или иного	2	2
28	этом и заключается	1	2
29	той или иной	1	2
30	как и в	3	2
31	нам о том	1	1
32	том что в	3	1
33	том что она	2	1
34	не в состоянии	1	1
35	приходит к осознанию	1	1
36	и не случайно	1	1
37	обе эти тенденции	1	1
38	прежде всего тем	1	1
39	да и не	1	1
40	подобно тому как	4	1
41	так или иначе	1	1
42	в слове и	1	1
43	в том числе	1	1
44	то же самое	2	1
45	о том как	2	1
46	в этом случае	1	1
47	никоим образом не	1	1
48	с точки зрения	2	1
49	до сих пор	2	1
50	тот или иной	1	1
51	хотя бы и	2	1
52	принимает на себя	1	1
53	бы то ни	1	1
54	между тем как	1	1
55	том числе и	1	1
56	с этого момента	1	1
57	точно так же	1	1
58	в приложении к	1	1
59	между внешней и	1	1
60	едва ли может	1	1
61	внешним и внутренним	2	1
62	в самом начале	1	1
63	в данном случае	2	1
64	не только в	2	1
65	все же не	1	1
66	в один ряд	1	1
67	и все его	1	1
68	в значительной степени	1	1
69	всего тем что	1	1
70	имеем дело с	1	1
71	на деле не	1	1
72	приводит к тому	1	1
73	все более и	1	1
74	перед нами в	1	1
75	к той же	1	1
76	на которых мы	1	1
77	и в том	1	1
78	и все еще	1	1
79	но тем не	2	1
80	на наших глазах	1	1
81	как и всякая	1	1
82	они были бы	1	1
83	человека и его	1	1
84	между внешним и	2	1
85	того как он	1	1
86	и в самом	1	1
87	ли может быть	1	1
88	более и более	1	1
89	друг от друга	1	1
90	не является в	1	1
91	и отношения между	1	1
92	к тому что	4	1
93	если бы оно	1	1
94	лежит не в	1	1
95	вслед за этим	1	1
96	мы стремились показать	1	1
97	которое могло бы	1	1
98	бы оно не	1	1
