N	2gram	Tiupa_Lite_1	RusskieA
1	и в	8	29
2	том что	14	22
3	в том	16	22
4	что в	3	22
5	в поле	2	19
6	как бы	7	18
7	состоит в	11	15
8	так как	1	13
9	может быть	13	13
10	и п	1	13
11	во время	1	12
12	в этом	12	11
13	как и	6	11
14	одна из	3	11
15	не только	24	10
16	и с	1	10
17	во многих	2	9
18	а на	1	9
19	о том	2	9
20	в некоторых	1	9
21	а в	3	9
22	его в	3	8
23	но и	17	8
24	и м	2	8
25	как в	5	7
26	данном случае	4	7
27	представляют собой	1	7
28	в день	1	7
29	или в	1	7
30	мы имеем	1	6
31	мы не	1	6
32	еще не	4	6
33	и на	1	6
34	при этом	19	6
35	таким образом	3	6
36	на нее	1	6
37	для нас	1	6
38	с тем	1	6
39	вместе с	1	6
40	в данном	5	6
41	же в	5	6
42	но не	4	5
43	следующим образом	2	5
44	но в	3	5
45	это не	4	5
46	не может	5	5
47	потому что	3	5
48	для этого	4	5
49	и что	1	5
50	к жизни	1	5
51	то что	10	5
52	с ней	1	5
53	к этому	1	5
54	же как	1	4
55	то же	5	4
56	вопрос о	1	4
57	уже не	7	4
58	том же	3	4
59	а затем	1	4
60	в них	1	4
61	далеко не	3	4
62	а за	1	4
63	в которых	1	4
64	не в	8	4
65	тогда когда	1	4
66	а также	5	4
67	к нему	1	4
68	то и	2	4
69	в виде	1	4
70	из них	4	4
71	именно в	1	4
72	а не	16	4
73	как это	8	4
74	по существу	1	4
75	и все	1	4
76	в году	13	3
77	и о	1	3
78	в xix	1	3
79	в ее	1	3
80	все эти	2	3
81	в этой	4	3
82	подобно тому	2	3
83	и по	1	3
84	на этом	2	3
85	и других	1	3
86	не всегда	1	3
87	на первый	1	3
88	в эту	1	3
89	в этих	1	3
90	в котором	1	3
91	в отличие	5	3
92	она не	1	3
93	не имеет	1	3
94	как мы	1	3
95	что от	1	3
96	под именем	1	3
97	во всех	1	3
98	того что	6	3
99	как например	1	3
100	между тем	2	3
101	в качестве	17	3
102	за ним	1	3
103	друг друга	4	3
104	отличие от	5	3
105	тем что	2	3
106	что для	2	3
107	до конца	1	3
108	или с	1	3
109	для этой	1	3
110	тому как	2	3
111	и от	1	3
112	было бы	2	3
113	одним из	5	2
114	и то	2	2
115	на самом	1	2
116	на себя	2	2
117	которое в	1	2
118	это время	1	2
119	не был	1	2
120	с одной	2	2
121	очевидно что	1	2
122	тогда как	13	2
123	все же	4	2
124	как уже	1	2
125	и как	1	2
126	не было	3	2
127	этой цели	2	2
128	не можем	1	2
129	та же	2	2
130	в которой	1	2
131	представляет собой	4	2
132	из этих	2	2
133	право на	1	2
134	после чего	1	2
135	не к	2	2
136	смерть и	1	2
137	для них	2	2
138	должно быть	1	2
139	так в	1	2
140	в своей	4	2
141	в советской	1	2
142	в их	3	2
143	не столько	5	2
144	при рассмотрении	1	2
145	тем не	2	2
146	не менее	7	2
147	в то	5	2
148	дело не	2	2
149	когда они	1	2
150	о них	1	2
151	никогда не	4	2
152	связи с	6	2
153	в момент	1	2
154	все то	1	2
155	в состав	1	2
156	что при	1	2
157	должен быть	2	2
158	в виду	3	2
159	можно было	2	2
160	еще в	4	2
161	а к	1	2
162	с другой	3	2
163	все в	1	2
164	у них	1	2
165	ее от	1	2
166	этому поводу	1	2
167	что и	1	2
168	в г	1	2
169	один из	3	2
170	по этому	2	2
171	иной характер	1	2
172	на эту	1	2
173	одно из	3	2
174	представлений о	1	2
175	на две	1	2
176	сюда же	1	2
177	человека а	1	2
178	или под	1	2
179	а с	1	2
180	прежде всего	11	2
181	одной стороны	2	2
182	из наиболее	2	2
183	ниже в	1	2
184	совершенно не	1	2
185	многих случаях	1	2
186	из которых	1	2
187	могут быть	2	2
188	с этой	5	2
189	этом и	1	2
190	пока еще	1	2
191	под названием	1	2
192	такая форма	1	2
193	жизни в	1	2
194	только как	1	2
195	из этого	1	2
196	в своих	4	2
197	ту же	2	1
198	отношение к	1	1
199	человека и	2	1
200	показать что	1	1
201	к этой	1	1
202	и есть	3	1
203	например в	3	1
204	жизни по	1	1
205	уверен что	1	1
206	месту и	1	1
207	этом не	1	1
208	не была	1	1
209	говорить о	1	1
210	из того	2	1
211	то это	2	1
212	ставит себе	1	1
213	что его	3	1
214	в различных	1	1
215	тем как	1	1
216	ответ на	1	1
217	что они	1	1
218	относится к	2	1
219	отнюдь не	2	1
220	первый взгляд	1	1
221	же хотя	1	1
222	в своем	11	1
223	в различные	1	1
224	к новому	1	1
225	перед нами	1	1
226	совершается на	1	1
227	от других	1	1
228	том где	1	1
229	есть ли	1	1
230	по убеждению	1	1
231	в самом	3	1
232	еще на	1	1
233	себя к	1	1
234	уже в	5	1
235	он в	1	1
236	не оставляет	2	1
237	в великой	1	1
238	однако как	1	1
239	что к	1	1
240	тому же	2	1
241	как он	2	1
242	на то	1	1
243	и если	1	1
244	в нем	2	1
245	в статье	1	1
246	так сказать	1	1
247	подошедши к	1	1
248	куклу из	1	1
249	только в	8	1
250	по аналогии	3	1
251	но все	1	1
252	в одну	1	1
253	значение в	1	1
254	в другом	2	1
255	а как	2	1
256	знает что	1	1
257	чаще всего	1	1
258	моя не	1	1
259	из первых	1	1
260	и находит	1	1
261	их как	1	1
262	на основании	1	1
263	куда-нибудь в	1	1
264	такой же	1	1
265	и одно	1	1
266	этой связи	1	1
267	как все	2	1
268	на свою	1	1
269	не от	1	1
270	своего рода	11	1
271	мир и	2	1
272	только для	1	1
273	как от	1	1
274	однако в	2	1
275	на всю	1	1
276	в послании	1	1
277	мир иной	3	1
278	что чем	1	1
279	что есть	1	1
280	при всех	2	1
281	как о	1	1
282	в русской	10	1
283	дело в	3	1
284	ее с	1	1
285	на него	1	1
286	в основе	3	1
287	это еще	1	1
288	к тебе	1	1
289	в полной	1	1
290	по своей	3	1
291	и его	4	1
292	так например	1	1
293	как будто	2	1
294	этом отношении	2	1
295	не является	2	1
296	укладом жизни	1	1
297	и здесь	1	1
298	и другим	1	1
299	и за	1	1
300	не единственный	1	1
301	быть назван	1	1
302	ничего общего	1	1
303	иметь в	1	1
304	себе в	2	1
305	свою очередь	1	1
306	на основе	1	1
307	в особенности	1	1
308	в пределах	3	1
309	приводит к	3	1
310	и иные	1	1
311	с собой	4	1
312	так и	4	1
313	мог бы	1	1
314	к тем	1	1
315	он был	1	1
316	с этого	1	1
317	если бы	1	1
318	собой и	1	1
319	но может	1	1
320	сводится к	3	1
321	другом месте	1	1
322	можно сказать	1	1
323	это должно	1	1
324	аналогии с	3	1
325	затем в	1	1
326	и во	1	1
327	места и	1	1
328	ему же	1	1
329	теперь уже	1	1
330	в его	7	1
331	смертью и	1	1
332	во всей	1	1
333	как правило	2	1
334	дома в	1	1
335	более что	1	1
336	это приводит	1	1
337	в литературе	1	1
338	с той	1	1
339	платком и	1	1
340	тот же	1	1
341	новой жизни	1	1
342	что он	5	1
343	в какой	1	1
344	и является	2	1
345	очерки русской	3	1
346	который в	1	1
347	с руками	1	1
348	их не	2	1
349	но ее	1	1
350	от них	1	1
351	же и	3	1
352	в большинстве	1	1
353	только на	2	1
354	вернуться к	1	1
355	так называемый	2	1
356	тем сильнее	1	1
357	мир в	4	1
358	который как	1	1
359	не так	1	1
360	для него	2	1
361	всяком случае	2	1
362	в одном	1	1
363	в конце	4	1
364	в состоянии	1	1
365	себя от	1	1
366	ту сторону	1	1
367	как раз	4	1
368	не просто	1	1
369	указание на	1	1
370	в это	1	1
371	нужно было	1	1
372	и даже	3	1
373	был уверен	1	1
374	имеет место	1	1
375	и др	3	1
376	без особых	1	1
377	превращается в	2	1
378	не на	2	1
379	а по	1	1
380	жизни столь	1	1
381	в исторической	1	1
