N	3gram	Bakhtin_Pr_1	Narrotol
1	в том что	3	8
2	с одной стороны	3	7
3	по отношению к	19	6
4	в отличие от	5	5
5	не может быть	11	5
6	в основе своей	3	4
7	и не в	1	4
8	в данном случае	4	4
9	с другой стороны	4	4
10	той или иной	2	4
11	можно сказать что	2	4
12	бы то ни	3	3
13	в этом отношении	2	3
14	то ни было	2	3
15	тем не менее	3	3
16	и тем самым	2	3
17	то же время	3	3
18	в свою очередь	1	3
19	в то же	3	3
20	именно в том	1	2
21	что иное как	1	2
22	мы имеем дело	2	2
23	подобно тому как	1	2
24	с точки зрения	6	2
25	сами по себе	1	2
26	можно было бы	3	2
27	отношению к которому	1	2
28	то или иное	2	2
29	в значительной степени	1	2
30	не что иное	1	2
31	в первом случае	1	2
32	не только в	2	2
33	в связи с	1	2
34	того или иного	2	2
35	то есть в	1	2
36	в конечном счете	4	2
37	следует отметить что	1	1
38	или хотя бы	1	1
39	а не с	1	1
40	как и для	2	1
41	дело в том	1	1
42	на самом деле	3	1
43	в этом последнем	1	1
44	в самом деле	3	1
45	в этом смысле	3	1
46	в равной степени	1	1
47	что не имеет	1	1
48	то же самое	2	1
49	в том же	2	1
50	но далеко не	1	1
51	до сих пор	1	1
52	имеет место только	1	1
53	и в то	2	1
54	до известной степени	1	1
55	и должна быть	1	1
56	не входит в	4	1
57	по отношению ко	1	1
58	отношению к нему	1	1
59	на фоне которых	1	1
60	по аналогии с	1	1
61	произведения в его	1	1
62	могли бы быть	1	1
63	и др в	2	1
64	а иногда и	1	1
65	может быть только	3	1
66	может быть и	1	1
67	может и не	2	1
68	то есть его	2	1
69	далеко не всегда	3	1
70	и с точки	1	1
71	а также и	1	1
72	не может обладать	1	1
73	и как бы	1	1
74	имеем дело с	1	1
75	иметь в виду	1	1
76	в нем не	1	1
77	как мы увидим	3	1
78	нем не только	1	1
79	все то что	3	1
80	в свое время	1	1
81	по себе не	1	1
82	есть не что	1	1
83	не о том	1	1
84	так и в	2	1
85	на протяжении всего	1	1
86	не в его	1	1
87	далеко не все	1	1
88	во всех его	4	1
89	и прежде всего	5	1
90	произведение в его	3	1
91	может быть воспринята	1	1
92	как мы уже	1	1
93	что в плане	1	1
94	при решении этой	1	1
95	то есть к	1	1
96	перевод его в	1	1
97	не довлеет себе	2	1
98	как и в	1	1
99	является как бы	1	1
100	здесь совершенно не	1	1
