N	3gram	Trubetskoy_1	Narrotol
1	в данном случае	1	8
2	в том что	3	5
3	к тому же	4	5
4	в соответствии с	1	4
5	то же время	2	4
6	той или иной	2	4
7	в то же	2	4
8	не может быть	1	4
9	по отношению к	1	3
10	в этом отношении	2	3
11	для того чтобы	5	3
12	в первом случае	1	3
13	тем не менее	3	3
14	речь идет о	1	3
15	о том что	4	2
16	состоит в том	1	2
17	в самом деле	1	2
18	то же самое	2	2
19	до сих пор	5	2
20	сами по себе	1	2
21	в отличие от	1	2
22	друг на друга	2	2
23	заключает в себе	2	2
24	в связи с	3	2
25	не только от	1	2
26	тем или иным	1	2
27	и все же	1	2
28	во всяком случае	6	2
29	в свою очередь	1	2
30	но и от	1	2
31	можно сказать что	2	2
32	на то что	2	2
33	и т.д вплоть	1	2
34	т.д вплоть до	1	2
35	и того же	1	1
36	здесь говорить не	1	1
37	жизни то есть	1	1
38	более или менее	5	1
39	в этом последнем	1	1
40	в том числе	5	1
41	один и тот	1	1
42	сих пор еще	2	1
43	же самое следует	1	1
44	самое следует сказать	1	1
45	с другой стороны	1	1
46	с точки зрения	6	1
47	и в то	1	1
48	до известной степени	1	1
49	бы то ни	2	1
50	случае мы имеем	1	1
51	вследствие того что	1	1
52	только то что	1	1
53	и после смерти	2	1
54	с этого момента	1	1
55	точно так же	3	1
56	по крайней мере	5	1
57	жизни а именно	1	1
58	может быть и	2	1
59	к нему в	1	1
60	же самое происходит	1	1
61	то ни было	2	1
62	с одной стороны	7	1
63	и тот же	1	1
64	но при этом	1	1
65	следует сказать и	1	1
66	и потому что	2	1
67	говорить не приходится	1	1
68	друг с другом	5	1
69	а с другой	5	1
70	вернемся к тому	1	1
71	потому что в	1	1
72	это главным образом	1	1
73	из них не	1	1
74	еще и потому	1	1
75	один из этих	1	1
76	в одну из	1	1
77	сказать и о	1	1
78	для него событий	1	1
79	которые к тому	1	1
80	том числе и	4	1
81	но все же	4	1
82	одного и того	1	1
83	не представляется возможным	1	1
84	еще при жизни	1	1
85	на этот раз	1	1
