N	2gram	Vinokur_St_2	Istorich
1	в лесу	1	26
2	и в	29	22
3	в этом	21	17
4	и т	9	16
5	т е	10	16
6	т д	6	15
7	что в	19	15
8	не только	19	14
9	мы видели	1	13
10	но и	19	12
11	и не	9	12
12	в этих	3	11
13	может быть	2	11
14	и пр	8	11
15	или в	1	11
16	но в	8	10
17	таким образом	10	10
18	еще не	1	10
19	в нем	4	9
20	что и	2	9
21	в том	27	9
22	что он	13	9
23	вместе с	7	9
24	как мы	1	8
25	что они	2	8
26	с этим	3	8
27	том что	27	8
28	пребывания в	2	7
29	но не	3	7
30	то что	11	7
31	и здесь	3	7
32	из них	3	7
33	так как	2	7
34	с другой	4	7
35	другой стороны	3	7
36	там где	2	7
37	к этому	4	7
38	то же	2	6
39	не вполне	1	6
40	во время	2	6
41	ничего не	4	6
42	связи с	4	6
43	возможно что	1	6
44	так в	1	6
45	если бы	2	6
46	в них	2	6
47	то и	1	6
48	мы можем	1	6
49	а не	5	6
50	связь с	2	6
51	в течение	6	6
52	а в	1	6
53	все же	6	5
54	он не	9	5
55	что она	1	5
56	в этой	2	5
57	тем не	2	5
58	не менее	3	5
59	в свете	1	5
60	того что	5	5
61	один из	1	5
62	так что	3	5
63	до сих	6	5
64	в некоторых	2	5
65	у меня	3	5
66	в частности	4	5
67	этом случае	1	5
68	сих пор	5	5
69	одним из	6	4
70	и на	6	4
71	все эти	2	4
72	отношение к	1	4
73	не в	4	4
74	на этом	1	4
75	и с	4	4
76	о связи	1	4
77	можно найти	1	4
78	у нас	3	4
79	как это	2	4
80	но он	3	4
81	к ней	1	4
82	и его	6	4
83	тем что	3	4
84	что на	3	4
85	она не	1	4
86	в пределах	1	4
87	только в	2	4
88	представляют собой	1	4
89	связано с	1	4
90	они не	2	4
91	в данном	2	4
92	для нас	1	4
93	в свою	1	4
94	не может	2	4
95	и другие	2	4
96	несколько лет	1	3
97	в русских	1	3
98	их и	1	3
99	я не	7	3
100	представление о	1	3
101	не совсем	1	3
102	в чем	1	3
103	со стороны	2	3
104	в одной	2	3
105	целый ряд	1	3
106	и как	2	3
107	и к	4	3
108	представляет собой	1	3
109	из этих	1	3
110	на его	2	3
111	могло быть	3	3
112	а затем	2	3
113	его в	2	3
114	было бы	5	3
115	должен был	4	3
116	для них	1	3
117	как и	2	3
118	одном из	3	3
119	не будем	1	3
120	и эти	1	3
121	можно ли	1	3
122	в русской	5	3
123	никогда не	3	3
124	потому что	9	3
125	он и	1	3
126	к тому	10	3
127	они и	1	3
128	о том	17	3
129	здесь не	1	3
130	данном случае	1	3
131	на том	1	3
132	что у	4	3
133	на нее	3	3
134	от них	1	3
135	раньше чем	4	3
136	в его	13	3
137	эти два	1	3
138	с ними	1	3
139	видели выше	1	3
140	при помощи	4	3
141	прежде всего	5	3
142	у него	1	3
143	уходит в	1	3
144	однако что	1	3
145	в связи	1	3
146	о себе	1	3
147	так же	3	3
148	но это	3	3
149	между прочим	12	3
150	и от	1	3
151	его не	3	3
152	и все	1	3
153	сказать что	2	3
154	в северной	1	3
155	ее в	2	3
156	все что	1	3
157	ту же	1	2
158	например в	3	2
159	и то	1	2
160	на самом	3	2
161	в котором	7	2
162	не имеют	1	2
163	той же	1	2
164	же как	3	2
165	вопрос о	6	2
166	на себя	3	2
167	из того	1	2
168	и он	3	2
169	в ней	7	2
170	на другой	1	2
171	во дворец	1	2
172	в сторону	1	2
173	по отношению	1	2
174	в качестве	5	2
175	себе и	1	2
176	независимо от	1	2
177	как в	3	2
178	в своем	9	2
179	хотя и	4	2
180	то время	1	2
181	тому же	3	2
182	при этом	2	2
183	из этой	2	2
184	так и	9	2
185	но все	7	2
186	затем уже	1	2
187	об этой	1	2
188	на все	1	2
189	известно что	1	2
190	этой системы	1	2
191	ни в	3	2
192	вовсе не	6	2
193	с тем	7	2
194	и уже	1	2
195	и для	1	2
196	выйти за	1	2
197	и некоторые	1	2
198	такой же	1	2
199	не мог	3	2
200	исторической действительности	1	2
201	та что	1	2
202	точки зрения	5	2
203	это делает	1	2
204	что было	2	2
205	но они	2	2
206	и более	2	2
207	даже в	2	2
208	не раз	2	2
209	в то	2	2
210	хотелось бы	1	2
211	не имеет	2	2
212	который был	1	2
213	одна из	1	2
214	это еще	2	2
215	как будто	1	2
216	вот почему	1	2
217	утверждать что	2	2
218	на это	2	2
219	головной убор	1	2
220	и это	2	2
221	и о	4	2
222	роль в	1	2
223	в другом	4	2
224	с собой	1	2
225	гл iii	1	2
226	не с	1	2
227	связан с	3	2
228	одного из	1	2
229	связанных с	1	2
230	после того	4	2
231	образом в	1	2
232	говорят что	2	2
233	связанное с	1	2
234	и что	6	2
235	с того	1	2
236	а также	2	2
237	должно было	3	2
238	между тем	5	2
239	все время	1	2
240	же в	1	2
241	обращаются с	1	2
242	этот вопрос	2	2
243	и действительно	1	2
244	очень много	1	2
245	а после	1	2
246	а то	1	2
247	себе в	1	2
248	всяком случае	3	2
249	в одном	6	2
250	у нее	1	2
251	только на	1	2
252	в особенности	2	2
253	и даже	3	2
254	даже не	1	2
255	и др	2	2
256	не было	3	2
257	и потому	2	2
258	но этот	1	2
259	в тех	2	2
260	да и	1	2
261	с очень	1	2
262	можно сказать	1	2
263	на одной	1	2
264	если не	2	2
265	он по	2	2
266	то не	1	2
267	от него	1	2
268	еще более	4	2
269	за него	2	2
270	в могилу	1	2
271	не дает	2	2
272	совершенно не	2	2
273	отношению к	1	2
274	жизни и	1	2
275	точно так	1	2
276	а я	1	2
277	только не	2	2
278	он на	1	2
279	во всяком	3	2
280	для рассмотрения	1	1
281	она была	1	1
282	не показателен	1	1
283	наш случай	1	1
284	также и	2	1
285	только самый	1	1
286	это те	1	1
287	самом деле	3	1
288	в приведенном	1	1
289	это однако	1	1
290	в город	1	1
291	в упомянутом	1	1
292	смысл этого	2	1
293	и до	1	1
294	действительности и	1	1
295	из всех	1	1
296	в несколько	1	1
297	очень широко	1	1
298	и была	2	1
299	мы не	1	1
300	бы что	1	1
301	к началу	1	1
302	в народных	1	1
303	течение шести	1	1
304	которые он	1	1
305	на них	1	1
306	столь же	1	1
307	в знаменитой	1	1
308	говорит у	2	1
309	но как	1	1
310	не то	3	1
311	не говорят	1	1
312	ответ на	1	1
313	тут же	1	1
314	не просто	1	1
315	это почти	1	1
316	нет и	2	1
317	тесно связан	1	1
318	и стоит	1	1
319	то обстоятельство	4	1
320	к сожалению	2	1
321	чем же	1	1
322	как говорит	2	1
323	более чем	1	1
324	такую большую	1	1
325	если она	1	1
326	общего с	1	1
327	что как	1	1
328	понимать в	1	1
329	становится особенно	1	1
330	нельзя было	1	1
331	это был	2	1
332	кроме того	4	1
333	во дворце	1	1
334	еще больше	1	1
335	являются именно	1	1
336	к этой	1	1
337	не очень	1	1
338	говорят о	1	1
339	что это	3	1
340	остановиться на	1	1
341	бы только	1	1
342	и кто	1	1
343	интересно что	3	1
344	и те	2	1
345	на то	2	1
346	двух лет	1	1
347	вообще не	3	1
348	сколько ни	1	1
349	не следует	1	1
350	больше всего	2	1
351	в определенном	1	1
352	одному из	1	1
353	видел в	2	1
354	перестает быть	1	1
355	в первую	1	1
356	свою собственную	1	1
357	них нет	1	1
358	не как	1	1
359	прочим и	1	1
360	том чтобы	1	1
361	его от	1	1
362	и по	3	1
363	так например	7	1
364	по своему	2	1
365	за свою	3	1
366	что почти	1	1
367	не будет	1	1
368	догадку что	1	1
369	определенном направлении	1	1
370	об этом	6	1
371	историческим материалом	1	1
372	на этой	1	1
373	не нашел	2	1
374	а как	4	1
375	заключается в	1	1
376	с другими	1	1
377	в и	13	1
