N	2gram	Bakhtin_Fr_3	KulturaY
1	и т	1	39
2	потому что	2	25
3	и в	40	23
4	не только	13	20
5	в том	8	19
6	в этом	15	18
7	и не	13	16
8	было бы	4	15
9	так как	4	15
10	может быть	9	15
11	ни к	1	15
12	точки зрения	2	14
13	все эти	8	12
14	если бы	3	12
15	у нас	4	12
16	в самом	6	12
17	но в	8	11
18	том что	4	11
19	того чтобы	4	11
20	в области	4	11
21	по себе	1	10
22	в языке	2	10
23	а не	5	10
24	что в	12	10
25	самом деле	3	9
26	в сущности	9	9
27	хотя бы	2	9
28	то что	5	9
29	можно было	3	9
30	вовсе не	12	9
31	для того	3	9
32	не может	3	9
33	с точки	1	8
34	не в	1	8
35	языка и	1	8
36	и что	1	8
37	в качестве	1	8
38	прежде всего	16	8
39	с другой	2	8
40	что это	1	7
41	все же	2	7
42	в нашем	4	7
43	и с	8	7
44	не менее	2	7
45	но и	11	7
46	с помощью	2	7
47	другой стороны	1	7
48	то же	7	6
49	и на	8	6
50	но не	2	6
51	в этой	3	6
52	да и	1	6
53	это не	2	6
54	речи в	1	6
55	между тем	3	6
56	слова в	2	6
57	что не	1	6
58	также и	4	5
59	мы имеем	1	5
60	еще не	3	5
61	и вот	2	5
62	об этом	3	5
63	лишь в	2	5
64	и тем	1	5
65	несмотря на	1	5
66	и здесь	4	5
67	не могут	1	5
68	в его	13	5
69	один из	4	5
70	что он	2	5
71	только в	3	5
72	всяком случае	1	5
73	само по	1	5
74	там где	3	5
75	вместе с	3	5
76	как это	1	5
77	подобного рода	1	5
78	этого слова	2	5
79	слова и	2	5
80	все это	4	5
81	таким образом	10	5
82	речи и	1	5
83	во всяком	1	5
84	вряд ли	1	4
85	в данном	4	4
86	отнюдь не	1	4
87	перед нами	1	4
88	бы и	1	4
89	в нем	5	4
90	в узком	1	4
91	так и	3	4
92	но все	3	4
93	должно быть	1	4
94	своего рода	2	4
95	в то	6	4
96	на себе	1	4
97	но только	1	4
98	не имеет	1	4
99	ничего не	1	4
100	что на	1	4
101	но также	1	4
102	и о	4	4
103	в пределах	1	4
104	или в	1	4
105	можно сказать	2	4
106	в нашей	2	4
107	мы знаем	2	4
108	ни в	4	4
109	в конце	3	4
110	в них	9	4
111	в особенности	5	4
112	не было	5	4
113	в связи	5	4
114	как бы	3	4
115	в результате	1	4
116	сказать что	3	4
117	к этому	6	4
118	так же	1	4
119	того же	2	3
120	это и	2	3
121	меньшей степени	2	3
122	не говорят	1	3
123	как в	3	3
124	с этим	2	3
125	так в	4	3
126	выражение в	2	3
127	главным образом	1	3
128	он не	9	3
129	всех этих	3	3
130	этой книге	1	3
131	и по	1	3
132	на этом	2	3
133	этого не	1	3
134	чем в	1	3
135	нисколько не	1	3
136	смысл и	1	3
137	знаем что	1	3
138	в таких	3	3
139	слова не	1	3
140	же время	6	3
141	и его	17	3
142	связи с	6	3
143	следует что	1	3
144	отличается от	1	3
145	всего в	1	3
146	что оно	1	3
147	как мы	10	3
148	в виду	7	3
149	в ней	4	3
150	здесь не	3	3
151	а в	3	3
152	те же	5	3
153	для этого	3	3
154	именно с	1	3
155	никак не	3	3
156	а также	4	3
157	что и	3	3
