N	2gram	Vygotskiy__4	Morfolog
1	может быть	12	52
2	таким образом	25	20
3	представляет собой	3	17
4	не может	6	17
5	в этих	3	16
6	могут быть	7	15
7	этих случаях	1	14
8	с этим	5	14
9	и в	20	13
10	в этом	24	13
11	так как	10	12
12	перед нами	5	11
13	связи с	3	11
14	мы видим	10	11
15	видим что	2	10
16	представляют собой	1	10
17	то же	16	9
18	мы имеем	2	9
19	так и	5	9
20	этом случае	3	9
21	не всегда	1	9
22	прежде всего	2	9
23	а не	7	9
24	в связи	3	9
25	и не	8	9
26	а затем	2	8
27	что и	9	8
28	с другой	12	8
29	по существу	3	8
30	в результате	8	8
31	вопрос о	1	7
32	в качестве	21	7
33	в тех	1	7
34	все же	5	7
35	но если	1	7
36	но не	3	6
37	это не	5	6
38	подобно тому	2	6
39	не могут	3	6
40	составные части	3	6
41	и здесь	2	6
42	а также	2	6
43	в форме	1	6
44	в том	42	6
45	а в	2	6
46	мы не	1	5
47	во всех	1	5
48	не все	1	5
49	тому как	2	5
50	то что	15	5
51	в ходе	4	5
52	далеко не	2	5
53	не менее	3	5
54	потому что	12	5
55	в поле	1	5
56	или в	1	5
57	этот момент	1	5
58	вслед за	2	5
59	один из	3	5
60	мы увидим	1	5
61	если мы	10	5
62	наряду с	3	5
63	как бы	7	5
64	это явление	1	5
65	и другие	9	5
66	также и	2	4
67	тех же	1	4
68	то мы	1	4
69	если в	1	4
70	как в	5	4
71	хотя и	1	4
72	и как	9	4
73	не только	15	4
74	на его	3	4
75	на этом	3	4
76	следующим образом	3	4
77	его в	6	4
78	было бы	8	4
79	как и	9	4
80	точки зрения	24	4
81	с точки	11	4
82	тем не	1	4
83	на котором	2	4
84	ничего не	1	4
85	тем что	7	4
86	очень часто	2	4
87	в других	1	4
88	как мы	13	4
89	раньше чем	5	4
90	по отношению	1	4
91	случае не	2	4
92	и затем	1	4
93	другой стороны	9	4
94	так же	11	4
95	на пути	1	4
96	а если	1	4
97	в точности	1	4
98	оно может	3	4
99	отношению к	1	4
100	что в	19	4
101	связана с	2	3
102	получает в	1	3
103	самом деле	7	3
104	на самом	1	3
105	момент когда	2	3
106	и для	4	3
107	между собой	5	3
108	независимо от	1	3
109	целый ряд	5	3
110	но в	3	3
111	в целом	11	3
112	в нашем	4	3
113	он должен	1	3
114	и по	1	3
115	прежде чем	1	3
116	но все	1	3
117	а по	1	3
118	входит в	2	3
119	из них	4	3
120	ни в	3	3
121	в один	3	3
122	том что	35	3
123	в то	1	3
124	и отсюда	1	3
125	в сущности	4	3
126	на него	1	3
127	того чтобы	7	3
128	здесь же	1	3
129	от того	3	3
130	и другим	1	3
131	на нем	2	3
132	раз он	1	3
133	то здесь	1	3
134	если бы	5	3
135	с того	1	3
136	но и	9	3
137	он не	1	3
138	значит что	2	3
139	к нему	2	3
140	в какой	3	3
141	и ее	1	3
142	в начале	2	3
143	друг друга	4	3
144	мы можем	5	3
145	не является	5	3
146	что они	14	3
147	из которых	1	3
148	но это	1	3
149	иногда может	1	3
150	мы должны	11	3
151	только что	4	3
152	же в	1	3
153	требует чтобы	1	3
154	смысле слова	1	2
155	эти функции	1	2
156	как это	9	2
157	относятся к	2	2
158	тем же	4	2
159	что эти	2	2
160	собственном смысле	7	2
161	время как	1	2
162	чем это	1	2
163	совсем не	1	2
164	друг на	5	2
165	а с	2	2
166	и таким	1	2
167	если она	1	2
168	как уже	4	2
169	и к	5	2
170	то в	1	2
171	животных и	2	2
172	та же	1	2
173	состоит в	4	2
174	приходим к	1	2
175	можно было	6	2
176	многих других	1	2
177	бы они	1	2
178	затем уже	2	2
179	мы уже	5	2
180	обоих случаях	3	2
181	в ином	2	2
182	то как	2	2
183	с тем	6	2
184	на друга	5	2
185	и тогда	2	2
186	на первый	4	2
187	для него	2	2
188	и при	4	2
189	что такое	5	2
190	нельзя было	1	2
191	настоящее время	2	2
192	при различных	1	2
193	и более	7	2
194	и наоборот	1	2
195	все эти	5	2
196	в таких	1	2
197	что эта	3	2
198	в обоих	3	2
199	эти формы	1	2
200	не имеет	2	2
201	камень и	1	2
202	и его	5	2
203	так например	1	2
204	в каком	2	2
205	они даны	2	2
206	перейти к	1	2
207	для того	5	2
208	утверждать что	1	2
209	совершается в	2	2
210	вывод что	1	2
211	здесь не	2	2
212	в собственном	7	2
213	можно сделать	1	2
214	то время	1	2
215	и что	8	2
216	ясно что	2	2
217	показать как	1	2
218	является в	3	2
219	означает что	1	2
220	о том	5	2
221	с одной	9	2
222	можно сказать	1	2
223	в различных	1	2
224	может не	2	2
225	является одновременно	1	2
226	не означает	3	2
227	и только	4	2
228	является результатом	1	2
229	того что	10	2
230	на другие	1	2
231	что он	6	2
232	только в	10	2
233	себя в	3	2
234	уже не	1	2
235	или на	1	2
236	вопроса о	2	2
237	в виде	3	2
238	от других	2	2
239	же способом	1	2
240	из двух	1	2
241	без всякой	1	2
242	не знает	2	2
243	не исключает	1	2
244	сказать что	6	2
245	что мы	7	2
246	имеет свои	1	2
247	в частности	5	2
248	как эти	1	2
249	или по	1	2
250	к другой	2	2
251	одной стороны	9	2
252	самого себя	2	2
253	благодаря этому	1	2
254	но для	2	2
255	вопрос в	1	2
256	тем и	1	2
257	не существует	1	2
258	в настоящее	2	2
259	иначе чем	3	2
260	одной из	3	2
261	в свое	2	2
262	поставить вопрос	1	2
263	к этому	4	2
264	точно так	3	2
265	равным образом	1	1
266	переносятся на	1	1
267	они представляют	2	1
268	по законам	2	1
269	например в	1	1
270	что сходные	2	1
271	функции в	1	1
272	самых разнообразных	1	1
273	и то	10	1
274	изучения в	1	1
275	он может	1	1
276	между двумя	2	1
