N	2gram	Bakhtin_Fr_1	Formalny
1	и в	65	24
2	в его	9	23
3	прежде всего	11	22
4	и не	22	20
5	так и	10	18
6	и пр	5	17
7	точки зрения	7	16
8	не может	3	16
9	в этом	15	15
10	в нем	13	14
11	может быть	6	14
12	с точки	3	13
13	именно как	1	12
14	в своем	8	11
15	как и	5	11
16	в своей	5	11
17	в их	4	11
18	не менее	1	11
19	в ней	6	10
20	то же	1	10
21	вовсе не	18	10
22	настоящее время	1	10
23	и ее	1	10
24	и его	10	10
25	и их	3	10
26	а не	1	10
27	в настоящее	1	10
28	в то	1	9
29	в процессе	2	9
30	и потому	10	9
31	все это	9	9
32	и на	11	8
33	как в	5	8
34	и с	3	8
35	лишь в	1	8
36	не в	4	8
37	литературы в	2	8
38	его целом	1	8
39	же время	1	8
40	в ее	3	8
41	именно в	1	8
42	то что	3	8
43	на самом	6	7
44	литературных явлений	1	7
45	не только	10	7
46	место в	1	7
47	жизни и	7	7
48	в единстве	1	7
49	до конца	2	7
50	и от	2	7
51	но и	10	7
52	отношения к	2	6
53	еще не	6	6
54	самом деле	3	6
55	в целом	2	6
56	все эти	10	6
57	в этой	4	6
58	как бы	22	6
59	входит в	4	6
60	она не	1	6
61	в пределах	1	6
62	и здесь	3	6
63	до сих	4	6
64	в том	16	6
65	было бы	1	6
66	в живом	1	6
67	как это	1	6
68	сих пор	4	6
69	форм и	9	6
70	и все	5	6
71	бы ни	2	5
72	хотя бы	1	5
73	во всех	9	5
74	но в	14	5
75	и свою	1	5
76	в самом	4	5
77	при этом	6	5
78	по себе	1	5
79	не могло	1	5
80	и до	4	5
81	у нас	1	5
82	как мы	6	5
83	искусства и	6	5
84	в литературе	6	5
85	того что	2	5
86	только на	2	5
87	со стороны	1	5
88	с другой	3	5
89	и др	24	5
90	формы и	7	5
91	в искусстве	3	5
92	с его	5	4
93	по отношению	1	4
94	и к	4	4
95	в которой	1	4
96	в замкнутом	1	4
97	главным образом	6	4
98	не из	1	4
99	и может	1	4
100	друг друга	3	4
101	только и	1	4
102	как на	1	4
103	оно не	1	4
104	при таком	2	4
105	никогда не	6	4
106	в формах	1	4
107	всяком случае	1	4
108	с одной	2	4
109	конечно не	1	4
110	одной стороны	2	4
111	в связи	1	4
112	в частности	5	4
113	отношению к	1	4
114	что в	3	4
115	во всяком	1	4
116	культуры и	8	3
117	это и	1	3
118	действительности и	1	3
119	мы не	1	3
120	время в	2	3
121	в литературоведении	1	3
122	но не	2	3
123	литературы с	1	3
124	значение и	2	3
125	в общем	4	3
126	отношение к	4	3
127	как к	1	3
128	все же	6	3
129	и как	1	3
130	и наконец	2	3
131	в себе	3	3
132	жизнь как	1	3
133	так сказать	4	3
134	он не	2	3
135	перестает быть	3	3
136	литературных произведений	1	3
137	всех этих	8	3
138	становления и	1	3
139	так например	2	3
140	на все	2	3
141	его в	7	3
142	в жизни	4	3
143	в них	5	3
144	они не	1	3
145	в отношении	6	3
146	тем самым	1	3
147	но для	3	3
148	не о	1	3
149	в основе	8	3
150	на язык	1	3
151	связи с	4	3
152	сводится к	1	3
153	отличается от	1	3
154	к тому	2	3
155	нашей работы	6	3
156	здесь не	1	3
157	особенно в	2	3
158	жизнь и	1	3
159	влияние на	7	3
160	бы в	1	3
161	наконец в	1	3
162	один из	1	3
163	особенно резко	1	3
164	в большинстве	2	3
165	и других	3	3
166	для него	5	3
167	не для	2	3
168	в особенности	2	3
169	и даже	8	3
170	в области	7	3
171	и чем	1	3
172	бытия в	1	3
173	не было	1	3
174	его как	1	3
175	эти определения	1	3
176	на фоне	3	3
177	ни на	2	3
178	в основном	2	3
179	но это	3	3
180	более того	2	3
181	же в	2	3
182	между ними	4	3
183	от всех	3	3
184	что он	3	3
185	в применении	3	2
186	в эстетике	1	2
187	применении к	3	2
188	и это	2	2
189	тех же	1	2
190	оно было	1	2
191	в году	6	2
192	входящих в	1	2
193	в германии	2	2
194	не оказалось	1	2
195	а как	1	2
196	от всякой	1	2
197	литературы и	5	2
198	на кого	1	2
199	во внешнем	1	2
200	менее всего	3	2
201	уже как	1	2
202	друг от	1	2
203	нет и	2	2
204	за пределы	8	2
205	чем же	1	2
206	с этим	1	2
207	более и	1	2
208	от этого	1	2
209	в произведении	1	2
210	он в	1	2
211	в нашем	1	2
212	остановиться на	1	2
213	эпохи и	1	2
214	этот образ	1	2
215	не могла	1	2
216	и если	1	2
217	на его	2	2
218	к миру	1	2
219	и вот	2	2
220	и более	1	2
221	ни были	1	2
222	о мире	1	2
223	эта же	2	2
224	но все	3	2
225	могла бы	1	2
226	в работе	1	2
227	это не	3	2
228	действительности в	1	2
229	отражение в	1	2
230	в новое	3	2
231	вне единства	1	2
232	жизни но	2	2
233	в эту	1	2
234	и теоретиков	1	2
235	почти не	1	2
236	значение для	1	2
237	что было	1	2
238	человеческое сознание	1	2
239	на всю	4	2
240	бы быть	2	2
241	раз и	2	2
242	главная задача	1	2
243	определяющее влияние	2	2
244	своему замыслу	1	2
245	и художественной	1	2
246	мысли в	1	2
247	на него	2	2
248	следовательно и	1	2
249	ничего не	3	2
