N	2gram	Berdyaev_M_1	Psycholo
1	и в	28	38
2	то что	5	35
3	все время	1	30
4	в том	6	25
5	в самом	11	25
6	самом деле	1	21
7	что в	10	20
8	может быть	30	19
9	и что	2	18
10	что она	1	16
11	точки зрения	4	16
12	в ней	15	15
13	то есть	3	15
14	и т	1	14
15	том что	3	14
16	если бы	2	14
17	как бы	2	14
18	потому что	16	14
19	в этом	20	13
20	в этой	6	13
21	и мы	2	13
22	не только	29	12
23	было бы	10	12
24	не в	16	12
25	мы видим	2	12
26	мы увидим	3	12
27	что он	10	11
28	и не	11	10
29	и все	10	10
30	увидим что	4	9
31	того чтобы	2	9
32	и то	1	8
33	с этим	3	8
34	все же	2	8
35	и как	2	8
36	говорит что	1	8
37	с тем	9	8
38	как и	5	8
39	в одном	1	8
40	и это	12	8
41	так что	1	8
42	вовсе не	1	8
43	для того	2	8
44	для нас	3	8
45	мы уже	1	7
46	заключается в	1	7
47	не может	28	7
48	все то	1	7
49	в ее	3	7
50	между тем	1	7
51	а не	25	7
52	а в	4	7
53	и на	6	6
54	в которых	4	6
55	к чему	2	6
56	он не	24	6
57	в котором	8	6
58	она не	4	6
59	не имеет	3	6
60	и его	9	6
61	к тому	3	6
62	о том	2	6
63	один из	4	6
64	так как	3	6
65	до сих	2	6
66	должна быть	6	5
67	мы не	1	5
68	я не	1	5
69	в своем	10	5
70	в которой	6	5
71	на этом	3	5
72	с такой	1	5
73	в своей	15	5
74	т п	1	5
75	казалось бы	1	5
76	и когда	2	5
77	в его	9	5
78	но и	25	5
79	действующих лиц	1	5
80	вместе с	6	5
81	в той	2	5
82	сих пор	2	5
83	время как	2	4
84	во всех	1	4
85	что они	1	4
86	как в	2	4
87	когда он	3	4
88	все эти	2	4
89	в себе	7	4
90	если он	5	4
91	в нем	13	4
92	она была	1	4
93	смысл и	1	4
94	не мог	3	4
95	но если	3	4
96	из него	1	4
97	никогда не	14	4
98	в самой	7	4
99	как будто	2	4
100	мы все	1	4
101	в виду	2	4
102	что и	4	4
103	у всех	2	4
104	с той	1	4
105	только в	6	4
106	конечно не	3	4
107	у него	17	4
108	и даже	1	4
109	обратиться к	1	4
110	по своему	2	4
111	в течение	1	4
112	того что	7	4
113	и для	2	4
114	в свою	2	4
115	сказать что	2	4
116	в своих	1	4
117	должен быть	2	3
118	и этот	4	3
119	из всех	1	3
120	что как	1	3
121	совершенно другой	1	3
122	и к	2	3
123	но в	7	3
124	та же	1	3
125	интересно что	1	3
126	не к	4	3
127	рассказывает о	1	3
128	бы в	2	3
129	его в	3	3
130	в них	4	3
131	в такой	1	3
132	она в	1	3
133	место в	2	3
134	всякий раз	1	3
135	с необычайной	1	3
136	бы не	2	3
137	в то	2	3
138	в плане	1	3
139	к концу	4	3
140	в основе	2	3
141	на это	1	3
142	и о	1	3
143	к тем	1	3
144	наряду с	1	3
145	он был	14	3
146	из одного	1	3
147	и только	1	3
148	был бы	10	3
149	не так	3	3
150	ее не	1	3
151	к ним	1	3
152	тем что	4	3
153	что не	1	3
154	то и	1	3
155	когда она	1	3
156	только для	1	3
157	но это	1	3
158	все это	6	3
159	она может	2	3
160	страсть к	1	3
161	к этому	2	3
162	отношения к	4	2
163	себя как	1	2
164	на самом	1	2
165	всего того	1	2
166	и ничего	1	2
167	оно есть	1	2
168	мы читаем	1	2
169	одним словом	1	2
170	и я	5	2
171	в истории	2	2
172	в одной	1	2
173	как к	1	2
174	более и	1	2
175	это был	1	2
176	целый ряд	1	2
177	и наконец	1	2
178	со своей	1	2
179	этот случай	2	2
180	он в	2	2
181	человеке и	8	2
182	а вовсе	1	2
183	всех этих	1	2
184	в силу	1	2
185	и вот	3	2
186	и по	4	2
187	не совпадает	1	2
188	он все	1	2
189	человек который	1	2
190	перед собой	1	2
191	от своего	1	2
192	и ее	1	2
193	должны были	1	2
194	но он	9	2
195	и эти	1	2
196	и более	1	2
197	что сам	1	2
198	в этих	4	2
199	все более	1	2
200	этими двумя	1	2
201	в русской	1	2
202	весь смысл	1	2
203	он хочет	1	2
204	ничего не	3	2
205	находятся в	1	2
206	к ней	4	2
207	то это	1	2
208	у нас	5	2
209	не могут	5	2
210	когда мы	2	2
211	ли что	1	2
212	из всего	1	2
213	не могу	1	2
214	то время	2	2
215	в глаза	1	2
216	одного из	1	2
217	он до	3	2
218	с ним	2	2
219	или от	2	2
220	и та	1	2
221	и во	2	2
222	хотел бы	4	2
223	что только	1	2
224	и часто	1	2
225	и действительно	1	2
226	должен был	4	2
227	наше время	1	2
228	уже не	4	2
229	своих героев	2	2
230	концу и	1	2
231	одно из	3	2
232	для него	11	2
233	всяком случае	1	2
234	в конце	7	2
235	это верно	1	2
236	и вместе	4	2
237	русской поэзии	1	2
238	говорит о	1	2
239	до конца	14	2
240	процесс перерождения	1	2
241	эти слова	2	2
242	к его	1	2
243	к себе	1	2
244	хотя бы	3	2
245	если так	1	2
246	есть только	2	2
247	это есть	3	2
248	что же	1	2
249	о человеке	23	2
