N	2gram	Tiupa_Lite_3	KulturaY
1	и т	1	39
2	потому что	3	25
3	т п	1	24
4	и в	16	23
5	не только	14	20
6	в том	12	19
7	в этом	14	18
8	и не	22	16
9	было бы	2	15
10	так как	1	15
11	может быть	12	15
12	ни к	3	15
13	точки зрения	7	14
14	если бы	2	12
15	у нас	2	12
16	в самом	3	12
17	но в	3	11
18	том что	8	11
19	того чтобы	2	11
20	в области	3	11
21	по себе	2	10
22	а не	12	10
23	что в	2	10
24	самом деле	3	9
25	вопрос о	2	9
26	хотя бы	1	9
27	то что	12	9
28	вовсе не	1	9
29	для того	2	9
30	не может	8	9
31	с точки	3	8
32	не в	10	8
33	языка и	1	8
34	в качестве	5	8
35	уже не	3	8
36	прежде всего	3	8
37	с другой	6	8
38	все же	2	7
39	в нашем	1	7
40	в силу	1	7
41	и с	2	7
42	не менее	2	7
43	но и	14	7
44	другой стороны	2	7
45	то же	9	6
46	и на	2	6
47	но не	4	6
48	в этой	8	6
49	это не	5	6
50	тем не	1	6
51	между тем	3	6
52	что не	2	6
53	и то	1	5
54	я не	2	5
55	еще не	6	5
56	по существу	4	5
57	и вот	2	5
58	лишь в	5	5
59	и тем	3	5
60	несмотря на	2	5
61	в его	6	5
62	один из	2	5
63	что он	5	5
64	только в	7	5
65	речь в	1	5
66	там где	3	5
67	вместе с	5	5
68	как это	3	5
69	подобного рода	1	5
70	слова и	1	5
71	все это	1	5
72	говорить о	1	4
73	что я	5	4
74	в данном	4	4
75	со стороны	7	4
76	отнюдь не	3	4
77	однако не	3	4
78	перед нами	1	4
79	хотя и	4	4
80	бы и	3	4
81	на то	2	4
82	в нем	2	4
83	так и	9	4
84	на этой	1	4
85	должно быть	4	4
86	своего рода	10	4
87	в то	9	4
88	не имеет	1	4
89	к тому	6	4
90	и о	1	4
91	можно сказать	2	4
92	для нас	1	4
93	в конце	2	4
94	в них	1	4
95	не было	1	4
96	в связи	1	4
97	как бы	8	4
98	сказать что	1	4
99	была бы	1	4
100	к этому	2	4
101	так же	2	4
102	того же	2	3
103	это и	1	3
104	политики в	1	3
105	этой почве	1	3
106	как в	5	3
107	данный момент	1	3
108	с этим	1	3
109	всего лишь	5	3
110	так в	1	3
111	то и	1	3
112	он не	1	3
113	еще одно	1	3
114	о которых	1	3
115	этого не	1	3
116	чем в	1	3
117	нисколько не	1	3
118	что такое	1	3
119	то для	1	3
120	в таких	1	3
121	в процессе	1	3
122	слова как	1	3
123	же время	7	3
124	и его	6	3
125	связи с	2	3
126	уже о	3	3
127	как мы	2	3
128	в виду	1	3
129	в ней	1	3
130	здесь не	2	3
131	а в	5	3
132	для этого	1	3
133	а также	4	3
134	аналогии с	1	3
135	знает что	2	3
136	что и	2	3
137	не надо	2	3
138	того что	9	3
139	есть в	1	3
140	уже в	1	3
141	же в	2	3
142	до конца	4	3
143	у него	1	3
144	как раз	2	3
145	тем что	2	3
146	или иначе	2	3
147	именно в	5	3
148	в соответствии	3	3
149	на фоне	1	3
150	этом отношении	5	3
151	но это	1	3
152	не знает	2	3
153	совершенно не	3	3
154	к этой	1	3
155	рабочего класса	1	2
156	отношения к	3	2
157	и потому	2	2
158	на самом	1	2
159	тех же	1	2
160	и есть	1	2
161	по преимуществу	1	2
162	и до	1	2
163	свое место	3	2
164	в году	5	2
165	той же	3	2
166	но вот	1	2
167	так или	2	2
168	что за	1	2
169	конечном счете	1	2
170	очевидно что	1	2
171	отличие от	5	2
172	не просто	1	2
173	что они	1	2
174	в своем	1	2
175	что касается	1	2
176	и где	1	2
177	могли бы	2	2
178	за собой	1	2
179	и у	1	2
180	быть только	2	2
181	и если	4	2
182	по словам	1	2
183	при этом	15	2
184	не как	2	2
185	в корне	1	2
186	состоит в	6	2
187	за счет	1	2
188	здесь мы	1	2
189	в другом	6	2
190	на все	1	2
191	данном случае	4	2
192	но уже	3	2
193	или о	1	2
194	все равно	1	2
195	соответствии с	5	2
196	с тем	1	2
197	как и	5	2
198	не всегда	2	2
199	мы с	2	2
200	и еще	1	2
201	в своей	7	2
202	в их	1	2
203	в отличие	5	2
204	установка на	2	2
205	с парохода	1	2
206	и более	1	2
207	тем самым	7	2
208	в устах	1	2
209	только для	3	2
210	в отношении	1	2
211	она не	1	2
212	в каждый	1	2
213	революции и	1	2
214	и далее	1	2
215	оно не	2	2
216	свою очередь	1	2
217	говоря уже	4	2
218	на том	1	2
219	что у	2	2
220	что для	1	2
221	одного из	2	2
222	как у	4	2
223	в конечном	1	2
224	партии и	1	2
225	к нему	1	2
226	нуждается в	1	2
227	в глазах	3	2
228	а именно	5	2
229	тех пор	1	2
230	но так	1	2
231	с ними	2	2
232	отказ от	2	2
233	с одной	4	2
234	конечно не	1	2
235	был бы	1	2
236	силы для	1	2
237	никогда не	4	2
238	и даже	2	2
239	сюда же	1	2
240	еще и	2	2
241	в живом	2	2
242	превращается в	1	2
243	смысла и	1	2
244	а на	2	2
245	на этот	1	2
246	не на	1	2
247	он и	2	2
248	и вовсе	2	2
249	в частности	11	2
250	в иных	3	2
251	в той	1	2
252	за рамки	1	2
253	как будто	4	2
254	быть не	2	2
255	материал для	1	2
256	ли не	1	2
257	каждый данный	1	2
258	с этой	2	2
259	протеста против	1	2
260	и для	4	2
261	и от	1	2
262	сознания и	2	2
263	о котором	1	2
264	и все	1	2
265	будто бы	1	2
266	все они	2	2
267	в свою	2	2
268	не говоря	4	2
269	в своих	2	2
270	этой точки	1	2
271	всем и	1	1
272	к произведениям	1	1
273	в сердце	1	1
274	за которым	1	1
275	в котором	1	1
276	по которым	1	1
277	исходит из	1	1
278	едва ли	3	1
279	по его	1	1
280	есть не	1	1
281	годы не	1	1
282	бы уже	1	1
283	не сомневается	2	1
284	о помощи	1	1
285	совпадает с	1	1
286	что иное	1	1
287	само слово	1	1
288	поэзии не	1	1
289	мы и	2	1
290	и он	1	1
291	разумеется не	3	1
292	он был	1	1
293	иное как	1	1
294	столь же	1	1
295	время в	2	1
296	бы то	2	1
297	с его	6	1
298	сказать и	2	1
299	как правило	1	1
300	побуждает к	1	1
301	своего материала	1	1
302	по отношению	4	1
303	в общем	1	1
304	уже как	1	1
305	себе и	1	1
306	нет и	1	1
307	определяется не	1	1
308	сама по	1	1
309	к сожалению	1	1
310	так что	1	1
311	здесь очевидно	1	1
312	идет о	1	1
313	в рамках	4	1
314	независимо от	1	1
315	общего с	1	1
316	вспомним что	1	1
317	нынешнем его	1	1
318	и как	3	1
319	что по	1	1
320	и к	3	1
321	ход мысли	1	1
322	то в	3	1
323	себе как	1	1
324	в целом	5	1
325	не оставляет	1	1
326	но без	2	1
327	ни одна	1	1
328	что автор	1	1
329	еще один	2	1
330	и отношения	1	1
331	что к	1	1
332	в себе	6	1
333	но он	1	1
334	тому же	5	1
335	в случае	2	1
336	что без	1	1
337	если для	1	1
338	она становится	1	1
339	все те	1	1
340	в ссср	1	1
341	и утверждает	1	1
