N	3gram	Potebnia_M_4	Komedia
1	до сих пор	4	9
2	в том что	7	9
3	для того чтобы	4	6
4	в свою очередь	1	6
5	в то же	3	4
6	о том что	5	4
7	то же время	3	4
8	с самого начала	1	4
9	по отношению к	8	3
10	о том как	1	3
11	с точки зрения	3	3
12	и т п	4	3
13	вместе с тем	3	3
14	в связи с	1	3
15	во всяком случае	3	3
16	до тех пор	6	3
17	и в самом	1	3
18	речь идет о	1	3
19	с одной стороны	1	3
20	тем не менее	4	3
21	то же самое	4	3
22	хотя и не	1	2
23	так или иначе	2	2
24	в этом случае	5	2
25	в этом отношении	1	2
26	по отношению ко	1	2
27	с другой стороны	1	2
28	в то время	1	2
29	что и в	2	2
30	то в его	1	1
31	таким образом если	1	1
32	не в состоянии	2	1
33	в силу этого	1	1
34	и к тому	1	1
35	в виду что	1	1
36	отношению ко всем	1	1
37	равно как и	2	1
38	подобно тому как	2	1
39	в том числе	1	1
40	и в остальных	1	1
41	во время своего	1	1
42	себе в этом	1	1
43	не отличаются от	1	1
44	не было и	2	1
45	и не может	1	1
46	на то что	4	1
47	может быть только	1	1
48	по крайней мере	5	1
49	таким же образом	1	1
50	нас в этом	1	1
51	в настоящее время	1	1
52	в том чтобы	1	1
53	еще до этого	1	1
54	том что человек	1	1
55	же самое что	1	1
56	но при этом	1	1
57	и в отношении	1	1
58	это не так	1	1
59	к лицу с	1	1
60	как мы не	1	1
61	со стороны его	1	1
62	мы можем судить	2	1
63	сих пор не	1	1
64	можно сказать что	4	1
65	на вопрос почему	2	1
66	ничего общего с	1	1
67	во сне не	1	1
68	и до сих	2	1
69	и тем более	1	1
70	вопрос о том	2	1
71	не менее в	1	1
72	по тому что	1	1
73	если бы не	2	1
74	после того как	2	1
75	таким образом что	2	1
76	к тому что	1	1
77	что он говорит	1	1
78	друг от друга	1	1
79	на одном из	1	1
80	и в этом	4	1
81	тех пор не	2	1
82	лицом к лицу	1	1
83	но если бы	1	1
84	человека в глазах	1	1
85	еще один вопрос	1	1
86	в том же	2	1
87	том числе и	1	1
88	и т д	3	1
89	что речь идет	1	1
90	в свое время	1	1
