N	2gram	Voloshinov_1	formyVre
1	и в	38	46
2	в этом	10	22
3	прежде всего	21	14
4	вовсе не	2	13
5	в романе	1	13
6	и его	7	12
7	во всех	6	11
8	только в	6	11
9	не только	27	11
10	точки зрения	10	10
11	то есть	4	10
12	в том	2	10
13	но в	5	10
14	как бы	28	10
15	и для	3	9
16	не в	6	9
17	вместе с	5	9
18	но и	13	9
19	и не	14	9
20	мира и	1	9
21	мы уже	10	9
22	у него	1	9
23	в связи	2	8
24	как и	10	8
25	жизни и	3	8
26	связи с	3	8
27	того чтобы	7	8
28	потому что	5	8
29	то же	14	8
30	в его	6	8
31	с точки	5	8
32	для того	9	8
33	в основном	1	8
34	из них	3	8
35	так и	6	7
36	в одном	3	7
37	то что	8	7
38	всех этих	1	7
39	так сказать	4	7
40	и на	6	7
41	может быть	13	7
42	все же	7	6
43	и с	5	6
44	еще не	3	6
45	и наконец	5	6
46	при этом	9	6
47	и все	4	6
48	и во	1	6
49	здесь в	1	6
50	те же	4	6
51	его в	4	6
52	и явлений	1	6
53	никогда не	7	6
54	как мы	9	6
55	в основе	2	6
56	в особенности	1	6
57	человека в	2	6
58	все это	4	6
59	так как	7	6
60	все эти	2	5
61	связанные с	2	5
62	но не	2	5
63	что в	1	5
64	в дальнейшем	2	5
65	в то	9	5
66	с этим	2	5
67	должно быть	2	5
68	в нем	4	5
69	он не	2	5
70	в частности	3	5
71	тела и	1	5
72	в своем	1	5
73	в себе	9	4
74	же время	7	4
75	место в	2	4
76	же в	1	4
77	в котором	3	4
78	и их	5	4
79	отнюдь не	10	4
80	с ним	2	4
81	так что	1	4
82	и самое	1	4
83	все его	1	4
84	с этой	1	4
85	отношения к	3	4
86	как в	2	4
87	из этих	1	4
88	человека и	1	4
89	за ними	2	4
90	еще более	2	4
91	в истории	1	4
92	значение и	1	4
93	уже говорили	1	4
94	том же	1	4
95	и он	2	4
96	в мире	2	4
97	также и	2	4
98	их в	3	4
99	о том	4	4
100	а не	6	4
101	уже в	5	4
102	конечно не	3	4
103	том что	3	4
104	прежде чем	2	3
105	в форме	6	3
106	в другом	1	3
107	таким образом	7	3
108	вопросы эти	1	3
109	большинстве случаев	1	3
110	не было	2	3
111	кроме того	2	3
112	самое время	2	3
113	как можно	1	3
114	в большинстве	1	3
115	с помощью	6	3
116	и другие	1	3
117	в их	1	3
118	а в	5	3
119	на протяжении	1	3
120	мы наблюдаем	1	3
121	здесь мы	3	3
122	отношение к	2	3
123	для него	3	3
124	того что	4	3
125	следовательно и	1	3
126	а затем	1	3
127	связанных с	3	3
128	нет и	3	3
129	к тому	4	3
130	что и	3	3
131	и даже	3	3
132	в этих	2	3
133	та же	3	3
134	в качестве	4	3
135	при виде	1	3
136	тот же	2	3
137	что было	3	3
138	не является	5	3
139	весь мир	1	3
140	тем что	2	3
141	хотя и	3	3
142	и художественного	1	3
143	о чем	1	3
144	уже не	4	3
145	ему в	1	3
146	в виду	3	3
147	на первый	1	3
148	отчасти и	1	3
149	слова и	5	3
150	как уже	2	3
151	мы будем	6	3
152	роль в	3	3
