N	2gram	Vinokur_St_3	Myshleni
1	речи и	1	30
2	в этом	24	29
3	точки зрения	7	28
4	и в	25	26
5	для себя	1	24
6	не только	12	24
7	то что	12	24
8	таким образом	10	23
9	с точки	4	21
10	представляет собой	1	19
11	того чтобы	1	19
12	для того	2	18
13	в том	20	18
14	и не	10	18
15	том что	15	17
16	потому что	5	16
17	как и	4	15
18	к слову	2	14
19	как мы	2	14
20	того что	5	14
21	так как	3	14
22	так же	1	14
23	с помощью	1	13
24	и его	3	12
25	вместе с	2	12
26	что в	19	12
27	в которой	4	11
28	только не	1	11
29	но и	9	11
30	не может	7	11
31	что они	2	10
32	в развитии	2	10
33	по своей	1	10
34	в сущности	2	9
35	в самом	2	9
36	тому что	3	9
37	тем что	19	9
38	что мы	3	9
39	то же	5	8
40	той же	2	8
41	что она	1	8
42	что он	19	8
43	только в	6	8
44	свое выражение	1	8
45	ее в	2	8
46	сказать что	4	8
47	и то	1	7
48	мы не	2	7
49	и к	4	7
50	с самого	2	7
51	самого начала	2	7
52	к тому	2	7
53	по мере	1	7
54	может быть	19	7
55	прежде всего	10	7
56	самом деле	2	6
57	вопрос о	1	6
58	во всех	2	6
59	все же	4	6
60	что это	16	6
61	все эти	3	6
62	было бы	7	6
63	и тем	4	6
64	в ее	1	6
65	что эта	2	6
66	нас к	2	6
67	между собой	1	6
68	и что	3	6
69	заключается в	2	6
70	связь между	1	6
71	в какой	3	6
72	именно в	1	6
73	а не	5	6
74	как бы	6	6
75	в смысле	4	6
76	как на	6	6
77	все что	1	6
78	тем же	1	5
79	из всех	1	5
80	в целом	4	5
81	как говорит	1	5
82	и с	4	5
83	с тем	4	5
84	что этот	3	5
85	тогда когда	2	5
86	слова как	2	5
87	же самое	1	5
88	является в	1	5
89	если бы	4	5
90	в виду	2	5
91	на вопрос	3	5
92	можно сказать	4	5
93	как она	1	5
94	и значением	1	5
95	с одной	2	5
96	в качестве	4	5
97	в начале	4	5
98	одно из	2	5
99	и их	1	5
100	слова в	1	5
101	одной стороны	3	5
102	речи а	1	5
103	до конца	3	5
104	в данном	1	5
105	с этой	3	5
106	и для	4	5
107	в речи	4	5
108	бы в	1	5
109	только что	2	5
110	показать что	1	4
111	отношения между	5	4
112	еще не	2	4
113	с другой	5	4
114	если в	2	4
115	как в	6	4
116	целый ряд	1	4
117	но в	5	4
118	не можем	1	4
119	на то	5	4
120	и во	2	4
121	чем в	1	4
122	в такой	2	4
123	в котором	5	4
124	не в	6	4
125	в той	1	4
126	не менее	2	4
127	никогда не	2	4
128	связи с	3	4
129	в области	6	4
130	слова с	1	4
131	перейти к	1	4
132	приводит к	1	4
133	что у	2	4
134	о том	8	4
135	в его	12	4
136	и только	2	4
137	в свете	1	4
138	одной из	2	4
139	по этому	3	4
140	так что	11	4
141	во внешней	1	4
142	то и	2	4
143	в конце	6	4
144	друг друга	1	4
145	это есть	4	4
146	о чем	1	4
147	и наконец	3	4
148	этой точки	1	4
149	гораздо более	2	4
150	связана с	4	3
151	на самом	1	3
152	в первом	1	3
153	что эти	4	3
154	собственном смысле	1	3
155	есть не	1	3
156	совпадает с	1	3
157	в ней	4	3
158	в чем	4	3
159	мышления как	1	3
160	но не	2	3
161	очевидно что	1	3
162	нет и	2	3
163	в этой	14	3
164	в одной	2	3
165	самом начале	1	3
166	из этих	6	3
167	он не	5	3
168	чем у	1	3
169	и по	2	3
170	так и	5	3
171	об этом	5	3
172	мы видели	1	3
173	такой же	2	3
174	для него	3	3
175	в своей	4	3
176	мы в	1	3
177	друг другу	1	3
178	тем не	2	3
179	состоит в	4	3
180	по себе	1	3
181	случае в	2	3
182	что ему	1	3
183	на котором	2	3
184	к изучению	1	3
185	идет в	1	3
186	в самой	1	3
187	пути и	1	3
188	каждой из	1	3
189	этом отношении	4	3
190	отличается от	4	3
191	его с	1	3
192	но также	2	3
193	в собственном	1	3
194	последнее время	1	3
195	для этого	2	3
196	с ним	1	3
197	этому поводу	2	3
198	во втором	2	3
199	что и	1	3
200	это не	7	3
201	движения в	2	3
202	к нему	4	3
203	мы видим	4	3
204	есть в	2	3
205	мы находим	2	3
206	как раз	3	3
207	из двух	1	3
208	до сих	2	3
209	в живом	1	3
210	смысле этого	1	3
211	этого слова	2	3
212	и о	1	3
213	сих пор	2	3
214	но это	4	3
215	о его	1	3
216	все это	8	3
217	не является	3	3
218	совершается в	1	3
219	находит свое	3	3
220	в то	7	3
221	и другой	1	3
222	не означает	1	3
223	как известно	1	2
224	ту же	1	2
225	отношения к	1	2
226	одним из	1	2
227	также и	1	2
228	а из	1	2
229	то в	4	2
230	речи на	1	2
231	и до	1	2
232	не раз	1	2
233	что если	2	2
234	благодаря тому	1	2
235	время как	4	2
236	мы и	1	2
237	этого термина	2	2
238	и он	1	2
239	что его	2	2
240	ответ на	5	2
241	отношение к	4	2
242	относится к	4	2
243	идет о	1	2
244	с этим	7	2
245	что ее	1	2
246	остановиться на	1	2
247	говорит что	5	2
248	что по	3	2
249	его к	2	2
250	но эта	1	2
251	в известном	1	2
252	раз в	1	2
253	на его	4	2
254	в нем	1	2
255	то как	1	2
256	одной и	1	2
257	этот период	1	2
258	его от	1	2
259	от нее	3	2
260	а затем	1	2
261	поэзии и	1	2
262	к другу	1	2
