N	3gram	Tiupa_Lite_1	Problemy
1	с точки зрения	2	9
2	до сих пор	1	8
3	не может быть	1	8
4	в большинстве случаев	1	8
5	по отношению к	2	5
6	то же время	5	5
7	в то же	5	5
8	в самом деле	1	4
9	в том числе	1	4
10	к себе самому	1	3
11	как раз и	1	3
12	в отличие от	5	3
13	преступления и наказания	1	3
14	с другой стороны	1	3
15	дело в том	2	2
16	можно было бы	1	2
17	в том что	11	2
18	но в то	1	2
19	о том что	2	2
20	то есть от	1	2
21	в отношении к	1	2
22	бы ни были	1	1
23	мы чувствуем что	1	1
24	и не о	1	1
25	но в большинстве	1	1
26	к другому а	1	1
27	иметь в виду	1	1
28	прежде всего в	3	1
29	одним и тем	1	1
30	в этом последнем	1	1
31	том что он	1	1
32	в том же	3	1
33	каковы бы ни	1	1
34	на том или	1	1
35	не могли быть	1	1
36	лишь тогда когда	1	1
37	между тем как	1	1
38	не к другому	1	1
39	при этом не	1	1
40	резко отличается от	1	1
41	от языка как	1	1
42	но дело в	1	1
43	в значительной степени	1	1
44	в данном случае	4	1
45	и тем же	1	1
46	не показывает нам	1	1
47	с одной стороны	2	1
48	а как бы	1	1
49	как один из	1	1
50	но при этом	2	1
51	для него в	1	1
52	так или иначе	8	1
53	в xix веке	1	1
54	в связи с	4	1
55	выразить себя в	1	1
56	а не как	1	1
57	к тому же	1	1
58	во всяком случае	2	1
59	но только в	1	1
60	не в одном	1	1
61	как в данном	1	1
62	в борисе годунове	1	1
63	не могло быть	2	1
64	с самого начала	1	1
65	в пределах одной	1	1
66	единого и единственного	1	1
67	не только в	4	1
68	но все же	1	1
69	он и сам	3	1
70	как мы знаем	1	1
71	все что ему	1	1
72	а во второй	1	1
73	как и всякое	1	1
74	в художественном мире	1	1
75	никогда не бывает	1	1
76	от чужого слова	1	1
77	бы не было	1	1
