N	2gram	Nazirov_Vr_1	Tvorches
1	у достоевского	4	30
2	и в	8	20
3	в году	18	16
4	в романе	6	15
5	не только	9	13
6	никогда не	2	11
7	м м	2	11
8	преступлении и	1	11
9	как бы	4	11
10	в преступлении	1	10
11	таким образом	2	10
12	в то	5	10
13	в его	3	10
14	и наказании	1	10
15	достоевского в	7	9
16	и его	3	9
17	там же	2	9
18	же с	1	9
19	и не	5	9
20	достоевского не	4	8
21	при этом	4	8
22	и с	6	8
23	в том	3	8
24	может быть	4	8
25	в этом	8	8
26	прежде всего	1	8
27	но и	7	8
28	то же	5	7
29	это не	4	7
30	представление о	1	7
31	же время	5	7
32	наряду с	3	7
33	года в	7	7
34	потому что	1	7
35	достоевский в	8	7
36	не может	2	7
37	что в	7	7
38	из подполья	3	6
39	в целом	1	6
40	как и	6	6
41	в своей	2	6
42	романа идиот	1	6
43	что он	4	6
44	так и	1	6
45	в конце	3	6
46	у него	5	6
47	именно в	1	6
48	романе достоевского	1	6
49	в бесах	10	6
50	в основном	1	6
51	все это	4	6
52	еще не	2	5
53	но не	1	5
54	все же	6	5
55	героев достоевского	1	5
56	в этой	2	5
57	и сам	1	5
58	в мире	2	5
59	достоевский не	3	5
60	о том	4	5
61	и даже	6	5
62	достоевского с	9	5
63	но это	2	5
64	так же	4	5
65	и достоевский	2	4
66	что они	1	4
67	отнюдь не	2	4
68	как в	1	4
69	хотя и	1	4
70	но в	6	4
71	что у	3	4
72	об этом	5	4
73	соответствии с	1	4
74	года и	1	4
75	в черновиках	3	4
76	тем самым	1	4
77	первая часть	1	4
78	ничего не	1	4
79	по нашему	3	4
80	легенда о	1	4
81	в духе	1	4
82	в известной	1	4
83	в чем	3	4
84	н м	1	4
85	в душе	1	4
86	а в	2	4
87	нашему мнению	1	4
88	марта года	3	4
89	в соответствии	1	4
90	и от	1	4
91	героя в	1	4
92	том что	3	4
93	м бахтин	1	4
94	но у	1	4
95	одним из	3	3
96	же как	2	3
97	и отчасти	1	3
98	человека и	1	3
99	по мнению	2	3
100	х годов	4	3
101	что достоевский	4	3
102	он сам	2	3
103	роман достоевского	2	3
104	а с	2	3
105	тогда как	2	3
106	г а	5	3
107	в зимних	1	3
108	в письмах	2	3
109	в себе	2	3
110	в нем	6	3
111	он не	3	3
112	в записках	1	3
113	в плане	1	3
114	человека в	3	3
115	его в	3	3
116	в самом	1	3
117	в котором	6	3
118	в их	1	3
119	место в	2	3
120	в дневнике	4	3
121	своего рода	1	3
122	тем что	3	3
123	одна из	2	3
124	года он	3	3
125	и это	2	3
126	быть может	1	3
127	с ним	4	3
128	до сих	1	3
129	между тем	5	3
130	достоевского это	1	3
131	романа и	1	3
132	апреля года	3	3
133	уже не	2	3
134	записках из	1	3
135	в начале	6	3
136	о великом	1	3
137	для него	2	3
138	ф м	1	3
139	то что	7	3
140	подпольного человека	4	3
141	к роману	1	3
142	в рассказе	1	3
143	в свете	1	3
144	вместе с	2	3
145	зимних заметках	1	3
146	сих пор	1	3
147	нет ничего	1	3
148	один из	1	3
149	но зато	1	3
150	года достоевский	3	3
151	д в	1	3
152	в своих	4	3
153	к этому	3	3
154	в таком	1	3
155	как известно	1	2
156	начинается с	1	2
157	от этой	1	2
158	и есть	1	2
159	по преимуществу	1	2
160	он всегда	1	2
161	преступления и	1	2
162	говорить о	1	2
163	этот факт	1	2
164	я не	3	2
165	и он	2	2
166	о летних	1	2
167	как правило	1	2
168	в ее	1	2
169	истории нравов	1	2
170	тут же	1	2
171	преступление и	1	2
172	во многом	4	2
173	в истории	4	2
174	летних впечатлениях	1	2
175	и наконец	1	2
176	в этот	3	2
177	с князем	2	2
178	тому же	1	2
179	во многих	1	2
180	но ведь	1	2
181	романа достоевский	1	2
182	окончательный текст	1	2
183	при виде	1	2
184	едва ли	1	2
185	сердце и	1	2
186	том же	2	2
187	достоевским как	1	2
188	при помощи	2	2
189	и наказания	2	2
190	достоевского и	7	2
191	которой он	1	2
192	такой же	1	2
193	что я	2	2
194	одном из	1	2
195	права на	2	2
196	идиот и	1	2
197	у тургенева	11	2
198	в окончательный	1	2
199	их в	2	2
200	не могли	1	2
201	что этот	1	2
202	так он	1	2
203	этой сцене	1	2
204	не менее	2	2
205	достоевский писал	2	2
206	как о	1	2
207	в процессе	1	2
208	в петербург	3	2
209	в русской	3	2
210	и лишь	1	2
211	другой стороны	1	2
212	достоевского еще	1	2
213	в роман	2	2
214	и далее	2	2
215	могут быть	1	2
216	ли не	1	2
217	ориентировался на	1	2
218	и записки	1	2
219	же не	2	2
220	тургенев в	4	2
221	достоевского к	3	2
222	как по	1	2
223	так в	2	2
224	роль в	1	2
225	веру в	1	2
226	он писал	2	2
227	и что	8	2
228	не стоит	1	2
229	в честь	2	2
230	в литературной	1	2
231	крайней мере	1	2
232	всяком случае	1	2
233	в ту	1	2
234	а н	2	2
235	в литературе	1	2
236	к которому	1	2
237	и ее	2	2
238	себя в	1	2
239	и у	3	2
240	уже в	4	2
241	из них	2	2
242	его и	2	2
243	в одном	1	2
244	но достоевский	1	2
245	давно уже	3	2
246	записки из	2	2
247	друг друга	1	2
248	рядом с	2	2
249	с другой	1	2
250	с героями	1	2
251	не было	5	2
252	года когда	1	2
253	на этот	1	2
254	по крайней	1	2
255	и вообще	1	2
256	н к	1	2
257	в частности	1	2
258	начиная с	2	2
259	не знал	1	2
260	в россии	5	2
261	несравненно более	1	2
262	тургенева что	2	2
263	создания романа	1	2
264	в первой	1	2
265	него в	1	2
266	заметках о	1	2
267	более того	1	2
268	себя на	1	2
269	о достоевском	2	2
270	более всего	1	2
271	для достоевского	1	2
272	из этого	1	2
273	сам в	1	2
274	во всяком	1	2
275	ну что	1	1
276	этого романа	1	1
277	и рассказы	1	1
278	вряд ли	1	1
279	эпохой романтизма	1	1
280	можно говорить	1	1
281	речь идет	3	1
282	алексей бобринский	1	1
283	а между	1	1
284	не имел	1	1
285	н ф	1	1
286	это и	1	1
287	книг такое	1	1
288	случае о	1	1
289	поэтому он	1	1
290	человека достоевский	1	1
291	о забитой	1	1
292	смерти отца	1	1
293	той же	1	1
294	в литературу	1	1
295	из всех	1	1
296	отцов и	4	1
297	жестокий талант	1	1
298	русской аристократии	2	1
299	у гоголя	1	1
300	ряд упоминаний	1	1
301	что уже	1	1
302	на место	2	1
303	которой достоевский	1	1
304	печати и	2	1
305	роман в	1	1
306	выразилось в	1	1
307	это отношение	1	1
308	мы получаем	1	1
309	достоевский был	2	1
310	петербурга и	1	1
311	ты как	1	1
312	свою очередь	1	1
313	он был	3	1
314	из книг	1	1
315	ту эпоху	1	1
316	не был	1	1
317	с его	3	1
318	во всех	1	1
319	а тем	1	1
320	и и	1	1
321	о смерти	1	1
322	но как	2	1
323	не все	1	1
324	если в	1	1
325	ответ на	2	1
326	есть по	1	1
327	мог знать	2	1
328	в комедии	1	1
329	в жизни	1	1
330	отношение к	2	1
331	позиции тургенева	1	1
332	как князь	1	1
333	человеческого достоинства	1	1
334	сама жизнь	1	1
335	автора в	1	1
336	с этим	1	1
337	с маркизом	1	1
338	традиции к	1	1
339	сей день	1	1
340	встрече с	1	1
341	в мысли	1	1
342	мая года	2	1
343	третий раз	1	1
344	персонажей достоевского	1	1
345	и как	3	1
346	хочет сделать	1	1
347	нападает на	1	1
348	не являются	1	1
349	души любил	1	1
350	и детей	4	1
351	христианство с	1	1
352	сложности понятия	1	1
353	за границей	2	1
354	романе не	1	1
355	достоевского хотя	1	1
356	же быть	1	1
357	что это	1	1
358	живет в	1	1
359	всего романа	1	1
360	в известном	2	1
361	за это	1	1
362	романа это	1	1
363	наконец я	1	1
364	на то	3	1
365	реального прототипа	1	1
366	после этого	2	1
367	анекдоты и	1	1
368	от которого	1	1
369	о которой	2	1
370	высшей степени	1	1
371	дать лишь	1	1
372	на тургенева	7	1
373	в силу	1	1
374	свои собственные	1	1
375	уже говорилось	1	1
376	на свое	1	1
377	интересует другое	1	1
378	я с	1	1
379	твери в	1	1
380	свободой и	1	1
381	совпадают с	1	1
382	о прототипе	1	1
383	вскоре в	1	1
384	специальных обзоров	1	1
385	об этой	2	1
386	позволительно предположить	1	1
387	в глубине	1	1
388	достоевского о	3	1
389	в будущее	1	1
390	современного испанского	1	1
391	заключается в	1	1
392	в глазах	2	1
393	было бы	1	1
394	известного русского	1	1
395	лишь характеристику	1	1
396	в париже	3	1
397	в них	2	1
398	и пригласил	1	1
399	всю жизнь	1	1
400	несмотря на	4	1
401	начала дать	1	1
402	мы знаем	2	1
403	восходят к	1	1
404	в развитии	1	1
405	славянского съезда	1	1
406	вячеслав иванов	1	1
407	в оскорблении	1	1
408	дают оснований	1	1
409	не мог	2	1
410	вошел в	1	1
411	в эту	2	1
412	в этих	1	1
413	в призраках	1	1
414	во время	2	1
415	на бульваре	1	1
416	даже поведение	1	1
417	их прототипы	1	1
418	рядом деталей	1	1
419	над тем	1	1
420	молодого человека	1	1
421	вины в	1	1
422	м о	1	1
423	достоевский всегда	2	1
424	прототипа ему	1	1
425	больше не	1	1
426	художником а	1	1
427	время самой	1	1
428	достоевский уже	3	1
429	и о	3	1
430	писателя для	1	1
431	сам же	1	1
432	дон кихота	1	1
433	некоторые соображения	1	1
434	войне и	1	1
435	в поэме	1	1
436	но он	3	1
437	ставрогина в	4	1
438	однако в	1	1
439	текущей истории	1	1
440	возвращается к	1	1
441	далее я	1	1
442	и достоевского	9	1
443	прототипе ставрогина	2	1
444	разработки сюжета	1	1
445	смеявшегося над	1	1
446	жизнь его	1	1
447	вплоть до	1	1
448	сам достоевский	3	1
449	конце х	1	1
450	человечества и	1	1
451	в обоих	1	1
452	которой не	1	1
453	писателя за	1	1
454	литературу как	1	1
455	книгой в	2	1
456	героев и	1	1
457	точно так	1	1
458	кстати в	1	1
459	н майкову	1	1
460	творчества достоевского	1	1
461	письме к	4	1
462	не имеет	1	1
463	через него	1	1
464	вошедшая в	1	1
465	писал м	1	1
466	дает нам	1	1
467	его судьбу	1	1
468	новых времен	1	1
469	крестьян и	1	1
470	и мире	1	1
471	же он	1	1
472	сервантеса достоевский	1	1
473	характеристику самой	1	1
474	считать что	1	1
475	событий и	1	1
476	отношение автора	1	1
477	ли это	1	1
478	ему не	1	1
479	в момент	2	1
480	без внимания	1	1
481	к себе	2	1
482	надежды на	1	1
483	в среде	2	1
484	во все	1	1
485	похож на	1	1
486	сходство с	1	1
487	за что	1	1
488	на это	2	1
489	ничего общего	1	1
490	году в	2	1
491	детали биографии	1	1
492	у себя	1	1
493	меня в	1	1
494	но при	1	1
495	у чехова	1	1
496	на основе	2	1
497	в в	2	1
498	относился к	3	1
499	на той	1	1
500	то время	1	1
501	этот роман	2	1
502	потерпело неудачу	1	1
503	его были	1	1
504	этот период	1	1
505	не с	1	1
506	ясно что	1	1
507	связан с	1	1
508	о грехе	1	1
509	собой в	1	1
510	тургенева достоевский	3	1
511	в твери	1	1
512	которого у	1	1
513	чем у	1	1
514	еще в	1	1
515	забитой лошади	1	1
516	во второй	1	1
517	том как	1	1
518	жизнь и	1	1
519	с героем	1	1
520	образа князя	1	1
521	в виду	4	1
522	мнение современного	1	1
523	письмах достоевского	1	1
524	грустной из	1	1
525	о нем	6	1
526	приближается к	1	1
527	году и	2	1
528	о своей	1	1
529	№ он	1	1
530	столь же	2	1
531	подменяя специальных	1	1
532	явление новых	1	1
533	с ненавистью	1	1
534	центрального образа	2	1
535	мае года	2	1
536	русской литературе	3	1
537	и конечное	1	1
538	этот момент	2	1
539	романа в	1	1
540	в виноградов	2	1
541	не знаю	1	1
542	смеха и	1	1
543	признавал этот	1	1
544	освобождения крестьян	4	1
545	нас интересует	1	1
546	известном смысле	1	1
547	в петербурге	1	1
548	сразу же	1	1
549	он стал	1	1
550	пришел к	2	1
551	ли он	1	1
552	то в	1	1
553	то он	1	1
554	такое же	1	1
555	обзоров попытаемся	1	1
556	души и	1	1
557	сюжета достоевский	1	1
558	за которую	1	1
559	произведений достоевского	1	1
560	достоевский признавал	1	1
561	связи с	3	1
562	истории человечества	1	1
563	своим собственным	1	1
564	нас испанцев	1	1
565	достоевский при	1	1
566	предположение что	1	1
567	высоко ценил	1	1
568	характер князя	1	1
569	достоевский так	1	1
570	сервантеса смеявшегося	1	1
571	и их	1	1
572	в письме	5	1
573	от архаического	1	1
574	юмор сервантеса	1	1
575	считал тургенева	1	1
576	конце жизни	1	1
577	всегда считал	1	1
578	роман величайшей	1	1
579	испанцев настоящий	1	1
580	самой грустной	1	1
581	от апреля	1	1
582	и никогда	1	1
583	за человек	1	1
584	как раз	2	1
585	это юмор	1	1
586	не просто	1	1
587	достоевский и	8	1
588	же это	1	1
589	ничуть не	1	1
590	десять лет	1	1
591	в мае	2	1
592	неудачу наше	1	1
593	и сестра	1	1
594	меланхолическая улыбка	1	1
595	самом потерпело	1	1
596	сравнивал достоевского	1	1
597	весной года	4	1
598	в высшей	1	1
599	если достоевский	1	1
600	другое достоевский	1	1
601	интересно в	1	1
602	а одна	1	1
603	его с	2	1
604	типичен для	1	1
605	в предисловии	1	1
606	стоит преувеличивать	1	1
607	мысль на	3	1
608	что для	1	1
609	с дон	1	1
610	белинского и	1	1
611	это меланхолическая	1	1
612	выше и	1	1
613	попытаемся для	1	1
614	так это	1	1
615	за год	2	1
616	и считает	1	1
617	архаического смеха	1	1
618	для начала	1	1
619	человек в	1	1
620	эта фабула	2	1
621	с н	1	1
622	одну из	1	1
623	период достоевский	1	1
624	и я	1	1
625	испанского писателя	1	1
626	чувство юмора	1	1
627	лишними людьми	1	1
628	под влиянием	1	1
629	в связи	3	1
630	кихота сервантеса	1	1
631	уже давно	1	1
632	уверенности что	1	1
633	из парижа	1	1
634	эти слова	3	1
635	время с	1	1
636	настоящий юмор	1	1
637	с первого	1	1
638	и а	2	1
