N	2gram	Voloshinov_1	Dialekti
1	не есть	3	40
2	и не	26	30
3	это –	4	25
4	и есть	3	19
5	а не	7	18
6	ничего не	6	17
7	может быть	26	17
8	то что	8	16
9	и в	19	15
10	– в	10	15
11	как бы	15	14
12	точки зрения	34	14
13	не имеет	3	14
14	так как	2	14
15	что это	1	13
16	по себе	4	13
17	того что	3	13
18	это не	1	12
19	в этом	16	11
20	и вот	1	11
21	говорить о	1	11
22	ясно что	5	11
23	в том	6	11
24	прежде всего	13	11
25	не может	24	11
26	и все	5	11
27	том что	3	10
28	в основе	2	10
29	потому что	1	10
30	с ее	2	10
31	она есть	1	10
32	это и	3	9
33	то же	7	9
34	мы не	6	9
35	было бы	4	9
36	с точки	20	9
37	в виду	2	9
38	и что	1	9
39	уже не	1	9
40	и пр	12	9
41	значит что	1	9
42	все это	3	9
43	в чем	2	8
44	не в	5	8
45	в себе	2	8
46	не только	8	8
47	ни в	2	8
48	и это	3	8
49	и ее	3	8
50	это значит	1	8
51	не что	1	8
52	должна быть	2	7
53	не просто	2	7
54	как и	12	7
55	теперь мы	3	7
56	и вообще	2	7
57	и его	19	7
58	только в	9	7
59	что мы	1	7
60	или в	2	7
61	что он	2	7
62	что в	4	7
63	хотя и	1	6
64	и тем	1	6
65	если бы	2	6
66	в то	3	6
67	же время	3	6
68	что и	2	6
69	так что	1	6
70	вовсе не	5	6
71	и даже	2	6
72	нет ничего	3	6
73	в результате	9	6
74	сказать что	4	6
75	той же	2	5
76	в сущности	3	5
77	и на	4	5
78	быть в	2	5
79	с его	1	5
80	сама по	2	5
81	в своем	2	5
82	то в	2	5
83	в нем	10	5
84	что такое	2	5
85	что я	1	5
86	в ней	4	5
87	но что	1	5
88	того чтобы	5	5
89	тогда когда	1	5
90	как таковой	1	5
91	в каком	3	5
92	таким образом	17	5
93	как только	1	5
94	о том	2	5
95	так и	11	5
96	другими словами	2	5
97	можно сказать	3	5
98	именно в	5	5
99	они –	1	5
100	диалектический синтез	1	5
101	если мы	11	5
102	для того	4	5
103	как же	4	5
104	знания и	1	5
105	– не	6	5
106	в меру	1	5
107	– это	8	5
108	– мы	1	5
109	в смысле	6	5
110	и для	11	5
111	но если	2	5
112	– как	2	5
113	также и	1	4
114	хотя бы	5	4
115	она –	1	4
116	в этой	1	4
117	и как	3	4
118	с их	1	4
119	бы только	1	4
120	не как	2	4
121	подобно тому	1	4
122	то ни	8	4
123	и с	2	4
124	этом смысле	2	4
125	с тем	1	4
126	она не	2	4
127	той или	1	4
128	ничего общего	5	4
129	что все	2	4
130	– совершенно	1	4
131	– и	4	4
132	еще не	4	4
133	в его	6	4
134	мы должны	3	4
135	мы видим	1	4
136	с ними	1	4
137	в одном	1	4
138	не о	1	4
139	само по	1	4
140	как раз	2	4
141	отнюдь не	6	4
142	так же	7	4
143	в особенности	1	4
144	тому как	1	4
145	лишь как	1	4
146	бы в	2	4
147	и познание	1	4
148	именно о	1	4
149	жизни и	2	4
150	но и	8	4
151	должны быть	3	4
152	то на	1	3
153	и то	1	3
154	так чтобы	1	3
155	и бытия	1	3
156	может осуществиться	2	3
157	то мы	2	3
158	а если	1	3
159	изменения и	1	3
160	со стороны	1	3
161	в истории	3	3
162	общего с	3	3
163	как в	4	3
164	с этим	4	3
165	и наконец	1	3
166	но в	7	3
167	от этого	2	3
168	та же	1	3
169	бы и	2	3
170	все эти	7	3
171	и если	1	3
172	одной и	2	3
173	от нее	2	3
174	мы уже	2	3
175	– то	3	3
176	всегда и	1	3
177	в данном	4	3
178	в один	1	3
179	можно только	1	3
180	в своей	3	3
181	– только	1	3
182	и той	2	3
183	возможно только	1	3
184	в предыдущем	1	3
185	есть прежде	1	3
186	мы можем	2	3
187	найти в	1	3
188	как формы	1	3
189	нет ни	2	3
190	могут быть	2	3
191	лежит в	1	3
192	к жизни	1	3
193	и необходимости	1	3
194	сознания и	3	3
195	имеется в	1	3
196	и та	2	3
197	этот момент	2	3
198	и следовательно	3	3
199	быть и	3	3
200	для всех	2	3
201	без того	1	3
202	при помощи	1	3
203	оно –	1	3
204	в области	3	3
205	за пределы	5	3
206	эти две	1	3
207	в природе	1	3
208	себя и	1	3
209	что не	2	3
210	у нас	2	3
211	ни о	2	3
212	и потому	5	3
213	из которых	2	3
214	оно и	1	3
215	художественного образа	1	3
216	от него	2	3
217	или вообще	2	3
218	– все	3	3
219	в свою	2	3
220	совершенно не	3	3
221	есть и	1	3
222	только не	1	3
223	тем самым	1	3
224	к этому	5	3
225	можно назвать	1	3
226	нем нет	2	2
227	и без	1	2
228	очень много	1	2
229	ведь и	1	2
230	и само	1	2
231	мир не	1	2
232	вопрос о	4	2
233	совпадает с	2	2
234	бы ни	1	2
235	может дать	1	2
236	как вещь	2	2
237	во всех	7	2
238	только после	1	2
239	но как	1	2
240	себе и	2	2
241	и будет	1	2
242	нет и	4	2
243	это или	1	2
244	чем же	4	2
245	данный момент	2	2
246	все же	8	2
247	кроме того	6	2
248	просто как	1	2
249	понять и	2	2
250	или иную	1	2
251	в самом	10	2
252	в которой	3	2
253	ни один	1	2
254	первый момент	1	2
255	из этих	2	2
256	тоже не	1	2
257	при этом	8	2
258	тем не	2	2
259	этот предмет	1	2
260	с этой	2	2
261	но все	3	2
262	не будет	4	2
263	в каком-нибудь	2	2
264	об этой	1	2
265	на все	1	2
266	лишь в	9	2
267	от одного	3	2
268	истории и	1	2
269	но именно	3	2
270	и во-вторых	1	2
271	все равно	1	2
272	осуществляется в	1	2
273	и вне	2	2
274	между собою	1	2
275	должно быть	2	2
276	нисколько не	1	2
277	в котором	3	2
278	если есть	1	2
279	далее в	1	2
280	что было	1	2
281	необходимо чтобы	5	2
282	общего не	1	2
283	что есть	1	2
284	в отношении	4	2
285	не менее	4	2
286	того как	1	2
287	может только	1	2
288	никогда не	2	2
289	и по	1	2
290	случае –	1	2
291	ничто не	1	2
292	не по	1	2
293	не могут	3	2
294	слово –	4	2
295	свою очередь	2	2
296	в ее	7	2
297	и может	1	2
298	не значит	1	2
299	вещи и	1	2
300	мог бы	2	2
301	для этого	1	2
302	в разных	1	2
303	воли и	1	2
304	о нем	1	2
305	познания и	1	2
306	ее в	1	2
307	как чисто	1	2
308	вне всякой	1	2
309	и во	2	2
310	и требует	1	2
311	говорить об	1	2
312	эти два	1	2
313	во всей	1	2
314	и только	2	2
315	одной из	3	2
316	и так	1	2
317	образа в	1	2
318	в качестве	2	2
319	же и	2	2
320	конечно не	5	2
321	по законам	3	2
322	не дает	3	2
323	из них	3	2
324	ту или	1	2
325	и их	2	2
326	допустим что	2	2
327	отличие от	5	2
328	тем что	2	2
329	от того	4	2
330	самом же	2	2
331	в целях	3	2
332	не было	3	2
333	момент –	2	2
334	в данный	2	2
335	свою историю	1	2
336	или иначе	2	2
337	и нельзя	1	2
338	она является	1	2
339	идеи в	1	2
340	другой стороны	6	2
341	его как	1	2
342	в частности	2	2
343	как это	1	2
344	нее это	1	2
345	к своему	2	2
346	что же	4	2
347	этой точки	1	2
348	поскольку он	1	2
349	нашего анализа	1	2
350	мы еще	1	2
351	быть не	1	2
352	то следовательно	1	2
353	но для	2	2
354	психической жизни	4	2
355	только мы	1	2
356	при таком	1	2
357	такое понимание	1	2
358	и ни	1	2
