N	2gram	Vinokur_St_3	Psycholo
1	в том	20	37
2	и в	25	32
3	и что	3	22
4	то есть	2	21
5	том что	15	21
6	потому что	5	21
7	таким образом	10	21
8	то что	12	21
9	что в	19	20
10	может быть	19	18
11	так же	1	18
12	точки зрения	7	17
13	что и	1	17
14	не может	7	17
15	самом деле	2	16
16	что она	1	16
17	того чтобы	1	14
18	то же	5	13
19	в этом	24	13
20	для того	2	13
21	что он	19	13
22	в самом	2	12
23	заключается в	2	12
24	не только	12	12
25	по себе	1	12
26	так как	3	12
27	на то	5	11
28	было бы	7	11
29	с тем	4	11
30	и т	8	10
31	когда он	1	10
32	с точки	4	10
33	при помощи	2	10
34	но и	9	10
35	как и	4	10
36	и не	10	10
37	как в	6	9
38	никогда не	2	9
39	тем что	19	9
40	что все	3	9
41	в своих	8	9
42	той же	2	8
43	что это	16	8
44	не в	6	8
45	не менее	2	8
46	т п	6	8
47	того что	5	8
48	поэзии и	1	7
49	в сущности	2	7
50	совершенно ясно	1	7
51	что они	2	7
52	и как	1	7
53	говорит что	5	7
54	все эти	3	7
55	ясно что	1	7
56	такой же	2	7
57	и его	3	7
58	к тому	2	7
59	можно было	1	7
60	только в	6	7
61	мы знаем	1	7
62	что для	3	7
63	а не	5	7
64	сказать что	4	7
65	что если	2	6
66	в этой	14	6
67	целый ряд	1	6
68	он не	5	6
69	если бы	4	6
70	формы и	1	6
71	те же	1	6
72	о том	8	6
73	все время	2	6
74	и из	1	6
75	как бы	6	6
76	же самое	1	6
77	на самом	1	5
78	показать что	1	5
79	и на	6	5
80	что его	2	5
81	к искусству	1	5
82	что у	2	5
83	все это	8	5
84	в то	7	5
85	в ней	4	5
86	до сих	2	5
87	он говорит	4	5
88	искусства но	1	5
89	сих пор	2	5
90	как раз	3	5
91	этом отношении	4	5
92	как на	6	5
93	ту же	1	4
94	сам по	1	4
95	есть не	1	4
96	мы имеем	5	4
97	в чем	4	4
98	с этим	7	4
99	все же	4	4
100	в произведении	1	4
101	в целом	4	4
102	в нем	1	4
103	одной и	1	4
104	и по	2	4
105	и с	4	4
106	и тем	4	4
107	в жизни	4	4
108	несмотря на	3	4
109	в данном	1	4
110	и той	1	4
111	которые в	2	4
112	и более	3	4
113	тому что	3	4
114	не имеет	2	4
115	того как	1	4
116	ничего не	4	4
117	как она	1	4
118	и до	1	4
119	и для	4	4
120	могут быть	2	4
121	тем не	2	4
122	утверждать что	2	4
123	и это	5	4
124	и когда	1	4
125	и сам	1	4
126	между тем	6	4
127	в языке	8	4
128	мы видим	4	4
129	из них	1	4
130	от того	2	4
131	когда она	1	4
132	в творчестве	3	4
133	наряду с	1	4
134	указывает что	1	4
135	с этой	3	4
136	при таком	1	4
137	и все	1	4
138	а в	6	4
139	из этого	4	4
140	жизни и	1	4
141	например в	4	3
142	отношении к	1	3
143	и то	1	3
144	приходит к	1	3
145	мы не	2	3
146	время как	4	3
147	то это	1	3
148	и он	1	3
149	которое он	2	3
150	во всех	2	3
151	но как	2	3
152	в общем	4	3
153	относится к	4	3
154	которые не	1	3
155	как говорит	1	3
156	что именно	2	3
157	только ее	1	3
158	и к	4	3
159	но в	5	3
160	формы в	2	3
161	думать что	1	3
162	творчества и	1	3
163	ответом на	1	3
164	в поэзии	2	3
165	состоит в	4	3
166	не к	1	3
167	не как	2	3
168	то как	1	3
169	на этом	3	3
170	об этом	5	3
171	это было	8	3
172	к которым	1	3
173	показывает что	3	3
174	в своей	4	3
175	в их	3	3
176	в которых	2	3
177	но он	3	3
178	том чтобы	2	3
179	не могли	1	3
180	в отношении	2	3
181	тогда когда	2	3
182	в каком	4	3
183	свое собственное	1	3
184	и другой	1	3
185	любопытно что	2	3
186	на это	2	3
187	которого мы	1	3
188	с ее	2	3
189	в виду	2	3
190	то время	4	3
191	так и	5	3
192	том виде	1	3
193	мы в	1	3
194	для этого	2	3
195	образом в	1	3
196	с другой	5	3
197	один из	2	3
198	действующих лиц	4	3
199	и так	1	3
200	и ее	2	3
201	так что	11	3
202	что не	2	3
203	и других	2	3
204	но совершенно	1	3
205	и их	1	3
206	в конце	6	3
207	может служить	1	3
208	чтобы показать	1	3
209	тому как	1	3
210	до конца	3	3
211	в частности	1	3
212	ни на	2	3
213	того или	1	3
214	видит в	1	3
215	что же	1	3
216	по существу	1	3
217	это значит	1	3
218	в смысле	4	3
219	конце концов	3	3
220	хотя бы	1	3
221	в свою	2	3
222	также и	1	2
223	того же	2	2
224	объясняется и	1	2
225	и этот	1	2
226	еще не	2	2
227	из всех	1	2
228	это совершенно	1	2
229	при анализе	1	2
230	ни у	1	2
231	выходит из	2	2
232	если басня	1	2
233	и говорить	1	2
234	с его	3	2
235	в ее	1	2
236	слишком много	1	2
237	но не	2	2
238	мы будем	1	2
239	точка зрения	4	2
240	если в	2	2
241	ответ на	5	2
242	очевидно что	1	2
243	и крылова	1	2
244	которые они	1	2
245	однако не	1	2
246	в очень	1	2
247	что по	3	2
248	но эта	1	2
249	в которой	4	2
250	бы не	1	2
251	так было	1	2
252	и тот	2	2
253	как он	1	2
254	имеем в	2	2
255	это относится	1	2
256	т д	2	2
257	тем и	1	2
258	они в	1	2
259	поэта и	1	2
260	на его	4	2
261	форма в	1	2
262	в каждом	4	2
263	подход к	1	2
264	была в	1	2
265	поэзии с	1	2
266	и которые	2	2
267	это не	7	2
268	должен был	2	2
269	в них	5	2
270	но так	1	2
271	не так	3	2
272	и при	1	2
273	всяком случае	4	2
274	место в	6	2
275	из анализа	1	2
276	приблизительно так	1	2
277	не понимает	1	2
278	и эти	1	2
279	том же	1	2
280	в этих	11	2
281	что этот	3	2
282	этой области	2	2
283	точно и	1	2
284	все более	2	2
285	произведения как	2	2
286	вплоть до	1	2
287	как можно	2	2
288	считает что	2	2
289	принадлежат к	1	2
290	на него	1	2
291	он с	1	2
292	его от	1	2
293	и всегда	2	2
294	казалось бы	1	2
295	в самой	1	2
296	же время	3	2
297	в русском	2	2
298	которая не	1	2
299	не потому	2	2
300	ни в	5	2
301	когда мы	1	2
302	отличается от	4	2
303	его с	1	2
304	на вопрос	3	2
305	свою очередь	1	2
306	в особенности	4	2
307	так в	1	2
308	на том	1	2
309	на которую	1	2
310	том как	1	2
311	и вообще	1	2
312	и здесь	3	2
313	во всяком	4	2
314	этих двух	2	2
315	в сборнике	2	2
316	в его	12	2
317	а потому	2	2
318	и только	2	2
319	в свете	1	2
320	для самого	1	2
321	стиха и	1	2
322	к нему	4	2
323	показывают что	1	2
324	в драме	2	2
325	этого материала	1	2
326	два основных	1	2
327	в поэтическом	1	2
328	в какой	3	2
329	как нечто	1	2
330	это очень	1	2
331	место из	1	2
332	именно на	1	2
333	с двумя	1	2
334	которому он	1	2
335	и у	2	2
336	говорит о	1	2
337	могло бы	1	2
338	слова в	1	2
339	содержания и	1	2
340	мы находим	2	2
341	в одном	1	2
342	вовсе не	2	2
343	в состоянии	1	2
344	отношение к	4	2
345	но что	1	2
346	в других	1	2
347	на примере	1	2
348	к которому	3	2
349	вот для	1	2
350	такое же	2	2
351	а с	2	2
352	не было	4	2
353	здесь дело	1	2
354	она является	1	2
355	не на	2	2
356	была бы	4	2
357	и далее	3	2
358	там где	1	2
359	во внимание	1	2
360	вместе с	2	2
361	из которых	4	2
362	его жизни	1	2
363	как нельзя	1	2
364	более и	2	2
365	но это	4	2
366	показать как	1	2
367	а к	1	2
368	для нас	1	2
369	у них	1	2
370	тем более	3	2
371	другой стороны	5	2
372	состоит из	1	2
373	или иного	1	2
374	в свое	1	2
375	ли он	1	2
376	читателя и	1	2
377	заметить что	2	2
378	это в	4	2
379	все что	1	2
380	этой точки	1	2
381	с новыми	1	1
382	смысле слова	1	1
383	как известно	1	1
384	героев и	1	1
385	что настоящее	1	1
386	к материалу	2	1
387	речь идет	2	1
388	для этих	1	1
389	одним из	1	1
390	он считает	2	1
391	подчеркивается в	1	1
392	его основной	1	1
393	которого в	2	1
394	он может	2	1
395	по этим	1	1
396	тем же	1	1
397	в первом	1	1
398	что тема	1	1
399	это однако	1	1
400	его же	1	1
401	по преимуществу	1	1
402	и больше	1	1
403	с темой	1	1
404	отношения к	1	1
405	и за	2	1
406	он понимал	1	1
407	а как	4	1
408	смотреть на	1	1
409	который создан	1	1
410	если я	2	1
411	поэту и	1	1
412	в уста	2	1
413	стих в	2	1
414	которой может	1	1
415	почти все	1	1
416	так чтобы	2	1
417	на тему	3	1
418	мы и	1	1
419	и со	1	1
420	похожи на	1	1
421	дают возможность	1	1
422	состоят из	1	1
423	с согласия	1	1
424	и много	1	1
425	в а	1	1
426	эти вещи	3	1
427	тем как	2	1
428	это имеет	1	1
429	с одной	2	1
430	имеем здесь	1	1
431	россии и	2	1
432	только тогда	2	1
433	и т.д	1	1
434	а и	1	1
435	иногда и	1	1
436	за пределы	1	1
437	к сожалению	2	1
438	чем же	1	1
439	в истории	1	1
440	идет о	1	1
441	задача состоит	1	1
442	независимо от	5	1
443	для всех	1	1
444	что как	1	1
445	что ее	1	1
446	что касается	7	1
447	им в	2	1
448	кроме того	3	1
449	и где	1	1
450	стихотворения и	1	1
451	его к	2	1
452	более или	1	1
453	то в	4	1
454	уже не	3	1
455	говорят о	1	1
