N	3gram	Propp_Isto_7	FransuaR
1	в том что	4	6
2	как мы уже	1	5
3	до сих пор	2	4
4	с точки зрения	1	3
5	и в других	2	2
6	не входит в	1	2
7	но и в	2	2
8	на этот вопрос	2	2
9	и у других	1	2
10	видеть в нем	1	2
11	с одной стороны	4	2
12	во всех этих	6	2
13	так и в	2	2
14	но все же	2	2
15	во второй половине	1	2
16	в большинстве случаев	1	2
17	и может быть	1	1
18	в частности и	1	1
19	прямо или косвенно	1	1
20	и др все	1	1
21	по отношению к	1	1
22	гораздо шире чем	1	1
23	в самом деле	1	1
24	но и на	1	1
25	но все это	1	1
26	и здесь мы	2	1
27	она еще может	1	1
28	сказать что в	1	1
29	так как он	2	1
30	все это в	1	1
31	в которых они	1	1
32	вплоть до наших	1	1
33	входит в наши	1	1
34	в самом начале	1	1
35	очень интересный и	1	1
36	один из них	1	1
37	во франции в	1	1
38	лежит в основе	2	1
39	вовсе не входит	1	1
40	вместе со своим	1	1
41	в связи с	1	1
42	в наши задачи	1	1
43	с другой стороны	8	1
44	не может быть	3	1
45	до наших дней	1	1
46	наши задачи мы	1	1
47	по одной из	1	1
48	мы имеем в	4	1
49	мы видим что	3	1
50	представления о мире	1	1
51	но это не	2	1
52	не только в	5	1
53	кроме того он	1	1
