N	2gram	Vygotskiy__6	Problemy
1	и в	28	35
2	как бы	11	31
3	и не	11	27
4	что он	18	24
5	в его	3	21
6	но в	5	19
7	как и	6	18
8	не может	19	18
9	к другому	4	16
10	в нем	7	16
11	то же	7	15
12	и все	5	15
13	в сущности	7	14
14	в этом	27	14
15	и его	3	14
16	для него	6	14
17	может быть	13	14
18	но и	10	14
19	все это	2	14
20	он не	7	13
21	что я	2	13
22	к нему	1	13
23	с другим	1	13
24	и с	1	12
25	в другом	2	12
26	прежде всего	2	12
27	и к	6	12
28	в пределах	5	11
29	в то	6	11
30	самом деле	2	10
31	не только	16	10
32	не в	4	10
33	то что	28	10
34	на самом	1	9
35	в отношении	10	9
36	ни одного	1	9
37	мы уже	2	8
38	я не	4	8
39	все же	2	8
40	самого начала	7	8
41	как мы	10	8
42	с самого	7	8
43	так и	6	8
44	и слово	1	8
45	потому что	22	8
46	еще не	8	7
47	с его	3	7
48	себе и	2	7
49	и наконец	2	7
50	там где	7	7
51	таким образом	18	7
52	я сам	1	7
53	в виде	1	7
54	вовсе не	1	7
55	так же	15	7
56	что же	1	7
57	точки зрения	13	7
58	с ним	2	7
59	а в	2	7
60	отношении к	3	7
61	отношению к	10	7
62	и на	5	6
63	он сам	2	6
64	но не	10	6
65	по отношению	10	6
66	отношение к	7	6
67	что они	2	6
68	в самом	8	6
69	что у	2	6
70	в плане	3	6
71	в каждом	3	6
72	к тому	10	6
73	он с	2	6
74	в одном	2	6
75	и что	6	6
76	слово с	1	6
77	только в	18	6
78	слова в	1	6
79	но это	2	6
80	от него	2	6
81	не знает	3	6
82	что в	17	6
83	и то	4	5
84	как в	3	5
85	в себе	4	5
86	пределах одного	1	5
87	он и	1	5
88	в конце	2	5
89	даже в	1	5
90	во время	1	5
91	и это	1	5
92	в глаза	1	5
93	в том	28	5
94	с ними	2	5
95	так что	6	5
96	к самому	1	5
97	и даже	1	5
98	к своему	1	5
99	как к	1	5
100	этого слова	2	5
101	он в	1	4
102	в чем	6	4
103	нет и	1	4
104	сливается с	1	4
105	что это	1	4
106	но на	2	4
107	на его	3	4
108	друг с	5	4
109	последнее слово	1	4
110	но все	1	4
111	его в	6	4
112	в них	3	4
113	рядом с	1	4
114	в своей	2	4
115	в такой	2	4
116	его отношение	3	4
117	но он	2	4
118	друг другу	2	4
119	по себе	3	4
120	никогда не	8	4
121	и без	1	4
122	во всем	1	4
123	как раз	6	4
124	его за	1	4
125	той или	1	4
126	говорили что	1	4
127	еще в	2	4
128	все его	1	4
129	между тем	1	4
130	его мысль	1	4
131	наконец в	1	4
132	все время	3	4
133	и у	1	4
134	только на	2	4
135	так как	10	4
136	у него	2	4
137	тем что	8	4
138	или иной	1	4
139	с другой	2	4
140	он это	1	4
141	с другом	5	4
142	до конца	3	4
143	а не	3	4
144	но как	3	4
145	по своему	2	4
146	в той	4	4
147	бы в	3	4
148	тот же	1	4
149	если б	1	3
150	это и	3	3
151	за собой	3	3
152	во всех	4	3
153	он умеет	5	3
154	за пределы	1	3
155	в одной	4	3
156	с этим	4	3
157	когда он	2	3
158	его к	1	3
159	поэтому он	2	3
160	в целом	3	3
161	все эти	2	3
162	ее как	1	3
163	одно и	1	3
164	к другу	4	3
165	знает что	1	3
166	было бы	9	3
167	этом смысле	2	3
168	в высшей	2	3
169	с тем	5	3
170	другим и	2	3
171	в котором	2	3
172	к одному	2	3
173	не как	1	3
174	собой и	1	3
175	раз и	2	3
176	которого он	1	3
177	но только	2	3
178	появляется в	1	3
179	им и	1	3
180	только с	1	3
181	и т.д	3	3
182	в ее	1	3
183	под влиянием	1	3
184	и во	1	3
185	что и	4	3
186	это не	5	3
187	слов и	3	3
188	друг к	3	3
189	того что	24	3
190	но так	1	3
191	нуждается в	3	3
192	он уже	1	3
193	уже не	1	3
194	из них	2	3
195	его и	1	3
196	а с	1	3
197	своего собственного	2	3
198	и своего	2	3
199	он только	1	3
200	эти слова	1	3
201	сам не	1	3
202	в начале	1	3
203	которой он	1	3
204	не мог	1	3
205	и от	2	3
206	это как	1	3
207	конце концов	1	3
208	мы должны	3	3
209	только что	2	3
210	том что	19	3
211	сказать что	13	3
212	другой стороны	2	3
213	например в	4	2
214	сам по	1	2
215	показать что	5	2
216	в первом	4	2
217	его же	1	2
218	из его	1	2
219	до крайности	2	2
220	мы говорили	1	2
221	еще до	1	2
222	время как	5	2
223	в каждой	4	2
224	слово не	2	2
225	в которых	2	2
226	быть в	1	2
227	что его	1	2
228	в голове	1	2
229	с которыми	1	2
230	уже как	1	2
231	отличие от	1	2
232	не просто	1	2
233	его собственных	1	2
234	к третьему	1	2
235	в своем	7	2
236	им в	1	2
237	мы можем	9	2
238	хотя и	3	2
239	и как	6	2
240	в этот	1	2
241	в которой	7	2
242	другого как	1	2
243	раз в	3	2
244	как он	1	2
245	вообще не	6	2
246	при этом	3	2
247	но именно	1	2
248	а просто	1	2
