N	3gram	Losev_Prob_1	DiskursI
1	в данном случае	8	6
2	в том что	5	6
3	как и в	1	5
4	в этом отношении	1	4
5	в то же	4	4
6	так и в	1	3
7	не может быть	2	3
8	о том что	5	3
9	той или иной	4	3
10	и того же	2	2
11	и может быть	1	2
12	подобно тому как	2	2
13	в этом случае	2	2
14	а потом и	1	2
15	что же касается	3	2
16	с точки зрения	3	2
17	в первую очередь	1	2
18	в основе своей	1	2
19	одно и то	1	2
20	и то что	2	2
21	содержит в себе	7	2
22	и то же	1	2
23	и как бы	2	2
24	несет в себе	1	2
25	дело в том	3	2
26	на первый взгляд	1	2
27	одного и того	2	2
28	все дело в	1	1
29	мы имеем дело	1	1
30	не жаль мне	1	1
31	том что ни	1	1
32	то есть по	2	1
33	в самом деле	2	1
34	того или иного	2	1
35	не имеют никакого	1	1
36	с другой стороны	3	1
37	имеют никакого отношения	1	1
38	и в то	1	1
39	до известной степени	1	1
40	друг на друга	1	1
41	в искусстве не	1	1
42	бы то ни	1	1
43	имеем дело не	1	1
44	только то что	4	1
45	то что в	3	1
46	того и другого	1	1
47	но для этого	1	1
48	или по крайней	1	1
49	что в них	1	1
50	именно в этом	2	1
51	еще не есть	4	1
52	в это время	1	1
53	что ни один	1	1
54	является такого рода	1	1
55	дело не с	1	1
56	и не быть	1	1
57	говоря уже о	1	1
58	а также и	2	1
59	как будто бы	1	1
60	не могут быть	1	1
61	во всяком случае	3	1
62	на известного рода	1	1
63	то есть в	4	1
64	тем что он	1	1
65	можно сказать что	3	1
66	а часто и	2	1
67	тем не менее	18	1
68	о том какое	1	1
69	по крайней мере	2	1
70	в себе не	3	1
71	не только от	1	1
72	не говоря уже	2	1
