N	2gram	Berdyaev_O_1	Problema
1	и не	13	28
2	не только	11	24
3	вовсе не	1	21
4	и в	19	20
5	в том	5	20
6	все эти	4	16
7	смысле слова	1	15
8	то что	5	15
9	потому что	9	15
10	у нас	1	14
11	было бы	3	14
12	но и	13	14
13	также и	1	13
14	не в	11	13
15	даже и	2	13
16	в себе	3	12
17	том что	2	12
18	не есть	2	12
19	по себе	2	11
20	прежде всего	9	11
21	как будто	1	11
22	и его	4	10
23	так и	2	10
24	в этом	12	9
25	может быть	11	9
26	и даже	1	9
27	все это	6	9
28	но в	2	8
29	если бы	1	8
30	что он	3	8
31	и все	10	8
32	во всяком	1	8
33	мы не	1	7
34	в ней	1	7
35	еще не	3	7
36	и с	2	7
37	это не	3	7
38	хотя бы	3	7
39	сказать что	2	7
40	а не	11	7
41	и потому	2	7
42	сам по	1	6
43	есть не	1	6
44	как и	6	6
45	и без	1	6
46	в виду	1	6
47	так что	2	6
48	в одно	1	6
49	но это	1	6
50	и от	3	6
51	на самом	1	5
52	но не	1	5
53	как в	1	5
54	хотя и	2	5
55	в нем	10	5
56	да и	1	5
57	в них	1	5
58	в этих	3	5
59	и очень	2	5
60	только и	4	5
61	и о	2	5
62	в ее	2	5
63	о том	3	5
64	и можно	1	5
65	жизни и	1	5
66	уже не	1	5
67	так как	2	5
68	не может	4	5
69	не существует	1	5
70	и ни	2	5
71	человеческих отношений	4	4
72	и есть	3	4
73	нет никакой	1	4
74	уже в	2	4
75	в этой	5	4
76	что она	1	4
77	с тем	2	4
78	в своей	2	4
79	всяком случае	1	4
80	в одном	1	4
81	в отношении	1	4
82	в вечном	1	4
83	отличается от	1	4
84	не имеет	2	4
85	в разных	1	4
86	в самой	9	4
87	указывает на	1	4
88	всегда есть	4	4
89	можно было	1	4
90	с ним	3	4
91	и ее	3	4
92	ни с	7	4
93	что не	4	4
94	как бы	3	4
95	и для	2	4
96	бы даже	1	4
97	у достоевского	19	4
98	а в	5	4
99	самом деле	1	3
100	и на	2	3
101	он был	8	3
102	в истории	2	3
103	же и	1	3
104	в своем	2	3
105	и к	2	3
106	бы и	1	3
107	учение о	2	3
108	человека в	11	3
109	в другом	2	3
110	из них	1	3
111	в жизни	1	3
112	как это	1	3
113	нет никакого	1	3
114	можно ли	2	3
115	самой жизни	1	3
116	и весь	1	3
117	все в	4	3
118	к нему	3	3
119	в его	7	3
120	что и	2	3
121	в сознании	1	3
122	а это	1	3
123	не так	1	3
124	для него	5	3
125	себе и	1	3
126	тем что	2	3
127	для того	3	3
128	не было	9	3
129	нет ничего	7	3
130	к его	1	3
131	это есть	1	3
132	и более	1	3
133	и как	1	3
134	совершенно не	1	3
135	что в	4	3
136	чтобы не	1	2
137	и то	2	2
138	за собой	1	2
139	и больше	1	2
140	в которой	2	2
141	не вполне	1	2
142	и он	8	2
143	что они	2	2
144	что во	1	2
145	все же	2	2
146	не очень	2	2
147	то в	1	2
148	что это	1	2
149	только один	1	2
150	он не	7	2
151	в корне	1	2
152	на земле	4	2
153	не теряет	1	2
154	его в	2	2
155	чтобы все	1	2
156	кажется что	1	2
157	речь о	1	2
158	и тогда	1	2
159	в котором	1	2
160	для всякого	2	2
161	не могли	2	2
162	ли сказать	2	2
163	дело в	1	2
164	того чтобы	4	2
165	к ней	2	2
166	во всем	1	2
167	и всех	1	2
168	для его	1	2
169	они и	1	2
170	и это	1	2
171	в совершенно	1	2
172	лучше сказать	1	2
173	и когда	1	2
174	и каждый	1	2
175	и что	1	2
176	это было	3	2
177	с его	4	2
178	по содержанию	1	2
179	ни к	1	2
180	том как	1	2
181	с ними	1	2
182	то он	1	2
183	со всеми	1	2
184	о великом	6	2
185	заключается в	1	2
186	никто не	3	2
187	в бесконечную	1	2
188	в конце	1	2
189	в других	2	2
190	в самом	5	2
191	а именно	1	2
192	и прежде	1	2
193	это все	1	2
194	говорит о	1	2
195	в идиоте	4	2
196	все время	1	2
197	была бы	1	2
198	в это	1	2
199	в романах	4	2
200	образ и	1	2
201	был в	1	2
202	в человеческом	2	2
203	в чистом	1	2
204	лет назад	1	2
205	еще более	1	2
206	будто бы	1	2
207	жизни в	2	2
208	в частности	1	2
209	вечном муже	1	2
210	человека и	10	1
211	связана с	1	1
212	чего же	1	1
213	он прежде	2	1
214	великом инквизиторе	6	1
215	ивана карамазова	7	1
216	тем же	1	1
217	к другому	1	1
218	достоевского в	3	1
219	и до	1	1
220	он всегда	7	1
221	сказать с	1	1
222	все ли	1	1
223	и тут	1	1
224	вопрос о	10	1
225	достоевского есть	4	1
226	себе что	1	1
227	природы все	2	1
228	вечной жизни	1	1
229	там и	1	1
230	можно наметить	1	1
231	друг к	1	1
232	совсем не	2	1
233	и все-таки	2	1
234	и всякий	1	1
235	не все	2	1
236	отношение к	5	1
237	достоевский прежде	2	1
238	кто хочет	1	1
239	есть просто	1	1
240	всем а	1	1
241	и счастье	1	1
242	как к	2	1
243	романах достоевского	3	1
244	достоевского не	4	1
245	когда он	3	1
246	ничего и	2	1
247	жизни нет	1	1
248	духа и	1	1
249	человек совершает	1	1
250	с душой	1	1
251	в этот	2	1
252	говорят о	1	1
253	он в	2	1
254	есть их	1	1
255	думать что	1	1
256	с их	1	1
257	который всегда	1	1
258	на то	1	1
259	в братьях	1	1
260	в единстве	2	1
261	в убийстве	1	1
262	с чем	2	1
263	после которого	1	1
264	раз навсегда	1	1
265	они в	1	1
266	опять-таки не	1	1
267	у толстого	1	1
268	в силу	1	1
269	лишь с	1	1
270	больше всего	1	1
271	презрение к	1	1
272	бытовой жизни	1	1
273	эту истину	1	1
274	к другу	1	1
275	смерть и	1	1
276	с богом	2	1
277	карамазовых в	1	1
278	преступлении и	3	1
279	всегда и	1	1
280	чем в	2	1
281	должно быть	2	1
282	нисколько не	1	1
283	достоевского но	2	1
284	достоевского нет	2	1
285	л толстого	1	1
286	человеком и	1	1
287	из которой	1	1
288	оказывается что	1	1
289	любовь и	1	1
290	дается в	1	1
291	религиозное значение	1	1
292	в поэме	1	1
293	и вот	3	1
294	страха и	1	1
295	в россии	5	1
296	над ними	1	1
297	в своих	3	1
298	заглянуть в	1	1
299	захватывает и	1	1
300	и против	2	1
301	человек и	4	1
302	недостатки в	1	1
303	на два	1	1
304	ее с	1	1
305	или лучше	1	1
306	у него	22	1
307	в уме	1	1
308	никогда не	9	1
309	в отношениях	1	1
310	и общественной	1	1
