1	не только	16	31
2	но и	6	27
3	и не	6	23
4	при этом	8	19
5	может быть	11	15
6	в частности	4	14
7	в качестве	2	14
8	а не	8	13
9	а в	4	13
10	как и	6	13
11	в этом	14	12
12	только в	5	12
13	и в	30	11
14	в данном	3	11
15	и его	6	10
16	состоит в	3	10
17	то есть	13	9
18	во времени	1	9
19	то что	37	9
20	времени и	3	9
21	и т.п	1	8
22	в рассказе	2	8
23	то же	7	8
24	уже не	1	8
25	со стороны	3	8
26	данном случае	3	8
27	в том	27	8
28	не может	9	8
29	иначе говоря	1	8
30	представляет собой	1	8
31	на протяжении	1	7
32	если бы	11	7
33	том что	21	7
34	у него	3	7
35	но в	5	7
36	в себе	5	6
37	тому же	1	6
38	в самом	14	6
39	один из	5	6
40	как бы	19	6
41	жизни и	6	6
42	в этой	5	6
43	к тому	8	6
44	и он	2	6
45	и т.д	1	6
46	или в	6	6
47	об этом	3	6
48	как раз	13	6
49	в его	4	6
50	не в	8	6
51	не мог	1	6
52	точки зрения	7	5
53	можно сказать	2	5
54	перед нами	2	5
55	той или	2	5
56	действующих лиц	7	5
57	столь же	1	5
58	точка зрения	1	5
59	в своей	4	5
60	потому что	23	5
61	и на	3	5
62	так и	3	5
63	на другой	1	5
64	вплоть до	1	4
65	для него	3	4
66	никогда не	9	4
67	хотя и	1	4
68	к нему	1	4
69	в ней	4	4
70	того чтобы	20	4
71	внимание на	4	4
72	так в	3	4
73	в нем	7	4
74	одна из	3	4
75	у нее	1	4
76	в речи	1	4
77	что на	3	4
78	как в	3	4
79	что у	3	4
80	в одном	2	4
81	с его	2	4
82	к себе	1	4
83	и тем	6	4
84	но не	7	4
85	по себе	7	4
86	еще не	5	4
87	имеет место	3	4
88	из этих	3	4
89	событие и	1	4
90	или иной	2	4
91	прежде всего	4	4
92	в то	2	4
93	в сознании	1	4
94	того что	8	4
95	из них	2	4
96	слова в	1	4
97	о том	10	4
98	то в	1	4
99	все же	7	4
100	о чем	4	4
101	его жизни	1	3
102	отношению к	1	3
103	сводится к	5	3
104	могло бы	1	3
105	однако в	1	3
106	как будто	6	3
107	в состав	3	3
108	героя в	3	3
109	представляют собой	2	3
110	идет о	1	3
111	в жизни	1	3
112	мы имеем	8	3
113	и все	4	3
114	он не	3	3
115	что в	24	3
116	едва ли	2	3
117	между тем	1	3
