N	3gram	Vygotskiy__5	DiskursI
1	в отличие от	2	12
2	в данном случае	2	6
3	в том что	14	6
4	по отношению к	1	4
5	в этом отношении	3	4
6	с одной стороны	12	4
7	не может быть	2	3
8	и все же	1	3
9	о том что	6	3
10	той или иной	2	3
11	и того же	2	2
12	одной стороны и	1	2
13	состоит в том	2	2
14	в этом случае	2	2
15	с точки зрения	2	2
16	заключает в себе	4	2
17	в основе своей	1	2
18	и в басне	1	2
19	одно и то	3	2
20	и то что	3	2
21	и то же	3	2
22	и как бы	4	2
23	дело в том	1	2
24	одного и того	2	2
25	в русской литературе	1	2
26	в другом месте	1	1
27	том что в	1	1
28	не в состоянии	3	1
29	ни о чем	1	1
30	в чем не	1	1
31	мы имеем дело	1	1
32	потому что в	2	1
33	прежде всего на	1	1
34	в самом деле	5	1
35	преимущественно на одном	1	1
36	к самому герою	1	1
37	того или иного	1	1
38	что на этом	1	1
39	в качестве своего	2	1
40	действие и что	1	1
41	друг от друга	2	1
42	с другой стороны	5	1
43	до известной степени	1	1
44	жизни и смерти	1	1
45	и именно в	1	1
46	только то что	1	1
47	то что в	2	1
48	а с другой	4	1
49	в частности на	1	1
50	и героиня и	1	1
51	именно в этом	1	1
52	перед ним он	1	1
53	и в частности	1	1
54	а стало быть	1	1
55	в применении к	1	1
56	что ни один	2	1
57	том что лирика	1	1
58	говорит об этом	1	1
59	мы все же	3	1
60	жизни но и	1	1
61	этом отношении на	1	1
62	как будто бы	1	1
63	не могут быть	1	1
64	а не как	1	1
65	о чем не	1	1
66	героя в частности	1	1
67	в самых общих	1	1
68	и той же	2	1
69	могут быть признаны	1	1
70	быть выведена из	1	1
71	то есть оно	1	1
72	ни в чем	1	1
73	обратим внимание на	1	1
74	во внешнем мире	1	1
75	равно как и	1	1
76	с самого начала	3	1
77	между романом и	1	1
78	в себя и	1	1
79	в конечном счете	1	1
80	в этом заключается	1	1
81	тем что он	1	1
82	можно сказать что	2	1
83	на всем протяжении	1	1
84	в полной мере	1	1
85	никак не могут	1	1
86	и не дает	1	1
87	одной и той	2	1
88	совпадают с теми	1	1
89	все то что	2	1
90	по крайней мере	1	1
91	речь идет о	1	1
92	он как бы	1	1
