N	3gram	Vinokur_St_1	Vladivir
1	в том что	17	9
2	во всяком случае	6	6
3	в то время	2	6
4	тем не менее	2	6
5	что же касается	3	5
6	и то что	2	5
7	по крайней мере	2	4
8	в это время	1	4
9	содержит в себе	1	4
10	само собой разумеется	1	3
11	дело в том	4	3
12	с точки зрения	8	3
13	в то же	4	3
14	точно так же	1	3
15	не в том	2	3
16	на этот раз	2	3
17	в конце концов	1	3
18	так или иначе	2	3
19	то что он	1	3
20	то же время	4	3
21	о том что	11	3
22	и на этот	1	2
23	из рукописей а	1	2
24	сказать что в	3	2
25	не говоря уже	1	2
26	на то что	4	2
27	в настоящее время	1	2
28	том что он	1	2
29	в том же	1	2
30	можно было бы	8	2
31	говоря уже о	1	2
32	на эту тему	4	2
33	в данном случае	6	2
34	в том чтобы	1	2
35	не только в	4	2
36	я не согласен	1	2
37	а в том	1	2
38	собой разумеется что	1	2
39	заключается в том	3	2
40	а не на	1	2
41	после того как	1	2
42	но дело в	1	2
43	не может не	1	1
44	да и в	2	1
45	во что бы	1	1
46	в которой он	1	1
47	то ни стало	1	1
48	чуть ли не	2	1
49	так же и	1	1
50	но то что	1	1
51	но даже и	1	1
52	также и в	1	1
53	в том числе	2	1
54	он не только	1	1
55	и нужно спорить	1	1
56	в этом случае	2	1
57	как это делает	1	1
58	до сих пор	7	1
59	и в то	1	1
60	прежде всего его	1	1
61	бы то ни	1	1
62	а может быть	1	1
63	только то что	1	1
64	в этом отношении	7	1
65	то что в	2	1
66	что в нем	2	1
67	или иначе но	1	1
68	на этот вопрос	1	1
69	является для нас	1	1
70	и не в	1	1
71	и в области	4	1
72	может быть и	2	1
73	что бы то	1	1
74	было бы с	1	1
75	но в то	2	1
76	после всех этих	1	1
77	я вовсе не	3	1
78	а также и	2	1
79	в том как	3	1
80	то время как	1	1
81	все это очень	1	1
82	как и вообще	1	1
83	д д благой	4	1
84	но как бы	1	1
85	в первую очередь	2	1
86	вот о чем	1	1
87	и не могла	1	1
88	и в том	2	1
89	не может быть	5	1
90	в свое время	2	1
91	что же это	1	1
92	нет никаких оснований	1	1
93	что до него	1	1
94	далеко не все	1	1
95	и без всяких	1	1
96	в той же	2	1
97	ничего общего с	3	1
98	сих пор не	1	1
99	нужно было бы	1	1
100	и притом в	1	1
101	что в этой	2	1
102	об этом у	1	1
103	я хотел бы	1	1
104	в самом деле	5	1
105	вплоть до последних	1	1
106	но все же	3	1
107	с этой стороны	1	1
108	же это за	1	1
109	нужно сказать что	4	1
110	за то что	3	1
111	также и то	1	1
112	в этом смысле	1	1
113	общего дела в	1	1
114	по этому поводу	2	1
115	но это не	1	1
116	пушкина но в	1	1
117	во многих случаях	2	1
118	никогда не имела	1	1
119	с которыми мы	1	1
120	для того чтобы	10	1
121	вызвать у читателей	1	1
122	этот вопрос в	1	1
123	и т д	21	1
