N	2gram	Vygotskiy__4	Literetu
1	а не	7	20
2	и в	20	19
3	может быть	12	17
4	своего рода	1	13
5	то же	16	12
6	и не	8	11
7	как и	9	10
8	в том	42	10
9	и т.п	2	10
10	но и	9	10
11	тогда как	2	9
12	в этом	24	9
13	состоит в	4	9
14	в то	1	9
15	не может	6	9
16	такого рода	6	9
17	не только	15	8
18	и даже	1	8
19	с другой	12	8
20	слова и	5	7
21	том что	35	7
22	так и	5	7
23	и т.д	2	7
24	с одной	9	7
25	то что	15	7
26	и на	6	6
27	в себе	10	6
28	при этом	12	6
29	не менее	3	6
30	себя в	3	6
31	одной стороны	9	6
32	я не	1	5
33	столь же	3	5
34	но не	3	5
35	он не	1	5
36	так в	1	5
37	в качестве	21	5
38	у нас	1	5
39	того что	10	5
40	вместе с	8	5
41	в сфере	1	4
42	мы не	1	4
43	того же	9	4
44	по отношению	1	4
45	так что	3	4
46	отнюдь не	3	4
47	едва ли	2	4
48	для него	2	4
49	точки зрения	24	4
50	не в	4	4
51	даже в	2	4
52	в области	4	4
53	ли не	2	4
54	в ней	2	4
55	в его	11	4
56	один из	3	4
57	и других	3	4
58	тем что	7	4
59	прежде всего	2	4
60	в частности	5	4
61	другой стороны	9	4
62	что в	19	4
63	речь идет	5	3
64	одним из	2	3
65	и то	10	3
66	идет о	3	3
67	тем же	4	3
68	в сущности	4	3
69	и он	2	3
70	во всех	1	3
71	как правило	1	3
72	в этой	3	3
73	то и	1	3
74	в нем	2	3
75	такой же	2	3
76	в их	12	3
77	том чтобы	2	3
78	с точки	11	3
79	тем самым	7	3
80	вплоть до	1	3
81	не столько	1	3
82	никогда не	5	3
83	ничего не	1	3
84	и его	5	3
85	данном случае	2	3
86	в себя	1	3
87	всей своей	1	3
88	и с	4	3
89	а в	2	3
90	так как	10	3
91	себе и	3	3
92	этом отношении	7	3
93	со стороны	3	3
94	в равной	3	3
95	в данном	2	3
96	по существу	3	3
97	но это	1	3
98	в начале	2	3
99	и для	4	3
100	и как	9	3
101	что он	6	3
102	отношению к	1	3
103	от слова	2	3
104	ту же	2	2
105	же как	6	2
106	той же	6	2
107	что нам	1	2
108	но как	2	2
109	если в	1	2
110	в истории	10	2
111	все же	5	2
112	как уже	4	2
113	и к	5	2
114	но в	3	2
115	то в	1	2
116	в целом	11	2
117	представляет собой	3	2
118	в нашем	4	2
119	как он	4	2
120	и сам	1	2
121	свое время	2	2
122	подобно тому	2	2
123	на этом	3	2
124	не бывает	2	2
125	одно и	6	2
126	в каждом	2	2
127	не станем	1	2
128	а затем	2	2
129	характерный для	1	2
130	все равно	1	2
131	с этой	4	2
132	с тем	6	2
133	как бы	7	2
134	в такой	1	2
135	мысли и	2	2
136	тем не	1	2
137	не по	2	2
138	в основе	17	2
139	уже о	1	2
140	могут быть	7	2
141	даже и	1	2
142	для того	5	2
143	для себя	1	2
144	в виду	3	2
145	говоря уже	1	2
146	то как	2	2
147	еще не	2	2
148	для этого	1	2
149	о том	5	2
150	и что	8	2
151	для нас	4	2
152	а также	2	2
153	и только	4	2
154	в русском	1	2
155	в него	2	2
156	было бы	8	2
157	и одновременно	1	2
158	тот же	9	2
159	одной из	3	2
160	в какой	3	2
161	друг друга	4	2
162	потому что	12	2
163	уже не	1	2
164	уже в	6	2
165	с другим	1	2
166	ни было	1	2
167	из них	4	2
168	одно из	1	2
169	в одном	1	2
170	в конце	1	2
171	что и	9	2
172	у него	2	2
173	как раз	1	2
174	что не	1	2
175	черты в	1	2
176	могут служить	1	2
177	не видит	1	2
178	как это	9	2
179	и выше	1	2
180	из которых	1	2
181	а если	1	2
182	тому как	2	2
183	раньше и	1	2
184	быть не	1	2
185	этом случае	3	2
186	к объекту	1	2
187	при всем	1	2
188	не является	5	2
189	в результате	8	2
190	с ним	1	2
191	же в	1	2
192	не говоря	1	2
193	не знает	2	2
194	в свое	2	2
195	сила и	1	2
196	себе не	1	2
197	в роли	1	2
198	в своих	1	2
199	том числе	2	2
200	что слово	2	1
201	отношения между	1	1
202	по которым	1	1
203	же общее	1	1
204	нас на	1	1
205	должна быть	2	1
206	из всех	1	1
207	мы имеем	2	1
208	как мы	13	1
209	сами себе	1	1
210	разрешения на	1	1
211	что уже	2	1
212	на место	3	1
213	время от	1	1
214	на определенный	1	1
215	целым рядом	1	1
216	исследования в	2	1
217	равной мере	3	1
218	общего для	1	1
219	но даже	1	1
220	ему в	1	1
221	процессов в	1	1
222	к общему	2	1
223	дает им	1	1
224	когда речь	1	1
225	понятия в	8	1
226	и этого	1	1
227	бы то	1	1
228	в чем	3	1
229	самом деле	7	1
230	то он	1	1
231	целом ряде	2	1
232	отличие от	2	1
233	а слова	1	1
234	обнаруживается при	1	1
235	относится к	1	1
236	которые не	2	1
237	которая отделяет	1	1
238	и я	1	1
239	общего с	1	1
240	как в	5	1
241	по которому	2	1
242	стороны и	2	1
243	этой точки	4	1
244	однако не	1	1
245	в полном	1	1
246	когда он	3	1
247	появляется у	1	1
248	в действительности	5	1
249	и хотя	1	1
250	в этот	1	1
251	в земной	1	1
252	в самом	6	1
253	словом не	1	1
254	что это	2	1
255	оказывается как	1	1
256	все эти	5	1
257	не оставляет	1	1
258	во многих	2	1
259	в известном	2	1
260	но он	1	1
261	их объединяет	1	1
262	и те	4	1
263	на то	5	1
264	корнями в	1	1
265	пути с	2	1
266	в статье	1	1
267	конце концов	1	1
268	слова а	1	1
269	с нашим	1	1
270	и понятий	2	1
271	слова которое	1	1
272	никак не	2	1
273	и по	1	1
274	или иных	1	1
275	без исключения	1	1
276	от общего	1	1
277	таким образом	25	1
278	здесь мы	2	1
279	то ни	1	1
280	им как	2	1
281	различие между	3	1
282	нам остается	1	1
283	со всеми	3	1
284	только не	5	1
285	его не	1	1
286	а по	1	1
287	входя в	1	1
288	по выражению	4	1
289	с другими	1	1
290	его личности	1	1
291	является общим	2	1
292	это не	5	1
293	всю свою	1	1
294	практически не	1	1
295	должен был	1	1
296	связанным с	1	1
297	который по	2	1
298	понятий в	16	1
299	далеко не	2	1
300	обнаруживается и	1	1
301	в слове	2	1
302	мы видели	6	1
303	в не	1	1
304	ведет к	1	1
305	движется в	1	1
306	и было	1	1
307	по той	1	1
308	со всей	2	1
309	т.д и	1	1
310	приближаются к	1	1
311	которую он	2	1
312	в этих	3	1
313	это единственный	1	1
314	явления как	1	1
315	в своей	7	1
316	этого необходимо	1	1
317	он должен	1	1
318	место в	2	1
319	в отличие	2	1
320	до последнего	1	1
321	от его	1	1
322	является в	3	1
323	не путем	1	1
324	предполагает не	1	1
325	обнаруживается в	1	1
326	но эта	1	1
327	глава в	1	1
328	слова к	3	1
329	их в	2	1
330	что этот	2	1
331	отличии от	1	1
332	в историческом	2	1
333	и вся	1	1
334	тому что	4	1
335	что есть	1	1
336	в отношении	10	1
337	знал что	1	1
338	но они	2	1
339	сущности говоря	1	1
340	не имеет	2	1
341	того как	2	1
342	и притом	1	1
343	и всегда	1	1
344	казалось бы	1	1
345	имеем дело	1	1
346	этих двух	1	1
347	базируется на	1	1
348	по своей	6	1
349	во всем	3	1
350	связи с	3	1
351	в сознании	4	1
352	путь он	1	1
353	для другого	1	1
354	у школьника	1	1
355	и оказывается	1	1
356	положение при	1	1
357	мы и	2	1
358	что на	2	1
359	однако это	1	1
360	становится для	1	1
361	не могут	3	1
362	в других	1	1
363	же самое	7	1
364	числе и	2	1
365	к тому	6	1
366	как для	1	1
367	которым в	1	1
368	быть наиболее	1	1
369	в наши	2	1
370	говоря словами	1	1
371	ничего общего	3	1
372	приходит к	3	1
373	элементы в	1	1
374	составляют не	1	1
375	но по	1	1
376	того чтобы	7	1
377	свою очередь	2	1
378	на нем	2	1
379	здесь не	2	1
380	на основе	10	1
381	в собственном	7	1
382	только то	1	1
383	думаю что	1	1
384	приводит к	3	1
385	на том	4	1
386	и когда	3	1
387	что может	1	1
388	можно было	6	1
389	мог бы	1	1
390	мы в	2	1
391	же мере	1	1
392	поэтому в	1	1
393	где каждый	2	1
394	в определенной	1	1
395	в таком	2	1
396	находится в	1	1
397	с полным	2	1
398	два момента	1	1
399	при котором	1	1
400	но мы	1	1
401	одного из	1	1
402	на что	1	1
403	после того	1	1
404	можно сказать	1	1
405	нет у	1	1
406	на отдельные	1	1
407	известном отношении	1	1
408	как прежде	1	1
409	состоит не	1	1
410	ним и	1	1
411	бы в	3	1
412	выступает как	1	1
413	в преодолении	1	1
414	своем внутреннем	1	1
415	что только	1	1
416	и слабость	1	1
417	с появлением	1	1
418	дело с	1	1
419	которое мы	2	1
420	здесь о	1	1
421	вопроса о	2	1
422	только на	2	1
423	историческом развитии	2	1
424	других в	1	1
425	не все	1	1
426	от других	2	1
427	слова не	3	1
428	в школе	4	1
429	ложный путь	1	1
430	мышления и	14	1
431	тогда он	1	1
432	личности и	1	1
433	слова в	9	1
434	чтобы она	1	1
435	во всей	4	1
436	на деле	3	1
437	это составляет	1	1
438	мы это	1	1
439	как у	1	1
440	этом как	1	1
441	не просто	2	1
442	нашему мнению	2	1
443	именно в	3	1
444	к которому	3	1
445	еще и	1	1
446	а с	2	1
447	к более	1	1
448	только по	1	1
449	конфликта и	2	1
450	кто не	1	1
451	языка в	1	1
452	однако и	1	1
453	легко и	1	1
454	все время	4	1
455	оно оказывается	1	1
456	не всегда	1	1
457	что мы	7	1
458	которой он	1	1
459	по нашему	2	1
460	имея в	1	1
461	все более	2	1
462	эти слова	1	1
463	с первого	3	1
464	так же	11	1
465	и потому	1	1
466	мы говорим	1	1
467	со словом	2	1
468	дня и	1	1
469	все выше	1	1
