N	2gram	Bakhtin_Fr_7	Literetu
1	а не	2	20
2	и в	41	19
3	может быть	4	17
4	своего рода	2	13
5	то же	13	12
6	и не	7	11
7	как и	14	10
8	в том	11	10
9	и т.п	9	10
10	но и	9	10
11	тогда как	1	9
12	в этом	15	9
13	в то	10	9
14	в мире	3	9
15	же время	9	9
16	не может	3	9
17	такого рода	1	9
18	не только	5	8
19	и даже	1	8
20	слова и	1	7
21	том что	4	7
22	так и	10	7
23	и т.д	2	7
24	то что	8	7
25	и на	4	6
26	в себе	11	6
27	при этом	3	6
28	себя в	1	6
29	в году	5	5
30	я не	3	5
31	но не	1	5
32	он не	4	5
33	одна из	4	5
34	так в	1	5
35	в качестве	9	5
36	для всех	2	5
37	у нас	1	5
38	на фоне	1	5
39	то есть	20	5
40	того что	2	5
41	вместе с	5	5
42	мы не	2	4
43	того же	3	4
44	по отношению	2	4
45	так что	1	4
46	едва ли	1	4
47	человека в	2	4
48	для него	6	4
49	точки зрения	5	4
50	не в	9	4
51	даже в	1	4
52	в области	2	4
53	в ней	5	4
54	тех кто	1	4
55	в его	12	4
56	один из	1	4
57	и других	2	4
58	тем что	3	4
59	прежде всего	11	4
60	в частности	1	4
61	жизни и	3	4
62	что в	9	4
63	одним из	1	3
64	и то	2	3
65	в сущности	4	3
66	как я	4	3
67	во всех	3	3
68	как к	1	3
69	в этой	13	3
70	в нем	7	3
71	такой же	3	3
72	в их	3	3
73	том чтобы	1	3
74	с точки	3	3
75	тем самым	3	3
76	никогда не	2	3
77	ничего не	4	3
78	по земле	1	3
79	и его	9	3
80	этот путь	1	3
81	данном случае	1	3
82	в себя	2	3
83	не с	1	3
84	и с	4	3
85	в другом	1	3
86	а в	5	3
87	так как	3	3
88	себе и	1	3
89	этом отношении	2	3
90	и др	2	3
91	в данном	2	3
92	по существу	8	3
93	но это	3	3
94	в начале	1	3
95	и для	5	3
96	обращается к	1	3
97	и как	2	3
98	что он	3	3
99	отношению к	2	3
100	как на	1	3
101	ту же	2	2
102	и до	6	2
103	той же	3	2
104	это прежде	2	2
105	в первый	1	2
106	с ее	3	2
107	в каждой	2	2
108	его лице	1	2
109	в истории	1	2
110	все же	1	2
111	и наконец	4	2
112	и к	5	2
113	но в	8	2
114	в нашем	1	2
115	как он	2	2
116	о которой	1	2
117	свое время	2	2
118	на этом	5	2
119	одно и	2	2
120	в каждом	1	2
121	и иных	1	2
122	характерный для	1	2
123	однако его	1	2
124	в жизни	1	2
125	но уже	1	2
126	в них	7	2
127	с этой	1	2
128	с тем	1	2
129	он и	1	2
130	и еще	2	2
131	как бы	7	2
132	в такой	1	2
133	и без	1	2
134	мысли и	1	2
135	что я	1	2
136	одном из	4	2
137	что было	1	2
138	сердца и	2	2
139	не по	1	2
140	в основе	1	2
141	в тебе	1	2
142	для кого	1	2
143	но только	1	2
144	в образах	2	2
145	даже и	1	2
146	с образом	3	2
147	в виду	4	2
148	в ее	1	2
149	за то	3	2
150	еще не	2	2
151	ко всему	1	2
152	о том	6	2
153	картина мира	2	2
154	и что	1	2
155	а также	2	2
156	в него	1	2
157	было бы	4	2
158	тот же	2	2
159	одной из	2	2
160	в твоей	1	2
161	потому что	5	2
162	уже не	2	2
163	уже в	5	2
164	ни было	2	2
165	свидетельствует о	2	2
166	из них	3	2
167	одно из	1	2
168	не так	1	2
169	ведь это	1	2
170	в одном	3	2
171	в конце	8	2
172	что и	5	2
173	вовсе не	7	2
174	у него	6	2
175	я вижу	1	2
176	наконец в	1	2
177	не было	3	2
178	до конца	2	2
179	в руках	3	2
180	мира в	4	2
181	как это	1	2
182	из которых	2	2
183	к жизни	4	2
184	вокруг которого	2	2
185	и нет	1	2
186	при всем	1	2
187	в результате	2	2
188	с ним	2	2
189	же в	2	2
190	из тех	1	2
191	не знает	3	2
192	и судьба	2	2
193	что ты	1	2
194	в свое	2	2
195	героя в	1	2
196	он готов	1	2
197	в своих	1	2
198	он на	1	2
199	все что	4	2
200	том числе	4	2
201	этом свете	3	1
202	отношения к	1	1
203	с жизнью	1	1
204	начинается с	2	1
205	и странным	1	1
206	сын и	1	1
207	это и	1	1
208	что слово	1	1
209	здесь и	2	1
210	в первом	1	1
211	мыслится им	1	1
212	прошлое и	1	1
213	должна быть	1	1
214	из всех	2	1
215	мы имеем	2	1
216	он знает	2	1
217	как мы	11	1
218	на место	4	1
219	он как	1	1
220	но даже	1	1
221	ему в	1	1
222	как собственное	1	1
223	дает им	1	1
224	оказывается что	3	1
225	беседует с	2	1
226	я рад	3	1
227	он был	3	1
228	он сам	1	1
229	этот текст	1	1
230	за это	1	1
231	себя а	1	1
232	в чем	2	1
233	его так	1	1
234	сказать и	1	1
235	самом деле	1	1
236	при жизни	1	1
237	свою жизнь	1	1
238	а он	1	1
239	в новом	1	1
240	он пишет	1	1
241	отличие от	1	1
242	жизни все	1	1
243	земле в	1	1
244	за пределы	1	1
245	это мир	1	1
246	любовной лирики	1	1
247	рабле где	1	1
248	общего с	1	1
249	как в	5	1
250	путь в	3	1
251	есть в	6	1
252	однако не	1	1
253	что по	1	1
254	я должен	1	1
255	движения вниз	1	1
256	кто на	6	1
257	от этого	3	1
258	в земной	2	1
259	где все	2	1
260	второго порядка	1	1
261	в самом	1	1
262	героя и	1	1
263	заодно и	1	1
264	что это	4	1
265	от бога	1	1
266	оказывается как	1	1
267	все эти	13	1
268	еще один	1	1
269	рассказ о	2	1
270	но он	4	1
271	и те	3	1
272	слово это	2	1
273	не знающий	1	1
274	эти и	1	1
275	в переводе	1	1
276	а скорее	1	1
277	но именно	3	1
278	конце концов	4	1
279	же это	1	1
280	и вот	2	1
281	частью и	1	1
282	на земле	4	1
283	и перестановок	1	1
284	и по	3	1
285	таким образом	19	1
286	в иерархии	1	1
287	различие между	1	1
288	заботится о	1	1
289	со всеми	2	1
290	жизни для	1	1
291	его не	1	1
292	в глубине	1	1
293	это не	6	1
294	с неба	1	1
295	он есть	1	1
296	против этой	1	1
297	далеко не	2	1
298	в слове	1	1
299	мы видели	5	1
300	эпохи с	1	1
301	в этих	2	1
302	в своей	3	1
303	которого является	1	1
304	знает и	1	1
305	место в	4	1
306	сила этого	1	1
307	но эта	1	1
308	времени не	1	1
309	их в	2	1
310	как от	1	1
311	с меня	1	1
312	свобода и	1	1
313	смерти то	1	1
314	в историческом	2	1
315	и вся	3	1
316	что есть	2	1
317	в отношении	3	1
318	в тело	1	1
319	но они	1	1
320	не имеет	3	1
321	того как	5	1
322	к новым	1	1
323	и искусство	1	1
324	и снова	1	1
325	есть путь	1	1
326	уже через	1	1
327	и автор	1	1
328	земли в	2	1
329	того и	1	1
330	и всегда	2	1
331	обновления народа	1	1
332	явление в	2	1
333	по своей	1	1
334	во всем	1	1
335	у кого	1	1
336	есть не	2	1
337	со своим	1	1
338	связи с	1	1
339	в сознании	1	1
340	так называемый	2	1
341	и оказывается	2	1
342	этот образ	2	1
343	что на	1	1
344	показательны для	1	1
345	все то	3	1
346	места для	1	1
347	не могут	1	1
348	свобода выбора	1	1
349	в других	1	1
350	же самое	1	1
351	числе и	2	1
352	является одним	1	1
353	к тому	2	1
354	которым в	1	1
355	собственное имя	2	1
356	время он	1	1
357	и юность	1	1
358	ничего общего	1	1
359	о судьбе	1	1
360	элементы в	1	1
361	и о	1	1
362	но по	2	1
363	свою очередь	3	1
364	на нем	1	1
365	здесь не	1	1
366	мысль о	1	1
367	в особенности	2	1
368	культуры и	1	1
369	во главе	1	1
370	на свой	1	1
371	на том	2	1
372	и когда	1	1
373	на страницах	1	1
374	в образе	4	1
375	можно было	3	1
376	согласно одной	1	1
377	в последующих	1	1
378	во второй	2	1
379	историческом времени	1	1
380	жизнь и	2	1
381	мы в	2	1
382	поэтому в	1	1
383	в словах	2	1
384	сын не	1	1
385	в таком	1	1
386	находится в	2	1
387	в построении	2	1
388	и вещи	1	1
389	их но	1	1
390	это мне	1	1
391	вот почему	1	1
392	два момента	1	1
393	где смерть	1	1
394	это я	1	1
395	притом в	1	1
396	одного из	2	1
397	после того	4	1
398	времени в	1	1
399	из общих	1	1
400	переходит в	1	1
401	во втором	1	1
402	бы в	2	1
403	время здесь	2	1
404	в ту	1	1
405	лица в	1	1
406	в литературе	2	1
407	землю и	1	1
408	борьбы за	1	1
409	в новой	7	1
410	что только	1	1
411	дело с	1	1
412	жизнь с	1	1
413	за ней	1	1
414	путь которым	1	1
415	только на	2	1
416	а напротив	1	1
417	на север	1	1
418	чтобы извлечь	1	1
419	земли и	3	1
420	себе в	1	1
421	руки и	1	1
422	слова в	1	1
423	мы находим	1	1
424	в землю	3	1
425	во всей	2	1
426	по тем	1	1
427	к той	1	1
428	с красной	1	1
429	ее на	1	1
430	еще вполне	1	1
431	рядом с	4	1
432	и стал	1	1
433	границу между	1	1
434	живой и	1	1
435	как у	1	1
436	что человек	1	1
437	не просто	2	1
438	именно в	2	1
439	человека а	1	1
440	к которому	1	1
441	писателя и	1	1
442	и прежде	1	1
443	когда по	1	1
444	еще и	1	1
445	по всей	1	1
446	в романе	7	1
447	говорит о	1	1
448	к человеку	2	1
449	свободы от	1	1
450	кто не	1	1
451	более того	1	1
452	что находится	2	1
453	порядка здесь	1	1
454	однако и	1	1
455	среди них	1	1
456	все время	2	1
457	когда же	1	1
458	оборотная сторона	2	1
459	которой он	2	1
460	для этой	3	1
461	нужно поставить	1	1
462	этой же	1	1
463	него в	1	1
464	второго лица	1	1
465	так же	5	1
466	и потому	3	1
467	мы говорим	1	1
468	пространства и	2	1
469	в столь	1	1
470	он говорит	1	1
471	с некоторыми	1	1
472	в тот	1	1
473	ни одно	1	1
474	которой состоит	1	1
475	в своем	9	1
476	в это	3	1
477	всем что	1	1
478	в контексте	1	1
479	историческое время	2	1
480	его в	3	1
481	и от	8	1
482	и некоторые	1	1
483	в основном	1	1
484	автора и	1	1
485	не меняет	1	1
486	имел в	1	1
487	в недрах	2	1
488	и где	1	1
489	не мог	2	1
490	всего в	5	1
491	тем путем	1	1
492	на самом	2	1
493	подобные им	1	1
494	мира и	4	1
495	но одновременно	1	1
496	от него	1	1
497	и все	14	1
498	в подлинном	1	1
499	еще более	2	1
500	от всего	1	1
501	теперь же	1	1
502	в системе	1	1
503	к ее	1	1
504	и сила	1	1
505	свою судьбу	1	1
506	нет ничего	1	1
507	от своего	1	1
508	только и	1	1
509	имеет ничего	1	1
510	от всех	1	1
511	то здесь	1	1
512	в свою	3	1
513	к его	1	1
514	элементов а	1	1
515	в последнем	1	1
516	именно к	1	1
517	из этого	1	1
518	есть и	3	1
519	который в	1	1
520	также не	1	1
521	ее в	1	1
522	и эта	3	1
523	к этому	5	1
524	они не	1	1
