N	2gram	Tiupa_Lite_2	Istorich
1	что он	3	24
2	и т	2	19
3	не только	8	18
4	может быть	17	17
5	мы имеем	1	15
6	и в	19	15
7	никогда не	3	15
8	так как	3	14
9	но и	10	14
10	так же	1	13
11	что в	4	12
12	то что	7	12
13	а в	3	12
14	в этом	9	11
15	в этих	1	11
16	и не	11	11
17	то же	12	10
18	его в	1	10
19	еще не	2	9
20	все же	2	9
21	в другом	3	9
22	с тем	2	9
23	потому что	2	9
24	он не	5	8
25	связи с	1	8
26	один из	4	8
27	в царство	1	7
28	в нем	3	7
29	таким образом	1	7
30	том что	7	7
31	не в	4	7
32	ничего не	3	7
33	вместе с	5	7
34	но в	2	6
35	что это	1	6
36	и что	2	6
37	в его	4	6
38	что и	2	6
39	так что	4	6
40	наряду с	1	6
41	как бы	2	6
42	в том	10	6
43	же как	2	5
44	представляет собой	2	5
45	как в	1	5
46	и наконец	2	5
47	было бы	2	5
48	в русской	4	5
49	можно было	1	5
50	так и	7	5
51	в одном	2	5
52	прежде всего	4	5
53	к которому	1	5
54	а не	20	5
55	не может	9	5
56	этом случае	2	5
57	к тому	1	5
58	в ней	4	4
59	и на	6	4
60	в себе	6	4
61	все эти	1	4
62	в этой	3	4
63	при этом	6	4
64	и с	3	4
65	но он	1	4
66	но они	1	4
67	того как	1	4
68	для нас	2	4
69	с одной	7	4
70	пока не	1	4
71	руки и	1	4
72	у него	2	4
73	тем что	4	4
74	и др	3	4
75	но это	3	4
76	одной из	2	4
77	к этой	2	4
78	они не	1	4
79	мы не	4	3
80	он был	1	3
81	когда он	1	3
82	право на	3	3
83	как он	2	3
84	на то	1	3
85	всех этих	1	3
86	подобно тому	2	3
87	здесь мы	1	3
88	ты мне	1	3
89	должен был	1	3
90	как живой	1	3
91	он и	2	3
92	не мог	1	3
93	в их	3	3
94	что этот	1	3
95	я буду	1	3
96	и его	3	3
97	но по	1	3
98	в себя	3	3
99	так в	5	3
100	мог бы	1	3
101	о том	2	3
102	после того	1	3
103	должно было	1	3
104	а именно	3	3
105	того что	5	3
106	же можно	1	3
107	в качестве	5	3
108	по отношению	4	3
109	в других	1	3
110	одной стороны	6	3
111	что мы	1	3
112	не видит	2	3
113	эти слова	1	3
114	как это	2	3
115	тому как	2	3
116	силу и	1	3
117	отношению к	3	3
118	к материалу	1	2
119	сын и	1	2
120	самом деле	1	2
121	на самом	1	2
122	и для	3	2
123	в сущности	3	2
124	я не	5	2
125	ни один	1	2
126	хотя бы	2	2
127	для наших	1	2
128	и то	3	2
129	во всех	3	2
130	но не	5	2
131	не все	1	2
132	не просто	1	2
133	пути в	8	2
134	приобщившись к	1	2
135	он должен	1	2
136	состоит в	9	2
137	и по	1	2
138	человека в	4	2
139	а затем	2	2
140	из них	2	2
141	той же	2	2
142	его не	1	2
143	с другими	1	2
144	это не	1	2
145	есть и	1	2
146	в жизни	2	2
147	она и	1	2
148	как и	10	2
149	мы видели	1	2
150	такой же	3	2
151	со мной	4	2
152	не столько	3	2
153	их в	1	2
154	случае мы	1	2
155	в тело	1	2
156	на три	1	2
157	тем самым	3	2
158	не берет	1	2
159	одна из	5	2
160	в русском	2	2
161	другой стороны	4	2
162	так называемый	1	2
163	был бы	2	2
164	мы в	1	2
165	могут быть	2	2
166	и вполне	1	2
167	с образом	2	2
168	того чтобы	1	2
169	с ее	2	2
170	в виду	2	2
171	здесь не	1	2
172	и говорит	1	2
173	приводит к	1	2
174	и когда	1	2
175	на нее	1	2
176	одно из	2	2
177	находится в	1	2
178	с другой	8	2
179	а также	2	2
180	в него	2	2
181	оказывается что	1	2
182	но с	3	2
183	в новой	1	2
184	он стал	1	2
185	уже в	2	2
186	а то	1	2
187	слова в	1	2
188	и только	2	2
189	не было	2	2
190	в особенности	1	2
191	именно в	1	2
192	а с	1	2
193	себя и	2	2
194	нет ничего	1	2
195	в тот	1	2
196	по существу	3	2
197	в основном	1	2
198	под названием	2	2
199	в системе	1	2
200	все еще	2	2
201	не знает	2	2
202	также не	1	2
203	ее в	1	2
204	себя как	2	1
205	однако поскольку	1	1
206	имеет характер	1	1
207	больше меня	1	1
208	что образ	1	1
209	его здесь	1	1
210	и пошли	1	1
211	это и	1	1
212	перед лицом	1	1
213	едва ли	4	1
214	общественных отношений	1	1
215	и за	2	1
216	есть не	1	1
