N	3gram	Tiupa_Hudo_1	slovoVRo
1	то же время	5	12
2	в то же	5	12
3	в той или	2	9
4	той или иной	4	9
5	с точки зрения	3	8
6	в отношении к	1	6
7	и в то	1	5
8	с одной стороны	2	4
9	с другой стороны	5	4
10	то есть как	1	3
11	более или менее	5	3
12	и в сущности	1	2
13	то есть для	1	2
14	в известной степени	1	2
15	в том и	2	2
16	в этом случае	1	2
17	до известной степени	2	2
18	одно и то	3	2
19	в то время	1	2
20	и то же	3	2
21	в известном смысле	1	2
22	не могут быть	1	2
23	в евгении онегине	1	2
24	того или иного	3	2
25	в свою очередь	2	2
26	между автором и	1	2
27	к тому что	2	2
28	и в том	1	2
29	не в самом	2	1
30	к автору и	1	1
31	здесь как бы	1	1
32	в виду не	3	1
33	между собой в	1	1
34	человек имеет дело	1	1
35	прежде всего в	1	1
36	бы ни был	1	1
37	как бы не	1	1
38	это было бы	1	1
39	имеем в виду	3	1
40	слова так и	1	1
41	они ни были	1	1
42	то или иное	1	1
43	только в условиях	1	1
44	не входит в	1	1
45	в отличие от	7	1
46	высказывания и в	1	1
47	бы то ни	1	1
48	точки зрения не	1	1
49	в противном случае	2	1
50	или даже вовсе	1	1
51	с этой точки	1	1
52	по крайней мере	1	1
53	и тем и	1	1
54	может быть и	2	1
55	не могло быть	2	1
56	то есть его	1	1
57	в значительной степени	1	1
58	своему смыслу и	1	1
59	входит в эстетический	1	1
60	то ни было	1	1
61	мы имеем в	3	1
62	и на его	1	1
63	так или иначе	3	1
64	в особенности в	1	1
65	и не могла	1	1
66	не может быть	3	1
67	тем не менее	3	1
68	между тем это	1	1
69	о том что	1	1
70	в эстетический объект	2	1
71	не на языке	1	1
72	тем и другим	1	1
73	этой точки зрения	1	1
74	никогда не бывает	1	1
75	поэт не может	1	1
76	он еще не	1	1
77	и прежде всего	1	1
78	можно сказать что	3	1
79	бы они ни	1	1
80	у нее нет	1	1
81	тех или иных	2	1
82	для того чтобы	2	1
83	в том что	7	1
84	как и в	1	1
85	таким образом с	1	1
86	именно потому что	1	1
