N	3gram	Berdyaev_M_2	Psycholo
1	в том что	2	17
2	для того чтобы	4	13
3	с точки зрения	1	10
4	не может быть	8	8
5	на то что	1	6
6	на самом деле	1	5
7	до сих пор	3	5
8	в этом отношении	1	5
9	и той же	2	4
10	сам по себе	1	4
11	так же как	3	4
12	о том что	2	4
13	одной и той	2	4
14	том что он	1	3
15	в конце концов	1	3
16	в отношении к	2	3
17	что и в	4	3
18	том что в	1	2
19	но так как	1	2
20	подобно тому как	2	2
21	что он не	1	2
22	как и в	2	2
23	по сравнению с	1	2
24	одни и те	1	2
25	потому что она	3	2
26	и никогда не	2	2
27	и те же	2	2
28	он всю жизнь	1	2
29	к тому что	3	2
30	то же что	1	2
31	а между тем	1	1
32	что иное как	3	1
33	жизнь и судьба	1	1
34	есть по преимуществу	2	1
35	есть один из	2	1
36	потому что в	1	1
37	же как и	3	1
38	а не к	1	1
39	между тем в	1	1
40	делает то же	1	1
41	но и в	1	1
42	и та же	2	1
43	по своему значению	1	1
44	на что не	1	1
45	в россии и	2	1
46	но он не	1	1
47	до конца к	1	1
48	разрушения мира и	1	1
49	что в самых	1	1
50	как и всегда	2	1
51	он никогда не	1	1
52	но и это	1	1
53	потому что он	2	1
54	от того что	3	1
55	а не только	1	1
56	не есть еще	1	1
57	лежит в основе	1	1
58	ни к какому	1	1
59	она никогда не	3	1
60	склонен думать что	1	1
61	только с другой	1	1
62	ни на что	1	1
63	что он сам	1	1
64	его во всех	1	1
65	и в основе	1	1
66	как детскую игру	1	1
67	одна и та	2	1
68	того чтобы сделать	1	1
69	во всех своих	1	1
70	есть не что	3	1
71	к которой мы	1	1
72	нет ничего кроме	1	1
73	ничего подобного нет	1	1
74	оно не может	1	1
75	именно потому что	1	1
76	мыслей и чувств	1	1
77	том что все	1	1
78	и на деле	1	1
79	если бы не	1	1
80	после того как	2	1
81	из нее одной	1	1
82	не потому что	1	1
83	не что иное	3	1
84	другом и в	1	1
85	в высшей степени	3	1
86	так как он	2	1
87	мы увидим что	2	1
