N	3gram	Vygotskiy__5	Vladivir
1	о том что	4	7
2	в том что	11	7
3	в свое время	2	5
4	то что он	2	5
5	в этом смысле	1	4
6	и то что	2	4
7	в то же	1	4
8	том что в	2	3
9	мы хотели бы	1	3
10	более или менее	1	3
11	что он не	2	3
12	и потому что	1	3
13	с другой стороны	2	3
14	не может быть	3	3
15	один и тот	3	2
16	мы знаем что	1	2
17	как это мы	1	2
18	на первый план	1	2
19	как мы увидим	1	2
20	и в частности	2	2
21	то обстоятельство что	2	2
22	в том чтобы	1	2
23	в то время	4	2
24	и тот же	3	2
25	во всяком случае	1	2
26	можно сказать что	5	2
27	так что в	2	2
28	тем не менее	1	2
29	для того чтобы	14	2
30	том что он	2	2
31	в том виде	1	1
32	что иное как	1	1
33	да и в	1	1
34	в которой он	1	1
35	по одному тому	1	1
36	но как это	1	1
37	потому что в	2	1
38	и той же	1	1
39	и с трудом	1	1
40	с ним но	1	1
41	в самом деле	2	1
42	в этой области	1	1
43	в том же	1	1
44	в этом слове	1	1
45	но и после	1	1
46	и не может	2	1
47	ответить на вопрос	2	1
48	с ним в	1	1
49	как это часто	1	1
50	что не только	1	1
51	несмотря на свою	1	1
52	к жизни и	1	1
53	так что на	1	1
54	вместе с тем	2	1
55	мы сталкиваемся на	1	1
56	по поводу этих	1	1
57	одно и то	1	1
58	он не в	1	1
59	то время как	4	1
60	что он был	1	1
61	не способен к	1	1
62	с одной стороны	3	1
63	смысле этого слова	1	1
64	в связи с	1	1
65	и то же	1	1
66	потому что она	1	1
67	а с другой	2	1
68	что уже в	1	1
69	и ничего не	1	1
70	нам представляется что	1	1
71	это часто бывает	1	1
72	ему то что	1	1
73	которая никак не	1	1
74	одной и той	1	1
75	в этом возрасте	4	1
76	есть не что	1	1
77	ни в каком	1	1
78	замечания по поводу	1	1
79	между и годами	1	1
80	заключается в том	5	1
81	так и в	1	1
82	и вместе с	1	1
83	но как раз	1	1
84	в свою очередь	3	1
85	отношения к нему	1	1
86	но он не	4	1
87	и никогда не	1	1
88	и тем самым	1	1
89	не только не	3	1
90	к тому что	1	1
91	не что иное	1	1
92	на то как	1	1
93	и что в	1	1
94	то как он	1	1
95	мысли но и	1	1
96	в этом отношении	5	1
