N	3gram	Ircho_Kome_2	Psycholo
1	и т п	2	15
2	в том что	5	9
3	не может быть	1	8
4	в самом деле	1	7
5	о том что	4	7
6	во всяком случае	2	6
7	то время как	2	5
8	в то время	3	5
9	само по себе	1	5
10	с другой стороны	1	5
11	с одной стороны	2	5
12	для того чтобы	4	5
13	не в состоянии	1	3
14	в какой мере	1	3
15	только в том	1	3
16	до сих пор	2	3
17	в отличие от	2	3
18	точно так же	1	3
19	то что у	1	3
20	что у него	2	3
21	более или менее	1	2
22	в этом смысле	2	2
23	никак не может	1	2
24	с точки зрения	1	2
25	имеет в виду	1	2
26	не было бы	1	2
27	вместе с тем	4	2
28	в том случае	1	2
29	как будто бы	1	2
30	благодаря тому что	1	2
31	в целом ряде	1	2
32	не означает что	1	2
33	всяком случае в	1	2
34	так и в	1	2
35	и в самом	1	2
36	тем не менее	1	2
37	что и в	2	2
38	в драматическом искусстве	1	1
39	как например в	1	1
40	тех пор пока	1	1
41	и столь же	3	1
42	в чем же	1	1
43	мы имеем дело	1	1
44	потому что в	1	1
45	в том числе	3	1
46	и вслед за	1	1
47	в том же	1	1
48	что ни в	1	1
49	по сравнению с	1	1
50	и во всех	1	1
51	том случае если	1	1
52	а может быть	1	1
53	независимо от того	2	1
54	то что в	1	1
55	а вместе с	1	1
56	не всегда можно	1	1
57	но в их	1	1
58	вместе с ними	1	1
59	и не всегда	1	1
60	в это время	2	1
61	едва ли не	5	1
62	что на долю	1	1
63	в этой области	1	1
64	в первом случае	1	1
65	не только в	1	1
66	на этот раз	4	1
67	и результаты его	1	1
68	в связи с	3	1
69	то что он	2	1
70	и в другой	1	1
71	и не без	1	1
72	мере в какой	1	1
73	в полной мере	1	1
74	по своему содержанию	1	1
75	как мы знаем	1	1
76	вместо того чтобы	1	1
77	речь идет о	2	1
78	и во всяком	1	1
79	в тех случаях	1	1
80	у него в	1	1
81	что само по	1	1
82	до тех пор	3	1
83	существует два мнения	1	1
84	в свою очередь	1	1
85	с на основании	1	1
86	вслед за этим	1	1
87	к выводу что	1	1
88	с самого начала	1	1
89	что в каждом	1	1
90	даже в тех	1	1
91	вслед за ним	1	1
92	и в том	1	1
93	однако если мы	1	1
94	там и здесь	1	1
95	к тому же	10	1
96	на задний план	1	1
97	в нем не	2	1
98	том числе и	1	1
