N	2gram	Voloshinov_1	RusskieA
1	и в	13	36
2	не только	6	22
3	том что	2	19
4	что в	3	19
5	в том	2	17
6	но и	3	16
7	так как	3	15
8	в этом	2	12
9	в этот	2	10
10	как и	3	10
11	вместе с	1	10
12	потому что	1	10
13	об этом	1	9
14	а в	2	9
15	состоит в	1	8
16	один из	1	8
17	может быть	8	8
18	как это	1	8
19	что они	2	7
20	так и	3	7
21	между тем	2	7
22	и других	1	7
23	мы не	4	6
24	в виде	1	6
25	таким образом	6	6
26	при этом	2	6
27	не имеет	2	6
28	в них	2	6
29	и не	8	6
30	все это	4	6
31	то что	6	6
32	как в	2	5
33	все же	5	5
34	при изучении	1	5
35	в которых	1	5
36	того как	1	5
37	с ними	2	5
38	и у	1	5
39	одно из	1	5
40	в течение	2	5
41	как бы	6	5
42	г в	3	4
43	мы имеем	1	4
44	не совсем	1	4
45	еще не	1	4
46	входит в	2	4
47	в г	2	4
48	в их	3	4
49	тому что	1	4
50	вплоть до	1	4
51	одна из	1	4
52	связи с	1	4
53	к тому	2	4
54	так в	1	4
55	еще в	2	4
56	и что	1	4
57	и их	7	4
58	тем что	2	4
59	и др	2	4
60	в некоторых	1	4
61	в тех	2	4
62	но это	1	4
63	в связи	2	4
64	не может	8	4
65	только в	6	4
66	к этому	1	4
67	представление о	1	3
68	своего рода	2	3
69	которые не	1	3
70	в своем	1	3
71	не можем	1	3
72	думать что	2	3
73	связанные с	2	3
74	на этом	1	3
75	то же	4	3
76	для них	1	3
77	далеко не	1	3
78	несмотря на	2	3
79	точки зрения	7	3
80	к тем	1	3
81	с точки	5	3
82	тем не	1	3
83	их в	1	3
84	не менее	2	3
85	в разных	1	3
86	или на	1	3
87	а также	2	3
88	полагая что	1	3
89	только на	1	3
90	в одном	3	3
91	в области	2	3
92	так же	2	3
93	этого слова	1	3
94	в целях	2	3
95	и к	2	3
96	как известно	1	2
97	можно говорить	1	2
98	например в	1	2
99	но тем	1	2
100	к другому	1	2
101	что иное	2	2
102	на себя	1	2
103	в ней	2	2
104	иное как	2	2
105	природы и	1	2
106	на самом	1	2
107	но не	1	2
108	к слову	1	2
109	отнюдь не	1	2
110	с этим	3	2
111	мы можем	4	2
112	и как	1	2
113	его к	1	2
114	некоторые исследователи	1	2
115	но в	4	2
116	с г	2	2
117	в целом	2	2
118	все эти	2	2
119	в дальнейшем	1	2
120	и до	1	2
121	что она	1	2
122	в нем	2	2
123	и лучше	1	2
124	в каждом	4	2
125	же не	1	2
126	такой же	1	2
127	и более	1	2
128	для этого	1	2
129	именно с	1	2
130	детей и	1	2
131	встречаются в	1	2
132	до того	1	2
133	но даже	1	2
134	и здесь	1	2
135	могут быть	2	2
136	имеет место	2	2
137	ничего общего	3	2
138	ни одно	2	2
139	в образе	1	2
140	подойти к	2	2
141	на все	1	2
142	в различных	1	2
143	должно было	1	2
