N	2gram	Propp_Isto_4	KulturaY
1	и т	27	39
2	потому что	6	25
3	и в	26	23
4	т е	18	22
5	не только	15	20
6	в том	3	19
7	в этом	7	18
8	и не	9	16
9	было бы	2	15
10	так как	9	15
11	может быть	14	15
12	ни к	1	15
13	т д	24	14
14	точки зрения	1	14
15	все эти	3	12
16	если бы	2	12
17	у нас	2	12
18	но в	5	11
19	том что	3	11
20	в области	2	11
21	по себе	2	10
22	в русском	1	10
23	в языке	2	10
24	а не	6	10
25	что в	14	10
26	вопрос о	4	9
27	хотя бы	2	9
28	то что	16	9
29	вовсе не	4	9
30	не может	6	9
31	не в	5	8
32	и что	5	8
33	в качестве	7	8
34	уже не	5	8
35	прежде всего	1	8
36	с другой	4	8
37	и пр	11	8
38	что это	2	7
39	все же	9	7
40	в силу	5	7
41	и с	5	7
42	не менее	2	7
43	но и	12	7
44	с помощью	2	7
45	другой стороны	4	7
46	то же	8	6
47	и на	2	6
48	но не	5	6
49	в этой	2	6
50	это не	5	6
51	тем не	2	6
52	этот вопрос	2	6
53	что не	1	6
54	что мы	3	6
55	и то	6	5
56	мы имеем	7	5
57	зависимости от	1	5
58	еще не	6	5
59	целый ряд	1	5
60	не следует	1	5
61	должна быть	2	5
62	по существу	3	5
63	и вот	2	5
64	об этом	7	5
65	лишь в	2	5
66	и тем	2	5
67	и здесь	5	5
68	не могут	2	5
69	ясно что	1	5
70	приводит к	1	5
71	в его	5	5
72	один из	1	5
73	тот же	1	5
74	что он	10	5
75	только в	3	5
76	там где	3	5
77	вместе с	6	5
78	как это	3	5
79	что же	1	5
80	этого слова	2	5
81	все это	2	5
82	таким образом	10	5
83	вряд ли	1	4
84	в зависимости	1	4
85	что я	2	4
86	в данном	3	4
87	со стороны	1	4
88	однако не	1	4
89	перед нами	3	4
90	хотя и	2	4
91	если мы	1	4
92	на то	3	4
93	широком смысле	1	4
94	в нем	2	4
95	в узком	1	4
96	так и	10	4
97	но все	5	4
98	на этой	1	4
99	своего рода	1	4
100	в то	1	4
101	не имеет	3	4
102	ничего не	5	4
103	что на	2	4
104	к тому	1	4
105	в пределах	1	4
106	от того	2	4
107	или в	3	4
108	могут быть	6	4
109	можно сказать	1	4
110	это слово	1	4
111	для нас	3	4
112	в нашей	1	4
113	мы знаем	8	4
114	ни в	2	4
115	в них	1	4
116	в особенности	2	4
117	не было	1	4
118	в связи	2	4
119	как бы	3	4
120	в результате	1	4
121	сказать что	2	4
122	к этому	5	4
123	так же	18	4
124	это и	5	3
125	как не	1	3
126	меньшей степени	1	3
127	а только	1	3
128	не говорят	1	3
129	не все	1	3
130	или иное	1	3
131	как в	7	3
132	с этим	2	3
133	так в	4	3
134	то и	1	3
135	главным образом	2	3
136	он не	7	3
137	всех этих	1	3
138	и по	5	3
139	на этом	2	3
140	что она	3	3
141	еще одно	1	3
142	о которых	1	3
143	этого не	2	3
144	то для	1	3
145	знаем что	7	3
146	в таких	2	3
147	и его	10	3
148	связи с	3	3
149	как мы	5	3
150	в виду	1	3
151	в ней	1	3
152	здесь не	4	3
153	а в	8	3
154	те же	3	3
155	на это	2	3
156	для этого	1	3
157	вот почему	1	3
158	именно с	1	3
159	а также	3	3
160	знает что	1	3
161	что и	9	3
162	в форме	2	3
163	не надо	1	3
164	того что	2	3
165	случаи когда	2	3
166	есть в	2	3
167	уже в	2	3
168	же в	3	3
169	у него	5	3
170	как раз	1	3
171	тем что	5	3
172	или иначе	1	3
173	именно в	1	3
174	из которых	5	3
175	но для	2	3
176	в большей	1	3
177	но это	3	3
178	не знает	1	3
179	это так	1	3
180	к этой	3	3
181	и это	1	3
182	точно так	5	3
183	же как	13	2
184	тех же	2	2
185	и есть	2	2
186	нам право	2	2
187	не хочет	2	2
188	почти всегда	1	2
189	той же	1	2
190	что между	1	2
191	что если	1	2
192	но даже	1	2
193	так называемые	1	2
194	в широком	1	2
195	они имеют	2	2
196	мы будем	1	2
197	что за	1	2
198	очевидно что	1	2
199	не просто	4	2
200	что они	6	2
201	дает нам	4	2
202	в своем	2	2
203	его к	3	2
204	это просто	1	2
205	и у	5	2
206	интересно что	4	2
207	быть только	1	2
208	и если	3	2
209	при этом	3	2
210	не как	1	2
211	в одну	2	2
212	здесь мы	2	2
213	связанные с	3	2
214	в другом	5	2
215	на ту	1	2
216	на все	1	2
217	данном случае	3	2
218	же образом	1	2
219	но уже	1	2
220	с тем	2	2
221	как и	7	2
222	не всегда	6	2
223	мы видели	6	2
224	бы на	1	2
225	в своей	4	2
226	таким же	6	2
227	в которых	4	2
228	есть явление	1	2
229	и более	3	2
230	тем самым	1	2
231	не должно	1	2
232	тем меньше	1	2
233	таких случаях	2	2
234	о значении	1	2
235	что эта	3	2
236	она не	3	2
237	это дает	1	2
238	дело не	2	2
239	того как	4	2
240	но здесь	1	2
241	под этим	1	2
242	доказать что	1	2
243	очень часто	1	2
244	должны быть	1	2
245	утверждать что	1	2
246	поставить вопрос	2	2
247	нам и	1	2
248	роль в	1	2
249	на том	2	2
250	что у	3	2
251	вопрос этот	2	2
252	это только	1	2
253	по сравнению	3	2
254	одного из	1	2
255	после того	2	2
256	как у	1	2
257	к нему	6	2
258	а именно	3	2
259	в современной	2	2
260	с той	2	2
261	но так	1	2
262	с ними	5	2
263	он уже	2	2
264	или же	3	2
265	их не	2	2
266	указывает что	2	2
267	конечно не	2	2
268	есть наиболее	1	2
269	большинстве случаев	1	2
270	был бы	1	2
271	не говорит	2	2
272	даже и	2	2
273	никогда не	2	2
274	и даже	4	2
275	говорить и	1	2
276	но есть	2	2
277	превращается в	7	2
278	а на	4	2
