N	2gram	Trubetskoy_1	Dialekti
1	не есть	2	47
2	и не	8	30
3	может быть	16	20
4	не только	7	19
5	и в	23	19
6	а не	1	16
7	в себе	5	15
8	что она	1	14
9	потому что	9	14
10	то что	18	14
11	в том	30	14
12	так как	7	14
13	и даже	1	14
14	как бы	10	14
15	вовсе не	2	13
16	то же	4	12
17	точки зрения	13	12
18	но и	9	12
19	и все	7	12
20	есть всегда	1	11
21	и как	1	10
22	что это	5	10
23	в нем	3	10
24	как и	9	10
25	том что	19	10
26	сказать что	1	10
27	так и	10	10
28	это не	3	10
29	по крайней	1	9
30	никогда не	4	9
31	крайней мере	1	9
32	же и	1	9
33	не может	17	9
34	мы уже	4	8
35	в этом	12	8
36	в своей	1	8
37	с точки	8	8
38	не в	8	8
39	она не	2	8
40	прежде всего	3	8
41	это есть	4	8
42	и то	4	7
43	есть не	1	7
44	время как	1	7
45	так что	5	7
46	и к	5	7
47	должно быть	4	7
48	и притом	1	7
49	только тогда	2	7
50	как будто	5	7
51	совершенно не	3	7
52	что в	8	7
53	я не	2	6
54	но не	2	6
55	что они	2	6
56	отнюдь не	2	6
57	тогда когда	3	6
58	в то	6	6
59	не могу	1	6
60	и вообще	3	6
61	и та	1	6
62	что он	7	6
63	конечно не	3	6
64	не потому	2	6
65	того что	6	6
66	да и	1	6
67	и может	3	6
68	жизни и	2	6
69	и потому	3	5
70	и это	3	5
71	должна быть	5	5
72	говорить о	2	5
73	есть ли	1	5
74	в силу	7	5
75	в одну	4	5
76	жизнь и	3	5
77	же время	2	5
78	и его	1	5
79	и с	5	5
80	в виду	2	5
81	о том	7	5
82	и что	8	5
83	но как	2	5
84	не то	3	5
85	что и	7	5
86	с другой	6	5
87	а именно	1	5
88	и пр	1	5
89	и следовательно	1	5
90	в одно	2	5
91	по своему	5	5
92	только что	3	5
93	в самом	8	5
94	только в	6	5
95	еще не	5	4
96	быть в	1	4
97	самом деле	12	4
98	независимо от	2	4
99	в своем	10	4
100	все же	13	4
101	только то	2	4
102	та же	3	4
103	и если	6	4
104	при этом	9	4
105	он не	3	4
106	и вот	1	4
107	и по	3	4
108	одно и	1	4
109	таким образом	31	4
110	заключается в	2	4
111	а потом	1	4
112	все это	11	4
113	с ним	6	4
114	по своей	7	4
115	связи с	4	4
116	в таком	4	4
117	не могут	4	4
118	есть только	1	4
119	это конечно	2	4
120	что оно	3	4
121	без всякого	1	4
122	ясно что	8	4
123	говорят что	1	4
124	в другом	2	4
125	может не	3	4
126	к нему	2	4
127	и только	2	4
128	как нечто	1	4
129	уже в	1	4
130	одно из	3	4
131	то время	2	4
132	от того	3	4
133	в связи	3	4
134	могут быть	1	4
135	быть и	5	4
136	хотя бы	4	4
137	а в	3	4
138	другой стороны	5	4
139	по одному	3	4
140	же как	3	3
141	это и	1	3
142	как мы	2	3
143	что если	3	3
144	и тут	1	3
145	вопрос о	3	3
146	иное как	1	3
147	а только	1	3
148	себе и	1	3
149	в этой	6	3
150	с этим	11	3
151	социализм возможен	1	3
152	кроме того	1	3
153	и где	2	3
154	от этого	1	3
155	себе как	1	3
156	эти вопросы	1	3
157	после этого	1	3
158	всех этих	4	3
159	выйти из	1	3
160	же не	3	3
161	его в	5	3
162	это было	1	3
163	чтобы все	3	3
164	было бы	3	3
165	уже знаем	1	3
166	в один	2	3
167	и уже	2	3
168	между собою	5	3
169	в этих	3	3
170	что такое	1	3
171	но тут	1	3
172	и более	2	3
173	что этот	1	3
174	даже в	3	3
175	можно ли	2	3
176	не менее	7	3
177	ничего не	1	3
178	в разных	3	3
179	должны быть	3	3
180	тут не	1	3
181	принять во	2	3
182	общения с	1	3
183	все его	2	3
184	уже не	1	3
185	он есть	1	3
186	тех пор	2	3
187	будто бы	1	3
188	с нею	1	3
189	из них	5	3
190	мы находим	1	3
191	бы это	1	3
192	и из	2	3
193	о котором	7	3
194	как же	1	3
195	и их	5	3
196	не было	2	3
197	во внимание	2	3
198	сейчас же	3	3
199	в данном	3	3
200	и от	5	3
201	то не	1	3
202	или нет	1	3
203	в целях	1	3
204	была бы	1	3
205	они не	2	3
206	я и	1	2
207	как известно	3	2
208	также и	2	2
209	на самом	7	2
210	он может	1	2
211	этого последнего	2	2
212	тем же	2	2
213	что эти	2	2
214	например в	1	2
215	из всего	1	2
216	не во	1	2
217	от своих	1	2
218	так чтобы	2	2
219	бы ни	1	2
220	то это	1	2
221	как не	2	2
222	зависимости от	1	2
223	не кончается	1	2
224	в ней	3	2
225	и говорить	3	2
226	в широком	1	2
227	говоря уже	1	2
228	во всех	10	2
229	что я	1	2
230	различия между	3	2
231	если в	1	2
232	в общем	6	2
233	очевидно что	3	2
234	к сожалению	1	2
235	которые не	3	2
236	и я	1	2
237	в истории	3	2
238	если она	1	2
239	как в	1	2
240	перед нами	1	2
241	что по	3	2
242	более или	7	2
243	но в	4	2
244	не очень	2	2
245	в которой	5	2
246	мы получаем	1	2
247	так или	5	2
248	все эти	19	2
249	с тех	1	2
250	сливаются в	1	2
251	на его	1	2
252	в узком	1	2
253	широком смысле	2	2
254	на этом	2	2
255	но все	5	2
256	в каждом	1	2
257	не будет	5	2
258	на всю	1	2
259	в мире	6	2
260	на все	5	2
261	в жизни	3	2
262	только одно	2	2
263	только лишь	1	2
264	она и	1	2
265	с тем	2	2
266	несмотря на	6	2
267	смысл и	1	2
268	или менее	7	2
269	и при	6	2
270	в их	4	2
271	далее в	1	2
272	жизни с	1	2
273	в зависимости	1	2
274	живут в	1	2
275	тем не	4	2
276	их в	2	2
277	необходимо чтобы	1	2
278	тому что	2	2
279	что с	5	2
280	самого начала	1	2
