N	4gram	Vinokur_Ku_2	Myshleni
1	в то время как	1	4
2	заключается в том что	1	4
3	ответ на этот вопрос	1	2
4	одной и той же	1	2
5	все более и более	1	2
6	точно так же как	2	1
7	дело в том что	1	1
8	не оставляет сомнений в	1	1
9	находит свое выражение в	1	1
10	о том что в	1	1
11	которые хотя и не	1	1
12	в том что мы	1	1
13	если бы речь шла	1	1
14	в одном и том	1	1
15	с этой точки зрения	2	1
16	потому что он не	1	1
17	в то же время	3	1
18	и с другой стороны	1	1
19	приводит к тому что	1	1
20	но для того чтобы	1	1
21	одном и том же	1	1
22	только для того чтобы	1	1
23	речи с другой стороны	1	1
24	и пр и пр	1	1
25	ничего принципиально нового в	1	1
