N	2gram	Voloshinov_1	VLabPisa
1	таким образом	21	27
2	в этом	13	26
3	и в	15	25
4	и т	1	24
5	не только	5	22
6	может быть	13	21
7	во сне	2	21
8	хотя бы	7	20
9	и не	16	19
10	художественного творчества	1	18
11	не может	13	17
12	т д	1	15
13	в его	9	15
14	в процессе	4	14
15	этом отношении	2	13
16	в том	4	13
17	прежде всего	11	13
18	как это	1	12
19	все это	5	12
20	с другой	1	11
21	из них	1	11
22	в качестве	2	10
23	не могут	3	10
24	о том	1	10
25	то же	7	9
26	что в	6	9
27	об этом	4	9
28	по этому	1	9
29	для него	5	9
30	но и	4	9
31	и др	8	9
32	к этому	7	9
33	в своем	2	8
34	ни один	2	8
35	все эти	9	8
36	не следует	2	8
37	на основании	2	8
38	могут быть	6	8
39	во всех	8	7
40	по отношению	11	7
41	из этих	4	7
42	было бы	6	7
43	как и	6	7
44	том что	5	7
45	в конечном	1	7
46	говорит о	1	7
47	не было	4	7
48	а не	2	7
49	вместе с	4	7
50	отношению к	9	7
51	это и	1	6
52	в зависимости	2	6
53	работе над	1	6
54	в себе	4	6
55	в нем	4	6
56	главным образом	4	6
57	идеи и	2	6
58	это не	2	6
59	их в	2	6
60	и его	15	6
61	в то	6	6
62	художественное творчество	2	6
63	так и	10	6
64	между тем	2	6
65	бы и	2	6
66	у него	3	6
67	в основном	2	6
68	то что	10	6
69	одним из	3	5
70	и есть	2	5
71	зависимости от	2	5
72	конечном счете	1	5
73	как говорит	1	5
74	все же	5	5
75	и при	3	5
76	не в	4	5
77	тому что	3	5
78	же время	5	5
79	связи с	1	5
80	образы и	2	5
81	на основе	1	5
82	приводит к	2	5
83	один из	4	5
84	как бы	11	5
85	не является	3	5
86	сказать что	6	5
87	только в	6	5
88	в искусстве	3	5
89	их и	1	4
90	с его	8	4
91	в этой	5	4
92	чем же	5	4
93	вот как	1	4
94	перед нами	1	4
95	когда он	1	4
96	в самом	6	4
97	в целом	2	4
98	что все	5	4
99	них не	2	4
100	художественный образ	2	4
101	в философии	1	4
102	даже в	1	4
103	одна из	3	4
104	никогда не	7	4
105	к тому	4	4
106	должен быть	2	4
107	в ее	4	4
108	это только	2	4
109	можно сказать	4	4
110	с ними	4	4
111	что он	8	4
112	в нашей	1	4
113	в одном	3	4
114	как раз	2	4
115	основных чертах	1	4
116	равно как	1	4
117	в своей	9	4
118	например в	1	3
119	человека и	6	3
120	сил и	3	3
121	в котором	1	3
122	др в	1	3
123	в основных	3	3
124	видели что	1	3
125	но как	1	3
126	явлений и	2	3
127	нет и	1	3
128	что они	1	3
129	с этим	6	3
130	и как	1	3
131	и к	7	3
132	в противоположность	1	3
133	всех этих	5	3
134	и по	5	3
135	в работе	1	3
136	его в	8	3
137	далеко не	4	3
138	мы видели	5	3
139	во время	5	3
140	точки зрения	13	3
141	и ее	3	3
142	это делает	1	3
143	что говорит	1	3
144	этой области	3	3
145	это мы	1	3
146	к работе	1	3
147	со своим	1	3
148	сводится к	3	3
149	у нас	3	3
150	и отдельных	1	3
151	она не	2	3
152	и художественное	1	3
153	образом в	1	3
154	в виду	1	3
155	что и	2	3
156	того что	2	3
157	и образы	3	3
158	этот вопрос	1	3
159	моментов в	1	3
160	момент в	1	3
161	именно в	3	3
162	мы знаем	7	3
163	так же	1	3
164	по поводу	2	3
165	по существу	1	3
166	и от	1	3
167	или в	1	3
168	бы в	2	3
169	жизни и	5	3
170	как на	3	3
171	ее в	2	3
172	смысле слова	2	2
173	также и	1	2
174	чтобы не	2	2
175	и через	2	2
176	связана с	1	2
177	и процессов	1	2
178	и этот	1	2
179	а как	1	2
180	мы имеем	1	2
181	же как	1	2
182	в которой	1	2
183	из своих	1	2
184	то это	1	2
185	разобраться в	3	2
186	в ней	5	2
187	еще не	7	2
188	что его	1	2
189	в различных	2	2
190	в чем	4	2
191	бы не	1	2
192	но не	5	2
193	в общем	1	2
194	относится к	1	2
195	отнюдь не	2	2
196	этом же	1	2
197	хотя и	1	2
198	но в	9	2
199	с нею	1	2
200	не приходится	1	2
201	он в	1	2
202	как он	1	2
203	этот процесс	4	2
204	что она	2	2
205	три года	2	2
206	он не	4	2
207	человека в	3	2
208	а затем	1	2
209	в другом	1	2
210	заключается в	1	2
211	с другими	5	2
212	как особый	1	2
213	в жизни	5	2
214	рассказывает что	2	2
215	только о	1	2
216	эта теория	1	2
217	само собою	1	2
218	не всегда	4	2
219	он и	2	2
220	между собою	1	2
221	и для	2	2
222	что такое	3	2
223	всяком случае	3	2
224	знаем что	3	2
225	которые в	1	2
226	по крайней	1	2
227	если бы	3	2
228	по себе	2	2
229	можно ли	1	2
230	не менее	3	2
231	тогда когда	1	2
232	в науке	1	2
