N	2gram	Savitsky_E_1	Psycholo
1	то что	6	32
2	и в	37	31
3	в том	11	30
4	и т	1	26
5	то есть	6	26
6	что в	21	23
7	может быть	6	22
8	таким образом	2	20
9	при помощи	2	20
10	при этом	1	19
11	так как	7	18
12	не может	9	17
13	как и	7	16
14	том что	6	16
15	и не	14	16
16	точки зрения	23	15
17	только в	9	14
18	не только	18	13
19	что и	3	13
20	а не	2	13
21	мы не	4	12
22	если мы	1	12
23	так же	9	12
24	в этом	12	12
25	с таким	1	11
26	в самом	4	11
27	не в	5	11
28	в области	11	11
29	могут быть	2	11
30	на то	6	10
31	того что	7	10
32	потому что	3	10
33	по себе	4	9
34	как в	3	9
35	т д	1	8
36	и что	2	8
37	никогда не	3	8
38	что мы	1	8
39	вместе с	2	8
40	во всяком	3	8
41	только тогда	1	7
42	заключается в	2	7
43	на основании	2	7
44	сказать что	4	7
45	того чтобы	6	7
46	и его	1	7
47	о том	3	7
48	есть в	2	7
49	что это	2	6
50	очевидно что	3	6
51	отнюдь не	9	6
52	целый ряд	2	6
53	для того	6	6
54	было бы	8	6
55	если бы	2	6
56	в его	2	6
57	вслед за	6	6
58	всяком случае	3	6
59	вовсе не	6	6
60	и даже	6	6
61	одной стороны	8	6
62	а в	2	6
63	в психологии	3	6
64	то же	15	5
65	время как	1	5
66	в ее	8	5
67	с одной	8	5
68	несмотря на	4	5
69	иначе говоря	2	5
70	она не	2	5
71	в то	16	5
72	тогда когда	2	5
73	в процессе	4	5
74	с и	10	5
75	как будто	2	5
76	не является	3	5
77	утверждать что	2	5
78	то время	1	5
79	для нас	4	5
80	с другой	7	5
81	мы видим	2	5
82	в какой	2	5
83	был бы	1	5
84	само по	4	5
85	это есть	1	5
86	как бы	6	5
87	этой точки	5	5
88	все же	1	5
89	и для	3	5
90	и все	2	5
91	другой стороны	2	5
92	же как	5	4
93	в котором	2	4
94	столь же	5	4
95	точка зрения	2	4
96	отличие от	1	4
97	мы различаем	1	4
98	в последнее	1	4
99	в себе	9	4
100	и если	2	4
101	в совершенно	1	4
102	различие между	1	4
103	от себя	1	4
104	тому что	1	4
105	одна из	1	4
106	у нас	1	4
107	к тому	8	4
108	те же	1	4
109	со стороны	5	4
110	прежде всего	9	4
111	между тем	8	4
112	один из	1	4
113	мы увидим	1	4
114	для всех	1	4
115	бы тот	1	4
116	мы можем	3	4
117	там где	3	4
118	как это	4	4
119	этого слова	1	4
120	с этой	6	4
121	и о	1	4
122	в результате	3	4
123	в этих	2	4
124	и другие	1	4
125	в своих	2	4
126	речь идет	1	3
127	например в	1	3
128	что эти	2	3
129	должна быть	2	3
130	с в	2	3
131	той же	1	3
132	вопрос о	4	3
133	которые никак	1	3
134	в которых	3	3
135	но не	5	3
136	с этим	2	3
137	стороны и	6	3
138	в своем	14	3
139	хотя и	2	3
140	что по	1	3
141	и к	3	3
142	себе не	3	3
143	но в	14	3
144	психологии и	1	3
145	та же	1	3
146	уже в	1	3
147	в этой	2	3
148	тому же	1	3
149	состоит в	1	3
150	в силу	2	3
151	и по	5	3
152	тому чтобы	2	3
153	не будет	3	3
154	к которым	5	3
155	с тем	3	3
156	мы знаем	1	3
157	в своей	8	3
158	представить себе	1	3
159	представление о	2	3
160	в отличие	1	3
161	что эта	1	3
162	во всем	1	3
163	что на	2	3
164	не могут	2	3
165	когда мы	1	3
166	что оно	1	3
167	не есть	2	3
168	что при	1	3
169	и это	1	3
170	что все	2	3
171	и когда	1	3
172	так и	10	3
173	каждого из	1	3
174	он не	2	3
175	ее от	2	3
176	в частности	5	3
177	дело с	1	3
178	который в	1	3
179	не можем	2	3
180	и других	2	3
181	это обстоятельство	1	3
182	от того	1	3
183	и только	3	3
184	на примере	1	3
185	не было	1	3
186	совершенно очевидно	2	3
187	в одной	1	3
188	в состоянии	1	3
189	но это	1	3
190	должны быть	1	3
191	каждой из	1	3
192	и другими	1	3
193	т е	9	3
194	жизни и	2	3
195	все что	1	3
196	как на	3	3
197	в таком	3	3
198	ту же	1	2
199	того же	3	2
200	и то	2	2
201	тех же	1	2
202	идет о	3	2
203	поэзии и	1	2
204	из всех	3	2
205	есть не	2	2
206	она в	3	2
207	как мы	5	2
208	сведена к	1	2
209	почти все	1	2
210	есть нечто	1	2
211	в масштабе	2	2
212	но даже	4	2
213	может дать	1	2
214	быть в	1	2
215	совершенно прав	2	2
216	на основе	2	2
217	но как	2	2
218	с совершенно	1	2
219	быть сведена	1	2
220	или иное	1	2
221	что само	1	2
222	независимо от	4	2
223	последнее время	1	2
224	в полном	1	2
225	когда он	3	2
226	к числу	1	2
227	более или	1	2
228	увидим что	1	2
229	есть ли	2	2
230	грубо говоря	1	2
231	бы и	3	2
232	мы получаем	1	2
233	представляет собой	3	2
234	в известном	3	2
235	и тот	1	2
236	мы совершенно	1	2
237	в нем	1	2
238	главным образом	2	2
239	или иных	1	2
240	поскольку она	2	2
241	как они	1	2
242	и с	2	2
243	не дает	3	2
244	но совершенно	1	2
245	с так	1	2
246	если при	1	2
247	этом смысле	3	2
248	и тем	3	2
249	в них	3	2
250	далеко не	2	2
251	то чтобы	1	2
252	такой же	2	2
253	или менее	1	2
254	и сейчас	2	2
255	именно и	1	2
256	в такой	1	2
257	с точки	17	2
258	одном из	2	2
259	иметь возможность	1	2
260	том же	1	2
261	даже в	4	2
262	как нелепо	1	2
263	можно ли	3	2
264	не менее	1	2
265	тем самым	5	2
266	с теми	1	2
267	в основе	1	2
268	мы все	1	2
269	это мы	1	2
270	принадлежат к	1	2
271	казалось бы	1	2
272	в русском	1	2
273	тех или	1	2
274	и теперь	2	2
275	в сознании	1	2
276	уже и	3	2
277	этом отношении	3	2
278	ли это	3	2
279	в известных	2	2
280	есть к	1	2
281	есть только	1	2
282	отказаться от	1	2
283	в применении	3	2
284	применить к	1	2
285	на вопрос	1	2
286	и поэтому	2	2
287	приходит к	1	2
